Title,Title_link,Thumbnail,brand-title,price-sup,Price,comment-star__count,Headline,Field1,Field2,Field3
Rice Cracker (Sesame ) 108g,https://www.yamibuy.com/en/p/rice-cracker-sesame-108g/1017045661,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WOLONG,Buy $150 get 1 free gift,$2.69,,Rice Cracker (Sesame ) 108g,Be the first!,China,
Small Fried Dough Twist Sweet Sesame Flavor 250g,https://www.yamibuy.com/en/p/small-fried-dough-twist-sweet-sesame-flavor-250g/1017044851,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ZHONGWANG,Buy $150 get 1 free gift,$3.29,,Small Fried Dough Twist Sweet Sesame Flavor 250g,Be the first!,China,
"Energy 99 Sticks, Egg Yolk 150g",https://www.yamibuy.com/en/p/energy-99-sticks-egg-yolk-150g/1017045441,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Pei Tien,Buy $150 get 1 free gift,,,"Energy 99 Sticks, Egg Yolk 150g",Be the first!,Taiwan,
Rice Cracker (Sweet Spicy) 218g,https://www.yamibuy.com/en/p/rice-cracker-sweet-spicy-218g/1017045651,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WOLONG,Buy $150 get 1 free gift,$4.69,,Rice Cracker (Sweet Spicy) 218g,Be the first!,China,
Ice Cream Flavor Egg Roll 64g,https://www.yamibuy.com/en/p/ice-cream-flavor-egg-roll-64g/1017045241,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KALUOKAMAN,Buy $150 get 1 free gift,,,Ice Cream Flavor Egg Roll 64g,Be the first!,China,
Rice Cracker Spicy Pepper  Flavor 108g,https://www.yamibuy.com/en/p/rice-cracker-spicy-pepper-flavor-108g/1017044261,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,xasunfood,Buy $150 get 1 free gift,$2.99,,Rice Cracker Spicy Pepper  Flavor 108g,Be the first!,China,
Chocolate Flavored Peanut Crisp Egg Roll 218g,https://www.yamibuy.com/en/p/chocolate-flavored-peanut-crisp-egg-roll-218g/1017040311,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KALUOKAMAN,Buy $150 get 1 free gift,$4.39,1,Chocolate Flavored Peanut Crisp Egg Roll 218g,1,China,3
Cheese Flavor Crispy Egg Roll 218g,https://www.yamibuy.com/en/p/cheese-flavor-crispy-egg-roll-218g/1017040351,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KALUOKAMAN,Buy $150 get 1 free gift,$3.99,14,Cheese Flavor Crispy Egg Roll 218g,14,China,4.7
"12 Grain Crispi Roll, Seaweed 180g",https://www.yamibuy.com/en/p/12-grain-crispi-roll-seaweed-180g/1017045461,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Pei Tien,Buy $150 get 1 free gift,$2.49,,"12 Grain Crispi Roll, Seaweed 180g",Be the first!,Taiwan,
Japanese style egg rolls-boba tea flavor 160g,https://www.yamibuy.com/en/p/japanese-style-egg-rolls-boba-tea-flavor-160g/1017042301,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YAKISS,Buy $150 get 1 free gift,$7.29,,Japanese style egg rolls-boba tea flavor 160g,Be the first!,Hong Kong,
Millet Crisp Crust Spiced Flavor 105g,https://www.yamibuy.com/en/p/millet-crisp-crust-spiced-flavor-105g/1017041651,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAOBALAIBA,Buy $150 get 1 free gift,$1.69,5,Millet Crisp Crust Spiced Flavor 105g,5,China,4.8
Elise Banana 144g,https://www.yamibuy.com/en/p/elise-banana-144g/1017040861,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,Buy $150 get 1 free gift,$4.89,4,Elise Banana 144g,4,Japan,5
Corn Snack Spicy Flavor 55g,https://www.yamibuy.com/en/p/wagaya-corn-snack-spicy-flavor-55g/1017005721,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WAGAYA,Buy $150 get 1 free gift,$1.29,36,Corn Snack Spicy Flavor 55g,36,Japan,4.2
Millet Crisp Crust Spicy Flavor 105g,https://www.yamibuy.com/en/p/millet-crisp-crust-spicy-flavor-105g/1017037521,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAOBALAIBA,Buy $150 get 1 free gift,$1.69,7,Millet Crisp Crust Spicy Flavor 105g,7,China,4.4
LIOUCIOU FU WEI Handmade Twisted Roll Brown Sugar 200g,https://www.yamibuy.com/en/p/liouciou-fu-wei-handmade-twisted-roll-brown-sugar-200g/1017007361,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIOUCIOUFUWEI,Buy $150 get 1 free gift,$3.89,125,LIOUCIOU FU WEI Handmade Twisted Roll Brown Sugar 200g,125,Taiwan,4.8
Mini Cream Wafers Lemon Flavor 272g,https://www.yamibuy.com/en/p/garden-mini-cream-wafers-lemon-flavor-272g/1017006141,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GARDEN,Buy $150 get 1 free gift,$4.99,11,Mini Cream Wafers Lemon Flavor 272g,11,Hong Kong,4.3
Corn Snack Original Flavor 55g,https://www.yamibuy.com/en/p/wagaya-corn-snack-original-flavor-55g/1017005711,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WAGAYA,Buy $150 get 1 free gift,,12,Corn Snack Original Flavor 55g,12,Japan,4.6
Crispy Rice Chip Extra Spicy 280g,https://www.yamibuy.com/en/p/kaqi-crispy-rice-chip-extra-spicy-300g/1017010171,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,kaqi,Buy $150 get 1 free gift,$2.59,6,Crispy Rice Chip Extra Spicy 280g,6,China,3.5
Chinese Style Chips Cumin Flavor 188g,https://www.yamibuy.com/en/p/chinese-style-chips-cumin-flavor-188g/1017040221,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,XIANGWANGFEI,Buy $150 get 1 free gift,$2.99,4,Chinese Style Chips Cumin Flavor 188g,4,China,4.8
GINGER FLAVOR SNACK 260g,https://www.yamibuy.com/en/p/ginger-flavor-snack-260g/1017041871,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAITAI,Buy $150 get 1 free gift,$3.69,1,GINGER FLAVOR SNACK 260g,1,Korea,4
Pizza Roll 25g,https://www.yamibuy.com/en/p/gy-pizza-roll/1017035491,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GY,Buy $150 get 1 free gift,$0.99,,Pizza Roll 25g,22,China,4.6
Crispy Rice 25g,https://www.yamibuy.com/en/p/gy-crispy-rice/1017035481,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GY,Buy $150 get 1 free gift,$0.99,,Crispy Rice 25g,59,China,4.6
Egg Roll Coconut Flavor,https://www.yamibuy.com/en/p/sura-roll-cracker-coconut-flavor/1016068151,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SURA,Buy $150 get 1 free gift,$5.49,,Egg Roll Coconut Flavor,7,Korea,4
Rice Crisp Spicy Flavor 96g,https://www.yamibuy.com/en/p/lejinji-rice-crisp-spicy-96g/1017031041,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LEJINJI,Buy $150 get 1 free gift,$2.39,,Rice Crisp Spicy Flavor 96g,25,China,4.6
Mini Crisp Twist (Spicy &Hot Flavor) 120g,https://www.yamibuy.com/en/p/daoxiangcun-mini-crisp-twist-spicy-hot-flavor-120g/1017029261,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Dao Xiang Cun,Buy $150 get 1 free gift,$3.49,,Mini Crisp Twist (Spicy &Hot Flavor) 120g,74,China,4.6
ZHONHGWANG Sesame Flavor a Crisp Dough Twist 235g,https://www.yamibuy.com/en/p/zhonhgwang-sesame-flavor-a-crisp-dough-twist-235g/1017021301,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ZHONGWANG,Buy $150 get 1 free gift,$4.09,,ZHONHGWANG Sesame Flavor a Crisp Dough Twist 235g,6,China,4.7
Egg Roll Sesame Flavor  180g,https://www.yamibuy.com/en/p/imei-egg-roll-sesame-flavor-180g/1017020151,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,IMEI,Buy $150 get 1 free gift,$4.59,,Egg Roll Sesame Flavor  180g,11,Taiwan,4.9
LIOUCIOU FU WEI Handmade Twisted Roll Sesame Flavor 200g,https://www.yamibuy.com/en/p/liouciou-fu-wei-handmade-twisted-roll-sesame-flavor-200g/1017009821,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIOUCIOUFUWEI,Buy $150 get 1 free gift,$3.89,34,LIOUCIOU FU WEI Handmade Twisted Roll Sesame Flavor 200g,34,Taiwan,4.9
Chocolat Egg Roll 8pc 57.6g,https://www.yamibuy.com/en/p/chocolat-elise-8pc-57-6g/1017043621,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,Buy $150 get 1 free gift,$2.89,,Chocolat Egg Roll 8pc 57.6g,Be the first!,Japan,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Carbo Balamce Tonyu Kinako Wafers 97.8g,https://www.yamibuy.com/en/p/carbo-balamce-tonyu-kinako-wafers-97-8g/1017040611,https://cdn.yamibuy.net/item/f5c94a538810ea4939254c880c8d9a3b_684x684.webp,BOURBON,Buy $150 get 1 free gift,$3.99,2,Carbo Balamce Tonyu Kinako Wafers 97.8g,2,Japan,4
Cream Wafle 50g,https://www.yamibuy.com/en/p/haitai-cream-wafle-50g/1017005811,https://cdn.yamibuy.net/item/03dd9b69dc68bb7a56d8b7c720301e2d_684x684.webp,HAITAI,Buy $150 get 1 free gift,$1.49,47,Cream Wafle 50g,47,Korea,4.4
Crispy Fried Dough Twist 160g,https://www.yamibuy.com/en/p/bestore-crispy-fried-dough-twist-160g/1017010511,https://cdn.yamibuy.net/item/d46816a1a8d821829933d22acd6409a3_684x684.webp,BESTORE,Buy $150 get 1 free gift,$2.99,94,Crispy Fried Dough Twist 160g,94,China,4.8
Chocolat Egg Roll 8pc 57.6g,https://www.yamibuy.com/en/p/chocolat-elise-8pc-57-6g/1017043621,https://cdn.yamibuy.net/item/ddca2d7289018f2ee5d218d0e85d2b85_684x684.webp,BOURBON,Buy $150 get 1 free gift,$2.89,,Chocolat Egg Roll 8pc 57.6g,Be the first!,Japan,
Egg Roll Original Flavor 60g,https://www.yamibuy.com/en/p/imei-egg-roll-original-flavor-60g/1017004671,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,IMEI,Buy $150 get 1 free gift,,125,Egg Roll Original Flavor 60g,125,Taiwan,4.5
Salty Egg Yolk Crisp Egg Roll 218g,https://www.yamibuy.com/en/p/salty-egg-yolk-crisp-egg-roll-218g/1017040331,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KALUOKAMAN,Buy $150 get 1 free gift,$3.89,24,Salty Egg Yolk Crisp Egg Roll 218g,24,China,4.7
Millet Crust-Five Spices Flavor 90g,https://www.yamibuy.com/en/p/bestore-millet-crust-five-spices-flavor-90g/1017010541,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BESTORE,Buy $150 get 1 free gift,,28,Millet Crust-Five Spices Flavor 90g,28,China,4.6
Toasted Egg Roll 178g,https://www.yamibuy.com/en/p/toasted-egg-roll-with-pork-floss-178g/1017040681,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TOTASTE,Buy $150 get 1 free gift,$7.99,3,Toasted Egg Roll 178g,3,China,3.7
Crispy Rice Chip Spicy Chicken Flavor 130g,https://www.yamibuy.com/en/p/kaqi-crispy-rice-chip-spicy-chicken-flavor-130g/1017014011,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,kaqi,Buy $150 get 1 free gift,$2.00,9,Crispy Rice Chip Spicy Chicken Flavor 130g,9,China,4.8
Tuna Flavor Egg Rolls 60g,https://www.yamibuy.com/en/p/wei-i-tuna-flavor-egg-rolls-60g/1017043471,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WEIYI,Buy $150 get 1 free gift,$4.29,1,Tuna Flavor Egg Rolls 60g,1,Taiwan,5
Quadratini Wafers Raspberry Yogurt 220g,https://www.yamibuy.com/en/p/loacker-quadratini-wafers-raspberry-yogurt-220g/1017006261,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOACKER,Buy $150 get 1 free gift,$5.29,45,Quadratini Wafers Raspberry Yogurt 220g,45,Itlay,4.7
Egg Roll Sesame Flavor 60g,https://www.yamibuy.com/en/p/imei-egg-roll-sesame-flavor-60g/1017004681,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,IMEI,Buy $150 get 1 free gift,$1.89,111,Egg Roll Sesame Flavor 60g,111,Taiwan,4.5
Chinese Stylechips-Spicy Flavor 188g,https://www.yamibuy.com/en/p/chinese-stylechips-spicy-flavor-188g/1017040211,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,XIANGWANGFEI,Buy $150 get 1 free gift,$2.99,6,Chinese Stylechips-Spicy Flavor 188g,6,China,4.8
SEA LETTUCE FLAVOR SNACK,https://www.yamibuy.com/en/p/sea-lettuce-flavor-snack/1017041881,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAITAI,Buy $150 get 1 free gift,$3.69,1,SEA LETTUCE FLAVOR SNACK,1,Korea,3
Beef and Sheep With Five Spice Spicy 100g,https://www.yamibuy.com/en/p/amber-beef-and-sheep-with-five-spice-spicy/1017035501,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,AMBER,Buy $150 get 1 free gift,$1.29,,Beef and Sheep With Five Spice Spicy 100g,120,China,4.8
Ice Cream Lemon Wafers 150g,https://www.yamibuy.com/en/p/loacker-ice-cream-lemon-wafers-150g/1017034001,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOACKER,Buy $150 get 1 free gift,$3.09,,Ice Cream Lemon Wafers 150g,1,Itlay,4
Blueberry-Yogurt 150g,https://www.yamibuy.com/en/p/loacker-blueberry-yogurt-150g/1020042771,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOACKER,Buy $150 get 1 free gift,$3.19,,Blueberry-Yogurt 150g,4,Itlay,5
DXC Small Twist Sesame Flavor 120g,https://www.yamibuy.com/en/p/dxc-small-twist-sesame-flavor-120g/1017031841,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Dao Xiang Cun,Buy $150 get 1 free gift,$3.49,,DXC Small Twist Sesame Flavor 120g,16,China,4.9
ZHONHGWANG Original Flavor a Crisp Dough Twist 235g,https://www.yamibuy.com/en/p/zhonhgwang-original-flavor-a-crisp-dough-twist-235g/1017021311,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ZHONGWANG,Buy $150 get 1 free gift,$4.09,,ZHONHGWANG Original Flavor a Crisp Dough Twist 235g,3,China,4
Mini Egg Roll Sesame Flavor 114g,https://www.yamibuy.com/en/p/imei-mini-egg-roll-sesame-flavor-114g/1017019991,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,IMEI,Buy $150 get 1 free gift,$3.69,,Mini Egg Roll Sesame Flavor 114g,2,Taiwan,4.5
Rice Chips 280g,https://www.yamibuy.com/en/p/kaqi-rice-chips-280g/1017007581,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,kaqi,Buy $150 get 1 free gift,$2.49,17,Rice Chips 280g,17,China,4.2
Crispy Wafers Filled with Milk Cream 175g,https://www.yamibuy.com/en/p/loacker-crispy-wafers-filled-with-milk-cream-175g/1017005481,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOACKER,Buy $150 get 1 free gift,$2.99,2,Crispy Wafers Filled with Milk Cream 175g,2,Itlay,4
Millet Crust Spicy 90g (packaging may vary),https://www.yamibuy.com/en/p/bestore-millet-crust-spicy-90g/1017010531,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BESTORE,Buy $150 get 1 free gift,,42,Millet Crust Spicy 90g (packaging may vary),42,China,4.5
Strawberry Wafle 50g,https://www.yamibuy.com/en/p/haitai-strawberry-wafle-50g/1017005821,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAITAI,Buy $150 get 1 free gift,$1.49,42,Strawberry Wafle 50g,42,Korea,4.6
Crispy Rice Chip Spicy flavor 238g,https://www.yamibuy.com/en/p/kaqi-crispy-rice-chip-spicy-flavor-238g/1017007151,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,kaqi,Buy $150 get 1 free gift,$3.29,22,Crispy Rice Chip Spicy flavor 238g,22,kaqi,4.6
Umaibo Corn Cracker Chocolate Flavor 30 Pieces,https://www.yamibuy.com/en/p/umaibo-snack-chocolate/1017030281,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,RISKA,Buy $150 get 1 free gift,$8.99,,Umaibo Corn Cracker Chocolate Flavor 30 Pieces,13,Japan,4.8
Millet Rice Cracker 130g,https://www.yamibuy.com/en/p/yuanxian-millet-rice-cracker-130g/1017029811,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YUANXIAN,Buy $150 get 1 free gift,,,Millet Rice Cracker 130g,699,China,4.7
Mini Mahua Fried Dough Twist Honey Flavor 500g,https://www.yamibuy.com/en/p/lz-delicious-mini-twist-honey-flavor/1017026881,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LZ,Buy $150 get 1 free gift,,,Mini Mahua Fried Dough Twist Honey Flavor 500g,127,China,4.8
Purple Sweet Potato Egg Roll 500g,https://www.yamibuy.com/en/p/weiquan-purple-sweet-potato-egg-roll-500g/1017033751,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WEIQUAN,Buy $150 get 1 free gift,$12.99,,Purple Sweet Potato Egg Roll 500g,5,United States,4.2
Color Flute Roll Chocolate Flavor 40g,https://www.yamibuy.com/en/p/master-kong-color-flute-roll-cantaloupe-flavor-40g/1017033181,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MASTER KONG,Buy $150 get 1 free gift,$1.49,,Color Flute Roll Chocolate Flavor 40g,29,China,4.8
Party Wafers Dulce De Leche 250g,https://www.yamibuy.com/en/p/gastone-lago-party-wafers-dulce-de-leche-250g/1016066431,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GASTONE LAGO,Buy $150 get 1 free gift,$4.29,,Party Wafers Dulce De Leche 250g,2,New Zealand,4
Salted Egg Yolk Cookie Rolls 74g,https://www.yamibuy.com/en/p/toko-salted-egg-yolk-cookie-rolls-74g/1017029981,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TOKO,Buy $150 get 1 free gift,$1.89,,Salted Egg Yolk Cookie Rolls 74g,11,Japan,4.2
Egg Roll Gift Pack 600g,https://www.yamibuy.com/en/p/imei-egg-roll-gift-pack-600g/1017020141,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,IMEI,Buy $150 get 1 free gift,$19.99,,Egg Roll Gift Pack 600g,26,Taiwan,4.7
Sweet Potato Flavor Cookie 143g,https://www.yamibuy.com/en/p/bourbon-elise-annoimo-143g/1017034921,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,Buy $150 get 1 free gift,$4.69,,Sweet Potato Flavor Cookie 143g,9,Japan,5
Egg Roll Original 500g,https://www.yamibuy.com/en/p/weiquan-egg-roll-original-500g/1017033741,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WEIQUAN,Buy $150 get 1 free gift,$12.99,,Egg Roll Original 500g,18,United States,4.8
Rolled Biscuit Salty Yolk Flavor  7.76oz,https://www.yamibuy.com/en/p/fulin-rolled-biscuit-salty-yolk-flavor/1017030231,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,FULIN,Buy $150 get 1 free gift,$4.79,,Rolled Biscuit Salty Yolk Flavor  7.76oz,8,China,4.1
Roll Cake Vanilla 91g,https://www.yamibuy.com/en/p/bourbon-roll-cake-vanilla/1017029051,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,Buy $150 get 1 free gift,$2.69,,Roll Cake Vanilla 91g,9,Japan,4.4
SizzlingI Cookies 283.5g,https://www.yamibuy.com/en/p/hanzhengzuan-sizzlingi-cookies-283-5g/1017028531,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HANZHENGZUAN,Buy $150 get 1 free gift,$3.69,,SizzlingI Cookies 283.5g,6,Taiwan,4.7
Delicious Mini Twist Brown Sugar Flavor 500g,https://www.yamibuy.com/en/p/lz-delicious-mini-twist-brown-sugar-flavor/1017026891,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LZ,Buy $150 get 1 free gift,$5.49,,Delicious Mini Twist Brown Sugar Flavor 500g,125,China,4.7
Delicious Mini Twist Sesame Flavor 500g,https://www.yamibuy.com/en/p/lz-delicious-mini-twist-sesame-flavor/1017026871,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LZ,Buy $150 get 1 free gift,$5.49,,Delicious Mini Twist Sesame Flavor 500g,85,China,4.7
Mini Egg Roll Original Flavor 114g,https://www.yamibuy.com/en/p/imei-mini-egg-roll-original-flavor-114g/1017019981,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,IMEI,Buy $150 get 1 free gift,$3.69,,Mini Egg Roll Original Flavor 114g,1,Taiwan,4
Crispy Rice Treats Salted Egg Yolk Flavor 118g,https://www.yamibuy.com/en/p/yumei-rice-crusy-salted-yalk-flavor-118g/1017019091,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YUMEI,Buy $150 get 1 free gift,$3.49,,Crispy Rice Treats Salted Egg Yolk Flavor 118g,932,China,4.6
Lubera Egg Cookie 10pc,https://www.yamibuy.com/en/p/lubera-egg-cookie-10pc/3017039401,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,,,1,Lubera Egg Cookie 10pc,1,Japan,4
KIT KAT Whole Wheat Cookie Flavor Waffle14pc,https://www.yamibuy.com/en/p/kit-kat-whole-wheat-cookie-flavor-waffle14pc/3017038161,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NESTLE,,$7.99,,KIT KAT Whole Wheat Cookie Flavor Waffle14pc,Be the first!,Japan,
Original Cigar Egg Roll 14pc,https://www.yamibuy.com/en/p/yoku-moku-original-cigar-egg-roll-14pc/3017010111,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Yoku Moku,,,34,Original Cigar Egg Roll 14pc,Be the first!,Japan,4.8
Cheese Egg Roll 8pc,https://www.yamibuy.com/en/p/cheese-egg-roll-8pc/3017039231,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GRAMERCY NEW YORK,,,13,Cheese Egg Roll 8pc,13,Japan,4.7
Ramen Balls Leisure Snacks Spicy Taste 85g,https://www.yamibuy.com/en/p/bestore-ramen-balls-leisure-snacks-spicy-taste-85g/3017036291,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BESTORE,,$4.99,,Ramen Balls Leisure Snacks Spicy Taste 85g,Be the first!,China,
ISHIYA GINZA Milk Chocolate Egg Roll 8pc,https://www.yamibuy.com/en/p/ishiya-ginza-milk-chocolate-egg-roll-8pc/3017035361,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ISHIYA SEIKA,,,,ISHIYA GINZA Milk Chocolate Egg Roll 8pc,Be the first!,Japan,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Pistachio Milfille  8pc,https://www.yamibuy.com/en/p/francais-pistachio-8pc/3017034211,https://cdn.yamibuy.net/item/9b16e09a84837cd3f52d708ce2ae0a3c_684x684.webp,FRANCAIS,,,,Pistachio Milfille  8pc,2,Japan,5
Butter Salt Crisp 95g,https://www.yamibuy.com/en/p/calbee-butter-salt-crisp-95g/3017033201,https://cdn.yamibuy.net/item/6b5063d551206cb8d25e8710f8afb5af_684x684.webp,CALBEE,,,,Butter Salt Crisp 95g,Be the first!,Japan,
Peanut Flavor 400g 8 pcs,https://www.yamibuy.com/en/p/hi-walk-peanut-flavor-400g-8-pcs/3017027981,https://cdn.yamibuy.net/item/e422c1e1d5e724ebabfd0dbc12c604e5_684x684.webp,Hi Walk,,,,Peanut Flavor 400g 8 pcs,9,Taiwan,4.7
Sesame Flavor 400g 8 pcs,https://www.yamibuy.com/en/p/hi-walk-sesame-flavor-400g-8-pcs/3017027971,https://cdn.yamibuy.net/item/f452bd4bcecc8a3dae232845bf36dd31_684x684.webp,Hi Walk,,,,Sesame Flavor 400g 8 pcs,6,Taiwan,3.8
Butter Eggrolls (Rye) 140g/jar,https://www.yamibuy.com/en/p/king-of-beard-butter-eggrolls-original-140g-jar/3017026211,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KING OF BEARD,,,,Butter Eggrolls (Rye) 140g/jar,3,China,5
KIT KAT Chocolate Orange Waffle 10pc,https://www.yamibuy.com/en/p/kit-kat-chocolate-orange-waffle-10pc/3017038151,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NESTLE,,$7.99,,KIT KAT Chocolate Orange Waffle 10pc,Be the first!,Japan,
Caramel Crepe Stick 11pc,https://www.yamibuy.com/en/p/caramel-crepe-stick-11pc/3017039841,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,,,,Caramel Crepe Stick 11pc,Be the first!,Japan,
Nuts Milfille  8pc,https://www.yamibuy.com/en/p/francais-nuts-8pc/3017034241,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,FRANCAIS,,,,Nuts Milfille  8pc,7,Japan,4.7
Japanese KIT KAT: Variety Party Box (63 Pieces 21 Flavors),https://www.yamibuy.com/en/p/japanese-kit-kat-variety-party-box-63-pieces-21-flavors/3017043191,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NESTLE,,,,Japanese KIT KAT: Variety Party Box (63 Pieces 21 Flavors),Be the first!,Japan,
Seafood Flavor Crispy Rice 75g,https://www.yamibuy.com/en/p/bestore-seafood-flavor-crispy-rice-75g/3017036311,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BESTORE,,$4.99,,,,,
Crab Fragrant Yolk Crispy Rice 75g,https://www.yamibuy.com/en/p/bestore-crab-fragrant-yolk-crispy-rice-75g/3017036301,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BESTORE,,$4.99,,,,,
ISHIYA GINZA White Chocolate Egg Roll 8pc,https://www.yamibuy.com/en/p/ishiya-ginza-white-chocolate-egg-roll-8pc/3017035371,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ISHIYA SEIKA,,,,ISHIYA GINZA White Chocolate Egg Roll 8pc,Be the first!,Japan,
Lemon Milfille 8pc,https://www.yamibuy.com/en/p/francais-lemon-8pc/3017034231,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,FRANCAIS,,,,Lemon Milfille 8pc,Be the first!,Japan,
