Title,Title_link,brand-title,brand-variants,Price,comment-star__count,price-valid,price-invalid,price-discount,Headline,DetailPrice,OriginalPrice,Field1,Field2,Field3
Water Jelly Peach Flavor 120ml,https://www.yamibuy.com/en/p/water-jelly-peach-flavor-120ml/1018037111,BIOSTAR PORORO,2 Options,$1.09,12,,,,Water Jelly Peach Flavor 120ml,,,12,Korea,4.7
Strawberry + Peach Yogurt Jelly 501g,https://www.yamibuy.com/en/p/royal-family-strawberry-peach-yogurt-jelly-501g/1018032871,ROYAL FAMILY,,$5.49,10,,,,Strawberry + Peach Yogurt Jelly 501g,,,10,Taiwan,4.6
Fruit Jelly Passion Fruit 160g,https://www.yamibuy.com/en/p/royal-family-fruit-jelly-passion-fruit-160g/1018026071,ROYAL FAMILY,6 Options,$1.69,12,,,,Fruit Jelly Passion Fruit 160g,,,12,Taiwan,3.9
QOO Jelly Drink Mango Apple Falvour 125g,https://www.yamibuy.com/en/p/minute-maid-qoo-jelly-drink-mango-apple-falvour-125g/1018004791,MINUTE MAID,,$2.69,10,,,,QOO Jelly Drink Mango Apple Falvour 125g,,,10,United States,4.4
Jelly Dessert Peach 160g,https://www.yamibuy.com/en/p/bourbon-jelly-dessert-peach-160g/1018004831,BOURBON,,$1.99,10,,,,Jelly Dessert Peach 160g,,,10,Japan,4
YUKI/LOVE JUICY JELLY LYCHEE 200g,https://www.yamibuy.com/en/p/yuki-love-juicy-jelly-lychee-200g/1018017161,YUKI&LOVE,5 Options,$2.49,5,,,,YUKI/LOVE JUICY JELLY LYCHEE 200g,,,5,Taiwan,4.2
Yogurt Jelly Original  Flavor 500g,https://www.yamibuy.com/en/p/royal-family-original-yogurt-jelly-501g/1018032881,ROYAL FAMILY,,$5.49,10,,,,Yogurt Jelly Original  Flavor 500g,,,10,Taiwan,4.8
Collagen Jelly Rose Flavor 190g,https://www.yamibuy.com/en/p/clever-mama-collagen-jelly-rose-flavor-190g/1018018461,CLEVER MAMA,4 Options,$4.19,9,,,,Collagen Jelly Rose Flavor 190g,,,9,Korea,3.3
Herbal Jelly Chia Seeds Natural Ginseng&Honey 230g*4,https://www.yamibuy.com/en/p/sunity-herbal-jelly-chia-seeds-natural-ginseng-honey-230g-4/1018027191,SUNITY,4 Options,,14,$5.09,$5.49,8% OFF,Herbal Jelly Chia Seeds Natural Ginseng&Honey 230g*4,$5.09,$5.49,14,China,3.2
Fruit Jelly Litchi & Mango 300g,https://www.yamibuy.com/en/p/royal-family-fruit-jelly-litchi-mango-300g/1018026081,ROYAL FAMILY,6 Options,$2.89,5,,,,Fruit Jelly Litchi & Mango 300g,,,Be the first!,Taiwan,2.8
Jelly Grapefruit Flavor 6pcs 120g,https://www.yamibuy.com/en/p/orihiro-jelly-grapefruit-flavor-6pcs-120g/1018028801,ORIHIRO,8 Options,$2.59,2,,,,Jelly Grapefruit Flavor 6pcs 120g,,,2,Japan,4.5
Herbal Jelly Rock Sugar & Chrysanthemum 3cups,https://www.yamibuy.com/en/p/sunity-herbal-jelly-rock-sugar-chrysanthemum-3cups/1020014901,SUNITY,6 Options,,119,$2.99,$3.29,10% OFF,Herbal Jelly Rock Sugar & Chrysanthemum 3cups,$2.99,$3.29,119,China,4.6
YUKI/LOVE JUICY JELLY BLUEBERRY 200g,https://www.yamibuy.com/en/p/yuki-love-juicy-jelly-blueberry-200g/1018017191,YUKI&LOVE,5 Options,$2.29,,,,,YUKI/LOVE JUICY JELLY BLUEBERRY 200g,,,Be the first!,Taiwan,
Creamy Cafe Jelly 240g,https://www.yamibuy.com/en/p/creamy-cafe-jelly-240g/1018042931,DYDO,,$2.49,2,,,,Creamy Cafe Jelly 240g,,,2,Japan,3
Jelly Matcha Flavor 6pc,https://www.yamibuy.com/en/p/jelly-matcha-flavor-6pcs/1018041391,ORIHIRO,3 Options,$2.99,5,,,,Jelly Matcha Flavor 6pc,,,5,Japan,4.8
Jelly Drink Mango Flavor 150g,https://www.yamibuy.com/en/p/tarami-jelly-drink-mango-flavor-150g/1018028091,TARAMI,3 Options,$2.09,6,,,,Jelly Drink Mango Flavor 150g,,,6,Japan,4.5
PORORO Konjac jelly Apple Flavor,https://www.yamibuy.com/en/p/pororo-konjac-jelly-apple-flavor/1018030571,BIOSTAR PORORO,3 Options,$1.99,8,,,,PORORO Konjac jelly Apple Flavor,,,8,Korea,4.6
Grape + Lychee Fruit Flavor Jelly 500g,https://www.yamibuy.com/en/p/royal-family-grape-lychee-fruit-jelly-501g/1018032851,ROYAL FAMILY,,$5.49,6,,,,Grape + Lychee Fruit Flavor Jelly 500g,,,6,Taiwan,5
Jelly Chocolate Flavor 6pc,https://www.yamibuy.com/en/p/jelly-chocolate-flavor-6pcs/1018041411,ORIHIRO,3 Options,$2.99,5,,,,Jelly Chocolate Flavor 6pc,,,5,Japan,4.6
Purun and Konjac Jelly Lemon Flavor 130g,https://www.yamibuy.com/en/p/purun-and-konjac-jelly-st-setouchi-lemon-130g/1018039551,ORIHIRO,,$2.29,3,,,,Purun and Konjac Jelly Lemon Flavor 130g,,,3,Japan,5
JELLY LOQUAT 152g,https://www.yamibuy.com/en/p/jelly-loquat-152g/1018032521,MILI,2 Options,$1.79,6,,,,JELLY LOQUAT 152g,,,6,China,4
Mini Cup Jelly (18pcs) 298g,https://www.yamibuy.com/en/p/eishindo-mini-cup-jelly-s-18pcs-298g/1018029691,EISHINDO,,$2.19,5,,,,Mini Cup Jelly (18pcs) 298g,,,5,Japan,3.8
Konjac jelly (banana)130g,https://www.yamibuy.com/en/p/orihiro-konjac-jelly-banana-130g/1018030771,ORIHIRO,,$2.99,5,,,,Konjac jelly (banana)130g,,,5,Japan,4.6
YUKI/LOVE JUICY JELLY ORANGE 200g,https://www.yamibuy.com/en/p/yuki-love-juicy-jelly-orange-200g/1018017201,YUKI&LOVE,5 Options,$2.29,2,,,,YUKI/LOVE JUICY JELLY ORANGE 200g,,,2,Taiwan,5
Fruit Jelly Litchi & Mango 300g,https://www.yamibuy.com/en/p/royal-family-fruit-jelly-litchi-mango-300g/1018026081,ROYAL FAMILY,6 Options,$2.89,5,,,,Fruit Jelly Litchi & Mango 300g,,,5,Taiwan,2.8
PORORO Konjac jelly Green grape Flavor,https://www.yamibuy.com/en/p/pororo-konjac-jelly-green-grape-flavor/1018030581,BIOSTAR PORORO,3 Options,$1.99,2,,,,PORORO Konjac jelly Green grape Flavor,,,2,Korea,4
Milky Oatmeal Herbal Jelly 222g*2Cups 444g,https://www.yamibuy.com/en/p/sunity-milky-oatmeal-herbal-jelly-222g-2cups-444g/1018033522,SUNITY,,,,$3.99,$4.39,10% OFF,Milky Oatmeal Herbal Jelly 222g*2Cups 444g,$3.99,$4.39,Be the first!,China,
Jelly Drink White Peach Flavor 150g,https://www.yamibuy.com/en/p/tarami-jelly-drink-white-peach-flavor-150g/1018028781,TARAMI,,$2.09,,,,,Jelly Drink White Peach Flavor 150g,,,Be the first!,Japan,
Jelly Dessert Mango Flavor 210g,https://www.yamibuy.com/en/p/tarami-jelly-dessert-mango-flavor-210g/1018010121,TARAMI,4 Options,$3.69,7,,,,Jelly Dessert Mango Flavor 210g,,,7,Japan,3.9
Vilac Yogurt Jelly 50g,https://www.yamibuy.com/en/p/paldo-vilac-yogurt-jelly-50g/1018020651,PALDO,2 Options,,51,$1.49,$1.69,12% OFF,Vilac Yogurt Jelly 50g,$1.49,$1.69,51,Korea,4.6
Jelly Cup Mixed Fruit Flavor 2 Cups 400g,https://www.yamibuy.com/en/p/shirakiku-jelly-cup-mixed-fruit-flavor-2-cups-400g/1018006621,SHIRAKIKU,7 Options,,41,$3.69,$3.89,6% OFF,Jelly Cup Mixed Fruit Flavor 2 Cups 400g,$3.69,$3.89,41,Japan,4.43
Herbal Jelly Yellow Peach Coconut Flavor 246g*2cups,https://www.yamibuy.com/en/p/sunity-herbal-jelly-yellow-peach-coconut-flavor-246g-2cups/1018029161,SUNITY,3 Options,$5.29,53,,,,Herbal Jelly Yellow Peach Coconut Flavor 246g*2cups,,,53,China,4.8
Jelly Cup Grape Flavor 2 Cups 400g,https://www.yamibuy.com/en/p/shirakiku-jelly-cup-grape-flavor-2-cups-400g/1018006651,SHIRAKIKU,7 Options,$3.49,30,,,,Jelly Cup Grape Flavor 2 Cups 400g,,,30,Japan,4.5
Milky Red Beans Herbal Jelly 222g*2Cups 444g,https://www.yamibuy.com/en/p/sunity-milky-red-beans-herbal-jelly-222g-2cups/1018027121,SUNITY,5 Options,,128,$3.99,$4.39,10% OFF,Milky Red Beans Herbal Jelly 222g*2Cups 444g,$3.99,$4.39,128,China,4.7
Jelly Peach Flavor 6pcs 120g,https://www.yamibuy.com/en/p/orihiro-jelly-peach-flavor-6pcs-120g/1018030681,ORIHIRO,8 Options,,62,$2.29,$2.39,5% OFF,Jelly Peach Flavor 6pcs 120g,$2.29,$2.39,62,Japan,4.9
Jelly Peach Mango Red Grape Flavor 20g*24,https://www.yamibuy.com/en/p/jelly-peach-mango-red-grape-flavor-20g-24/1018042901,ORIHIRO,,$8.99,7,,,,Jelly Peach Mango Red Grape Flavor 20g*24,,,7,Japan,5
Fruits Jelly Drink Aloe Flavor 150g * 4,https://www.yamibuy.com/en/p/shirakiku-fruits-jelly-drink-aloe-flavor-150g-4/1018027571,SHIRAKIKU,10 Options,,28,$3.99,,,Fruits Jelly Drink Aloe Flavor 150g * 4,$3.99,$4.29,28,Japan,4.2
Jelly 248g,https://www.yamibuy.com/en/p/huierkang-jelly-powder-248g-4/1018034191,HUIERKANG,,$0.89,5,,,,Jelly 248g,,,5,China,5
Herbal Jelly with Pear Juice and Honey 1265g,https://www.yamibuy.com/en/p/sunity-herbal-jelly-with-pear-juice-and-honey-253g/1020015751,SUNITY,6 Options,$5.49,116,,,,Herbal Jelly with Pear Juice and Honey 1265g,,,116,China,4.6
CICI Orange Fruit in Jelly 2 Cups,https://www.yamibuy.com/en/p/cici-orange-fruit-in-jelly-2-cups/1018004441,STRONGFOOD,4 Options,$2.59,15,,,,CICI Orange Fruit in Jelly 2 Cups,,,15,China,3.8
Collagen Jelly Osmanthus Flavor 190g,https://www.yamibuy.com/en/p/clever-mama-collagen-jelly-osmanthus-flavor-190g/1018018441,CLEVER MAMA,4 Options,$4.19,13,,,,Collagen Jelly Osmanthus Flavor 190g,,,13,Korea,4.3
Herbal Jelly Rock Sugar & Chrysanthemum 230g,https://www.yamibuy.com/en/p/sunity-herbal-jelly-rock-sugar-chrysanthemum-230g/1018028571,SUNITY,2 Options,$1.59,18,,,,Herbal Jelly Rock Sugar & Chrysanthemum 230g,,,18,China,4.2
Herbal Jelly Chia Seeds Natural  Chrysanthemum&Honey 230g*4,https://www.yamibuy.com/en/p/sunity-herbal-jelly-chia-seeds-chrysanthemum-honey-230g-4/1018027171,SUNITY,4 Options,,18,$5.09,$5.49,8% OFF,Herbal Jelly Chia Seeds Natural  Chrysanthemum&Honey 230g*4,$5.09,$5.49,18,China,3.9
Vilac Yogurt Jelly Strawberry Flavor 50g,https://www.yamibuy.com/en/p/paldo-vilac-yogurt-jelly-strawberry-flavor-50g/1018020661,PALDO,2 Options,,15,$1.49,$1.69,12% OFF,Vilac Yogurt Jelly Strawberry Flavor 50g,$1.49,$1.69,15,Korea,4
【Pack of 10】Milky Oatmeal Herbal Jelly 2 Cups 444g * 5,https://www.yamibuy.com/en/p/pack-of-10-sunity-milky-oatmeal-herbal-jelly-2-cups-444g-5/1018027391,SUNITY,,,11,$19.99,,,【Pack of 10】Milky Oatmeal Herbal Jelly 2 Cups 444g * 5,$19.99,$21.95,11,China,4.5
Herb Jelly Mangosteen (Lohanko) Flavor 210g,https://www.yamibuy.com/en/p/coins-herb-jelly-mangosteen-lohanko-flavor-210g/1020000711,COINS,4 Options,$0.99,10,,,,Herb Jelly Mangosteen (Lohanko) Flavor 210g,,,10,China,4.6
Jelly Drink Orange Fllavor 150g,https://www.yamibuy.com/en/p/want-want-jelly-drink-orange-fllavor-150g/1018019351,WANT WANT,4 Options,$0.79,11,,,,Jelly Drink Orange Fllavor 150g,,,11,Taiwan,4.9
Enersupply Jelly 180g,https://www.yamibuy.com/en/p/j-holdings-enersupply-jelly-180g/1018004251,J-HOLDINGS,,$2.49,13,,,,Enersupply Jelly 180g,,,13,Japan,4.2
Sakura Soft Candy Jelly 140g,https://www.yamibuy.com/en/p/flower-festival-sakura-agar-jelly-140g/1018039251,SONGWAI,,$3.69,,,,,Sakura Soft Candy Jelly 140g,,,Be the first!,Japan,
Konjac Jelly 750g,https://www.yamibuy.com/en/p/konkon-jelly-750g/1018037861,OTHER BRANDS,,$4.99,6,,,,Konjac Jelly 750g,,,6,N/A,5
Puruhada Konnyaku Acerola Jelly 150g,https://www.yamibuy.com/en/p/suntory-puruhada-konnyaku-acerola-jelly-150g/1018030981,SUNTORY,,$2.99,10,,,,Puruhada Konnyaku Acerola Jelly 150g,,,Be the first!,Japan,4.4
Pear Jelly Drink 218g,https://www.yamibuy.com/en/p/coins-le-susu-original-sydney-loquat-cream-218g/1018033741,COINS,,$1.99,9,,,,Pear Jelly Drink 218g,,,9,China,4.7
Fruit Jelly Passion Fruit & Grape 300g,https://www.yamibuy.com/en/p/royal-family-fruit-jelly-passion-fruit-grape-300g/1018026091,ROYAL FAMILY,6 Options,$2.89,10,,,,Fruit Jelly Passion Fruit & Grape 300g,,,10,Taiwan,3.8
Konjac Jelly Pouch Lemon Watermelon Flavor 240g,https://www.yamibuy.com/en/p/purun-and-konjac-jelly-pouch-salt-lemon-salt-watermelon-240g/1018039521,ORIHIRO,,$4.29,6,,,,Konjac Jelly Pouch Lemon Watermelon Flavor 240g,,,6,Japan,4.5
Fruits Jelly Drink Peach Flavor 150g Pack of 4,https://www.yamibuy.com/en/p/shirakiku-fruits-jelly-drink-peach-flavor-150g-pack-of-4/1018027561,SHIRAKIKU,10 Options,$4.29,5,,,,Fruits Jelly Drink Peach Flavor 150g Pack of 4,,,5,Japan,5
Fruit Jelly Mango 160g,https://www.yamibuy.com/en/p/royal-family-fruit-jelly-mango-160g/1018026041,ROYAL FAMILY,6 Options,$1.69,4,,,,Fruit Jelly Mango 160g,,,4,Taiwan,5
Assorted Fruit Jelly 200g,https://www.yamibuy.com/en/p/assorted-pulp-jelly-200g/1018036871,yifen,,$2.49,5,,,,Assorted Fruit Jelly 200g,,,5,China,4
Mango + Passion Fruit Jelly 501g,https://www.yamibuy.com/en/p/royal-family-mango-passion-fruit-jelly-501g/1018032861,ROYAL FAMILY,,$5.49,6,,,,Mango + Passion Fruit Jelly 501g,,,6,Taiwan,4.7
Grass Jelly Drink Rose Flavor 218g,https://www.yamibuy.com/en/p/coins-le-sucking-guiling-paste-rose-flavor-218g/1018033771,COINS,,$1.99,6,,,,Grass Jelly Drink Rose Flavor 218g,,,6,China,4.2
Jelly Drink Grape Flavor 150g,https://www.yamibuy.com/en/p/tarami-jelly-drink-grape-flavor-150g/1018028081,TARAMI,3 Options,$2.09,4,,,,Jelly Drink Grape Flavor 150g,,,4,Japan,5
Jelly Peach Flavor,https://www.yamibuy.com/en/p/jelly-strawberry-flavor-193g/1018032511,MILI,3 Options,$3.29,3,,,,Jelly Peach Flavor,,,3,China,5
Fruits Jelly Drink Grape Flavor 150g Pack of 4,https://www.yamibuy.com/en/p/shirakiku-fruits-jelly-drink-grape-flavor-150g-pack-of-4/1018027501,SHIRAKIKU,10 Options,$4.29,106,,,,Fruits Jelly Drink Grape Flavor 150g Pack of 4,,,106,Japan,4.72
Grass Jelly Pudding Cup Pomegranate Flavor 230g,https://www.yamibuy.com/en/p/pomegranate-flavor-jelly-pudding-cup-230g/1018036881,yifen,,$2.99,3,,,,Grass Jelly Pudding Cup Pomegranate Flavor 230g,,,3,China,3.3
Jelly Mango Flavor 193g,https://www.yamibuy.com/en/p/jelly-mango-flavor-193g/1018032501,MILI,3 Options,$3.29,4,,,,Jelly Mango Flavor 193g,,,4,China,4.8
Assorted Fruit Jelly 250g,https://www.yamibuy.com/en/p/ouma-assorted-fruit-jelly-250g/1018027751,OUMA,,$1.39,4,,,,Assorted Fruit Jelly 250g,,,4,Korea,4.8
Konjac Jelly Kiwi Flavor 130g,https://www.yamibuy.com/en/p/orihiro-konjac-jelly-kiwi-130g/1018030781,ORIHIRO,,$2.99,2,,,,Konjac Jelly Kiwi Flavor 130g,,,2,Japan,4.5
Green Tea Jelly 130g,https://www.yamibuy.com/en/p/green-tea-bean-jelly-130g/1018039231,KINJOSEIKA,,$2.29,,,,,Green Tea Jelly 130g,,,Be the first!,Japan,
Jelly Strawberry Flavor 193g,https://www.yamibuy.com/en/p/jelly-peach-flavor-193g/1018032491,MILI,3 Options,$3.29,2,,,,Jelly Strawberry Flavor 193g,,,2,China,4
Herbal Jelly Matcha Flavor 180g*2cups,https://www.yamibuy.com/en/p/sunity-herbal-jelly-matcha-flavor-180g-2cups/1018029121,SUNITY,2 Options,$4.29,70,,,,Herbal Jelly Matcha Flavor 180g*2cups,,,70,China,4.9
Fruits Jelly Drink Orange Flavor 150g * 4,https://www.yamibuy.com/en/p/shirakiku-fruits-jelly-drink-orange-flavor-150g-4/1018027521,SHIRAKIKU,10 Options,$4.29,47,,,,Fruits Jelly Drink Orange Flavor 150g * 4,,,47,Japan,4.63
Herbal Jelly Mixed Taste 253g*3,https://www.yamibuy.com/en/p/sunity-herbal-jelly-mixed-taste-253g-3/1018030041,SUNITY,,,39,$3.99,$4.99,21% OFF,Herbal Jelly Mixed Taste 253g*3,$3.99,$4.99,39,China,4.8
Herbal Jelly Coconut Flavor 246g*2cups,https://www.yamibuy.com/en/p/sunity-herbal-jelly-coconut-flavor-246g-2cups/1018029141,SUNITY,3 Options,$5.29,39,,,,Herbal Jelly Coconut Flavor 246g*2cups,,,39,China,4.7
Jelly Plum Flavor 6pcs 120g,https://www.yamibuy.com/en/p/orihiro-jelly-plum-flavor-6pcs-120g/1018030711,ORIHIRO,,$2.59,35,,,,Jelly Plum Flavor 6pcs 120g,,,35,Japan,4.7
Fruits Jelly Drink Lychee Flavor 150g * 4,https://www.yamibuy.com/en/p/shirakiku-fruits-jelly-drink-lychee-flavor-150g-4/1018027731,SHIRAKIKU,10 Options,,18,$3.99,,,Fruits Jelly Drink Lychee Flavor 150g * 4,$3.99,$4.29,18,Japan,4.4
CICI Peach Fruit in Jelly 2 Cups,https://www.yamibuy.com/en/p/cici-peach-fruit-in-jelly-2-cups/1018004451,STRONGFOOD,4 Options,$2.59,19,,,,CICI Peach Fruit in Jelly 2 Cups,,,19,China,4.5
CICI Jelly Drink Lemon Flavor 150g,https://www.yamibuy.com/en/p/cici-jelly-drink-lemon-flavor-150g/1018004131,STRONGFOOD,9 Options,$0.89,16,,,,CICI Jelly Drink Lemon Flavor 150g,,,16,China,4.9
FRUIT & BEAUTY Vitamin C Jelly Orange & Raspberry Sauce 165g,https://www.yamibuy.com/en/p/tarami-fruit-amp-beauty-vitamin-c-jelly-orange-amp-raspberry-sauce-165g/1018010061,TARAMI,,$2.59,22,,,,FRUIT & BEAUTY Vitamin C Jelly Orange & Raspberry Sauce 165g,,,22,Japan,3.7
Sakura Jelly 3pc,https://www.yamibuy.com/en/p/sakura-jelly-3pc/1018038361,eitaro,,,12,$22.99,$24.99,9% OFF,Sakura Jelly 3pc,$22.99,$24.99,12,China,4.7
Collagen Jelly Lavender Flavor 190g,https://www.yamibuy.com/en/p/clever-mama-collagen-jelly-lavender-flavor-190g/1018018451,CLEVER MAMA,4 Options,$4.19,14,,,,Collagen Jelly Lavender Flavor 190g,,,14,Korea,4.5
XIANCAO BRAND Grass Jelly Sweet Soup Pineapple Flavor 310g,https://www.yamibuy.com/en/p/xcll-pineapple-burnt-grass-310g/1018033071,XCLL,,$4.29,,,,,XIANCAO BRAND Grass Jelly Sweet Soup Pineapple Flavor 310g,,,Be the first!,China,
Collagen Juice Jelly Peach Flavor 180g,https://www.yamibuy.com/en/p/clever-mama-collagen-juice-jelly-peach-flavor-180g/1018018471,CLEVER MAMA,4 Options,$3.29,11,,,,Collagen Juice Jelly Peach Flavor 180g,,,11,Korea,4.6
Fruits & Beauty Jelly Vitamin C White Peach Apple Flavor 165g,https://www.yamibuy.com/en/p/tarami-fruits-beauty-jelly-vitamin-c-white-peach-apple-flavor-165g/1018029901,TARAMI,,$2.49,10,,,,Fruits & Beauty Jelly Vitamin C White Peach Apple Flavor 165g,,,10,Japan,3.3
Purun and Konjac Jelly Pouch Soda 120g,https://www.yamibuy.com/en/p/purun-and-konjac-jelly-pouch-soda-limited-time-offer-120g/1018039541,ORIHIRO,8 Options,$2.29,7,,,,Purun and Konjac Jelly Pouch Soda 120g,,,7,Japan,5
Aquarius Jelly Pouch 180g,https://www.yamibuy.com/en/p/aquarius-jelly-pouch-180g/1018040271,COCA COLA,,$2.99,3,,,,Aquarius Jelly Pouch 180g,,,3,United States,5
Multi-Vitamins Jelly 180g,https://www.yamibuy.com/en/p/j-holdings-multi-vitamins-jelly-180g/1018004261,J-HOLDINGS,,$2.49,11,,,,Multi-Vitamins Jelly 180g,,,11,Japan,4.1
Collagen Juice Jelly Pear Flavor 180g,https://www.yamibuy.com/en/p/clever-mama-collagen-juice-jelly-pear-flavor-180g/1018018481,CLEVER MAMA,4 Options,$3.29,9,,,,Collagen Juice Jelly Pear Flavor 180g,,,9,Korea,4.7
Vanilla Ice Cream Flavor Jelly 480g,https://www.yamibuy.com/en/p/vanilla-ice-cream-flavor-jelly-480g/1018038941,U KISS,2 Options,$3.99,3,,,,Vanilla Ice Cream Flavor Jelly 480g,,,3,China,4.3
0kcal Jelly Peach 130g,https://www.yamibuy.com/en/p/0kcal-jelly-peach-130g/1018043431,ORIHIRO,3 Options,$2.49,,,,,0kcal Jelly Peach 130g,,,Be the first!,Japan,
Jelly Cup Peach Flavor 2 Cups 400g * 5,https://www.yamibuy.com/en/p/shirakiku-jelly-cup-peach-flavor-2-cups-400g/1018027861,SHIRAKIKU,7 Options,,2,$14.69,,,Jelly Cup Peach Flavor 2 Cups 400g * 5,$14.69,$14.89,2,Japan,5
Milky Purple Rice Herbal Jelly 222g*2Cups 444g,https://www.yamibuy.com/en/p/sunity-milky-purple-rice-herbal-jelly-222g-2cups-444g/1018033532,SUNITY,,,,$3.99,$4.39,10% OFF,Milky Purple Rice Herbal Jelly 222g*2Cups 444g,$3.99,$4.39,Be the first!,China,
Choco Variety Pack 27pc In Bag Bis Milk Strawberry Jelly Cookie 175g,https://www.yamibuy.com/en/p/tirol-choco-variety-pack-27pc-in-bag-bis-milk-strawberry-jelly-cookie-175g/1018013171,TIROL,,$6.49,24,,,,Choco Variety Pack 27pc In Bag Bis Milk Strawberry Jelly Cookie 175g,,,24,Japan,4.5
My Chew Jelly Candy Peach Flavor 32g,https://www.yamibuy.com/en/p/mychew-jelly-peach-32/1018034031,CROWN,,$1.29,16,,,,My Chew Jelly Candy Peach Flavor 32g,,,16,Korea,4.8
AN AN Mixed Jelly Canby 130g,https://www.yamibuy.com/en/p/an-an-jelly-canby-mix-119g/1018030111,AN-AN,,$2.19,16,,,,AN AN Mixed Jelly Canby 130g,,,16,Japan,4.2
WANTWANT Chocolate Jelly 132g,https://www.yamibuy.com/en/p/wantwant-chocolate-jelly-132g/1018018941,WANT WANT,,$1.99,3,,,,WANTWANT Chocolate Jelly 132g,,,3,Taiwan,5
LIJIANG Rose Jelly 150g,https://www.yamibuy.com/en/p/lijiang-snow-mountain-farm-rose-jelly-150g/1018019731,Snow Mountain Farm,2 Options,$4.49,10,,,,LIJIANG Rose Jelly 150g,,,10,China,4
Ginger Jelly Candy 200g,https://www.yamibuy.com/en/p/haitai-ginger-jelly-200g/1018032341,HAITAI,,$3.69,1,,,,Ginger Jelly Candy 200g,,,1,Korea,5
【Halloween Exclusive】Premium Jelly Pack (good for 10-15 kids),https://www.yamibuy.com/en/p/holloween-exclusive-jelly-pack/1018044191,OTHER BRANDS,,,,$11.99,$12.59,5% OFF,【Halloween Exclusive】Premium Jelly Pack (good for 10-15 kids),$11.99,$12.59,Be the first!,N/A,
Heart-shaped Fruit Juice Collagen Jelly Honey Melon Flavor 54g+Grape Fruit 54g,https://www.yamibuy.com/en/p/heart-shaped-fruit-juice-collagen-jelly-honey-melon-flavor-54g-grape-fruit-54g/1018041961,KANRO,,$6.58,,,,,Heart-shaped Fruit Juice Collagen Jelly Honey Melon Flavor 54g+Grape Fruit 54g,,,Be the first!,Japan,
CALPIS Jelly Filling Marshmallow 80g,https://www.yamibuy.com/en/p/eiwa-calpis-jelly-filling-marshmallow-80g/1018000021,EIWA,,,48,$2.29,$2.49,9% OFF,CALPIS Jelly Filling Marshmallow 80g,$2.29,$2.49,48,Japan,4.8
LIJIANG Peach Jelly 150g,https://www.yamibuy.com/en/p/lijiang-snow-mountain-farm-peach-jelly-150g/1018019741,Snow Mountain Farm,2 Options,$5.49,17,,,,LIJIANG Peach Jelly 150g,,,17,China,4.4
Wellness Foods 1 Day Vitamin Jelly Muscat 180g,https://www.yamibuy.com/en/p/house-wellness-foods-1-day-vitamin-jelly-muscat-180g/1018017351,HOUSE,,,3,$3.79,$3.99,6% OFF,Wellness Foods 1 Day Vitamin Jelly Muscat 180g,$3.79,$3.99,3,Japan,3.7
Heart-shaped Fruit Juice Collagen Jelly Honey Melon Flavor 54g,https://www.yamibuy.com/en/p/heart-shaped-fruit-juice-collagen-jelly-cantaloupe-flavor-56g/1018040221,KANRO,3 Options,$3.29,1,,,,Heart-shaped Fruit Juice Collagen Jelly Honey Melon Flavor 54g,,,1,Japan,5
Konjac Milk Tea Jelly 6pc,https://www.yamibuy.com/en/p/konjac-milk-tea-jelly-6pc/3018045871,ORIHIRO,42 Options,,,$3.90,$6.99,45% OFF,Konjac Milk Tea Jelly 6pc,$3.90,$6.99,Be the first!,Japan,
GUOMENQIAN Spicy Buckwheat Jelly 200g,https://www.yamibuy.com/en/p/guomenqian-spicy-buckwheat-jelly-200g/1021075851,Gou Men Qian,,$2.19,8,,,,GUOMENQIAN Spicy Buckwheat Jelly 200g,,,8,China,3.4
GUOMENQIAN Hot&Spicy Buckwheat Jelly 200g,https://www.yamibuy.com/en/p/guomenqian-hot-spicy-buckwheat-jelly-200g/1021075861,Gou Men Qian,,$2.19,5,,,,GUOMENQIAN Hot&Spicy Buckwheat Jelly 200g,,,5,China,5
Deluxe Grass Jelly Dessert 330g,https://www.yamibuy.com/en/p/agv-herbal-jelly-330g/1021008831,AGV,,$1.59,293,,,,Deluxe Grass Jelly Dessert 330g,,,293,Taiwan,4.5
Herbal Jelly Yellow Peach 253g*7ml,https://www.yamibuy.com/en/p/herbal-jelly-yellow-peach-253g-7ml/1020060611,SUNITY,,$3.99,11,,,,Herbal Jelly Yellow Peach 253g*7ml,,,11,China,4.4
PREMIUM PUReSA Golden Jelly Mask Brightening 3pcs,https://www.yamibuy.com/en/p/utena-premium-puresa-golden-jelly-mask-brightening-3pcs/1127032561,UTENA,7 Options,,9,$8.99,$10.99,19% OFF,PREMIUM PUReSA Golden Jelly Mask Brightening 3pcs,$8.99,$10.99,9,Japan,4.9
Grass Jelly 223g,https://www.yamibuy.com/en/p/grass-jelly/1147009211,YOUHUALIANGCAO,,,11,$4.59,$4.99,9% OFF,Grass Jelly 223g,$4.59,$4.99,11,China,4.7
Herbal Jelly in Cup Passion Fruit Flavor 390g,https://www.yamibuy.com/en/p/sunity-herbal-jelly-in-cup-passiflora-edulia-flavor-390g/1020029391,SUNITY,9 Options,,86,$2.29,$3.89,42% OFF,Herbal Jelly in Cup Passion Fruit Flavor 390g,$2.29,$3.89,86,China,4.6
