Title,Title_link,brand-title,comment-star__count,Price,brand-variants,DetailPrice,OriginalPrice,Field1,Field2,Field3,Field4
White Peach Black Tea 500ml,https://www.yamibuy.com/en/p/white-peach-black-tea-500ml/1020052041,LITTLE JASMINE,2,$1.89,,,,2,,United States,5
Aloe- Melon Soft Drink 500ml,https://www.yamibuy.com/en/p/yogo-vera-aloe-melon-soft-drink-500ml/1020013091,Yogo Vera,11,$1.69,6 Options,,,11,Korea,Korea,4.6
Milkis Banana Flavor 250ml,https://www.yamibuy.com/en/p/snoopy-edition-lotte-milkis-banana-flavor-250ml/1020010471,LOTTE Korea,75,$1.09,6 Options,,,75,Korea,Korea,4.7
Green Tea Sugar Free Can 340ml,https://www.yamibuy.com/en/p/ito-en-green-tea-sugar-free-canned-340ml/1020007041,ITO EN,13,,,$1.59,$1.69,13,Japan,Japan,4.9
Unsweetened Black Coffee 288ml,https://www.yamibuy.com/en/p/ucc-unsweetened-black-coffee-288ml/1020001241,UCC,19,$2.39,,,,19,Japan,Japan,4.3
Bergamot Lemon Sparkling Water 330ml,https://www.yamibuy.com/en/p/bergamot-lemon-sparking-water-330ml/1020065491,HAOWANGSHUI,,$2.99,,,,Be the first!,,China,
CICI Fruit Flavored Drink Orange 258ml,https://www.yamibuy.com/en/p/cici-fruit-flavored-drink-orange-258ml/1020005061,STRONGFOOD,35,$1.29,4 Options,,,35,,China,4.7
Lychee OOlong Tea 500ml,https://www.yamibuy.com/en/p/lychee-oolong-tea-500ml/1020052031,LITTLE JASMINE,10,$1.89,,,,10,,United States,4.6
Basil Seed Drink Watermelon Flavor 9.8oz,https://www.yamibuy.com/en/p/basilseed-watermelon-9-8oz/1020065931,MIFENG,,$1.69,,,,Be the first!,,China,
Honeysuckle Peach Sparkling Water 330ml,https://www.yamibuy.com/en/p/honeysuckle-peach-sparking-water-330ml/1020065501,HAOWANGSHUI,,$2.99,,,,Be the first!,,China,
Basil Seed Drink Lychee Flavor 9.8oz,https://www.yamibuy.com/en/p/basileeed-drink-lychee-9-8oz/1020065951,MIFENG,,$1.69,,,,Be the first!,,China,
WEI CHUAN Guava Drink With Pulp 500ml,https://www.yamibuy.com/en/p/wei-chuan-guava-drink-with-pulp-500ml/1020013391,WEIQUAN,13,$1.49,,,,13,Bottle,United States,4.7
Jasmine Green BoBa Milk Tea 80g,https://www.yamibuy.com/en/p/jasmine-green-boba-milk-tea-80g/1020060391,XiLan,7,$3.99,3 Options,,,7,,China,3.9
Aloe- Pineapple Soft Drink 500ml,https://www.yamibuy.com/en/p/yogo-vera-aloe-pineapple-soft-drink-500ml/1020013061,Yogo Vera,12,$1.69,6 Options,,,12,Korea,Korea,4.8
Pokka Sapporo Soft Drink Orange Flavor 400ml,https://www.yamibuy.com/en/p/sanbaole-pokka-sapporo-soft-ddink-orange-400ml/1020038821,SANBAOLE,17,$2.89,,,,17,,China,4.9
Soft Drink Natchan Orange 425ml,https://www.yamibuy.com/en/p/suntory-soft-drink-natchan-orange-425ml/1020019571,SUNTORY,6,$2.49,2 Options,,,6,,Japan,5
Beverage Tea Black Oolong 2LT,https://www.yamibuy.com/en/p/beverage-tea-black-oolong-2lt/1020059151,ITO EN,2,$4.99,,,,2,,Japan,5
Gogo No Kocha Lemon Tea 500ml,https://www.yamibuy.com/en/p/gogo-no-kocha-lemon-tea-500ml/1020055051,KIRIN,,$2.49,,,,Be the first!,,Japan,
Yuzu Soda Unsweetened Sparkling Water,https://www.yamibuy.com/en/p/yuzu-soda-unswtnd/1020059741,MOSHI,10,$3.59,4 Options,,,10,Original Flavor,United States,4.8
Jelly Soda 300ml,https://www.yamibuy.com/en/p/jelly-soda-300ml/1020060731,SUNKIST,2,$2.49,,,,2,,China,4.5
Non Carbonated Soft Drink Original 1.5L,https://www.yamibuy.com/en/p/non-carbonated-soft-drink-original-1-5l/1020057501,CALPICO,4,$5.49,,,,4,,Japan,5
Yowanai Soda Ume Flavor 350ml,https://www.yamibuy.com/en/p/choya-yowanai-soda-ume-flavor-350ml/1020008661,CHOYA,63,,3 Options,$2.19,$2.29,63,Japan,Japan,4.3
Jujube Honey Tea 550g,https://www.yamibuy.com/en/p/han-cha-kan-jujube-honey-tea-550g/1020041891,HANCHAKAN,8,,,$5.50,$5.99,8,,Taiwan,4.8
Sparkling Ume Water 250ml,https://www.yamibuy.com/en/p/kimino-sparkling-ume-water/1020044071,KIMINO,15,,4 Options,$2.99,$3.19,15,,Japan,4.2
Pineapple Flavor Soda 358ml,https://www.yamibuy.com/en/p/pineapple-flavor-soda-358ml/1020060641,HUAYANG,1,$2.99,3 Options,,,1,,China,5
Lychee Sparkling Water 355ml,https://www.yamibuy.com/en/p/sanzo-lychee-sparkling-water-355ml/1020051121,Sanzo,39,$2.29,4 Options,,,39,Lychee Flavor,United States,4.3
Yuzu Flavor Sparkling Water Original Flavor 355ml,https://www.yamibuy.com/en/p/yuzu-original-soda/1020059751,MOSHI,8,$3.59,4 Options,,,8,Orange Flavor,United States,5
Citron Honey Tea 550g,https://www.yamibuy.com/en/p/han-cha-kan-citron-honey-tea-550g/1020041871,HANCHAKAN,8,,,$5.50,$5.99,8,,Taiwan,4.9
VITALON Supau Sport Drink 335ml,https://www.yamibuy.com/en/p/vitalon-supau-sport-drink-335ml/1020007361,VITALON,3,$1.69,,,,3,China,Taiwan,5
Sparkling Mikan Water 250ml,https://www.yamibuy.com/en/p/kimino-sparkling-mikan-water/1020044081,KIMINO,11,$2.69,4 Options,,,11,Mikan,Japan,4.4
Aloe- Coconut Soft Drink 500ml,https://www.yamibuy.com/en/p/yogo-vera-aloe-coconut-soft-drink-500ml/1020013051,Yogo Vera,5,$1.69,6 Options,,,5,Korea,Korea,4.8
Aloe- Mango Soft Drink 500ml,https://www.yamibuy.com/en/p/yogo-vera-aloe-mango-soft-drink-500ml/1020013041,Yogo Vera,11,$1.69,6 Options,,,11,Korea,Korea,4.7
"Mango Sparkling Water, 335ml",https://www.yamibuy.com/en/p/mango-sparkling-water-335ml/1020051131,Sanzo,18,$2.29,4 Options,,,18,Mango Flavor,United States,4.6
Strawberry Sparkling Water 355g,https://www.yamibuy.com/en/p/strawberry-sparkling-water-340g/1020061071,WATERLOO,2,$0.99,6 Options,,,2,,United States,4.5
Gogo No Kocha Straight Tea 500ml,https://www.yamibuy.com/en/p/gogo-no-kocha-straight-tea-500ml/1020055041,KIRIN,3,$2.49,,,,3,,Japan,5
High Dietary Fiber Sparkling Tea Mojito Flavor 330ml,https://www.yamibuy.com/en/p/high-dietary-fiber-sparkling-tea-mojito-flavor-330ml/1020056491,LETIKONG,6,$2.49,3 Options,,,6,Mojito Flavor,China,4.7
Dong Ding Oolong Tea Low Sugar  340ml,https://www.yamibuy.com/en/p/tait-dong-ding-oolong-tea-low-sugar-340ml/1020005771,TAIT,1,$1.09,2 Options,,,1,Taiwan,Taiwan,5
High Dietary Fiber Water Coconut Flavor 410ml,https://www.yamibuy.com/en/p/high-dietary-fiber-water-coconut-flavor-410ml/1020056531,LETIKONG,5,,2 Options,$1.74,$2.49,5,Coconut Flavor,China,4.8
Plum Soda 225ml,https://www.yamibuy.com/en/p/plum-soda-225ml/1020062081,Bishancunjingniang,1,$4.49,,,,1,,China,5
Non-alcohol Chardonnay Sparkling Flavor 350ml,https://www.yamibuy.com/en/p/asahi-non-alcohol-chardonnay-sparkling-taste-350ml/1020036481,ASAHI,30,$2.49,3 Options,,,30,,Japan,4.8
"No.18 Black Tea  No Sugar, 490ml",https://www.yamibuy.com/en/p/sunmoon-18-black-tea-non-sweet-490ml/1020046261,SUNMOON,,$2.89,,,,Be the first!,,Taiwan,
Straight Black Tea No Sugar,https://www.yamibuy.com/en/p/ucc-kocha-no-jikan-straigh-muto/1020042081,UCC,4,$3.49,,,,4,,Japan,5
Osamenthas Honey Rice Wine Soda 225ml,https://www.yamibuy.com/en/p/osamenthas-honey-rice-wine-soda-225ml/1020062131,Bishancunjingniang,2,$4.49,,,,2,,China,4.5
Sparkling Water Original Flavor 330ml,https://www.yamibuy.com/en/p/sparkling-water-original-310ml/1020054571,ARCTIC OCEAN,2,$1.49,,,,2,,China,5
Soda Fruit Flavor 330ml,https://www.yamibuy.com/en/p/old-soda-champagne-flavor-330ml/1020054101,Hong Bao Lai,3,$1.09,2 Options,,,3,,China,4.7
Black Cherry Sparkling Water 340g,https://www.yamibuy.com/en/p/black-cherry-sparkling-water-340g/1020061061,WATERLOO,2,$0.99,6 Options,,,2,,United States,5
Blueberry Flavor Drink 235ml,https://www.yamibuy.com/en/p/bluberry-drinks-235ml/1020047661,BIOSTAR PORORO,2,$1.29,8 Options,,,2,Blueberry Flavor,Korea,5
"Strawberry.Rose,Alk Sprg Water At least 95% Organic 500ml",https://www.yamibuy.com/en/p/strawberry-rose-alk-sprg-water-at-least-95-organic-500ml/1020057581,FLOW WATER,2,$1.89,,,,2,,United States,5
Yuzu Drink 16.9floz,https://www.yamibuy.com/en/p/dydo-yuzu-lemon-16-9floz/1020038841,DYDO,,$2.99,,,,Be the first!,,Japan,
Veggie Shot Jujitsu Yasai 898ml,https://www.yamibuy.com/en/p/veggie-shot-jujitsu-yasai-899ml/1020062161,ITO EN,,$5.99,,,,Be the first!,,Japan,
Peach Naturally Artificially Flavored Non Carbonated Soft Drink 1.5L,https://www.yamibuy.com/en/p/peach-naturally-artificially-flavored-non-carbonated-soft-drink-1-5l/1020057521,CALPICO,8,,,$3.29,$5.49,8,Korea,Japan,4.8
Mungbean Drink 240g,https://www.yamibuy.com/en/p/mungbean-drink-240g/1020061831,UJ,2,$1.29,,,,2,,Indonesia,5
Smoked Plum Sparkling Drink 230ml,https://www.yamibuy.com/en/p/smoked-plum-sparkling-drink-230ml/1020058741,Zha Sir,,$2.49,4 Options,,,Be the first!,,China,
Yuzu Redshiso&Apple Soda,https://www.yamibuy.com/en/p/yuzu-redshiso-apple-soda/1020059771,MOSHI,7,$3.59,4 Options,,,7,Perilla Apple Flavor,United States,5
Soda Orange Flavor 280ml,https://www.yamibuy.com/en/p/soda-tangerine-flavor-280ml/1020054331,Bing De Bao,,$1.99,6 Options,,,Be the first!,Tangerine Flavor,China,
Unsweetened Green Tea 245ml,https://www.yamibuy.com/en/p/ito-en-unsweetened-green-tea-245ml/1020026991,ITO EN,5,$1.19,,,,5,Japan,Japan,4.8
Soursop Flavored Drink With Nate De Coco 320ml,https://www.yamibuy.com/en/p/mogu-mogu-soursop-flavored-drink-with-nate-de-coco-320ml/1020033871,MOGU MOGU,2,$1.59,,,,2,,Thailand,4.5
Plum Tea 700ml,https://www.yamibuy.com/en/p/nh-plum-extract/1020046321,NH,13,$16.99,,,,13,,Korea,4.8
Sparkling Water Peach 340g,https://www.yamibuy.com/en/p/sparkling-water-peach-340g/1020059311,WATERLOO,4,$0.99,6 Options,,,4,,United States,4.8
Black Coffee Sugar Free 275ml,https://www.yamibuy.com/en/p/dydo-soft-drink-non-carbonate-275ml/1020006611,DYDO,6,$2.49,,,,6,Japan,Japan,4.7
Non-Alcoholic Soft Drink 335ml,https://www.yamibuy.com/en/p/sungaria-kodomo-no-nomimono-335ml/1020044591,SANGARIA,20,$2.49,,,,20,,Japan,4.8
ALOE Drink Mango Flavor 500ml,https://www.yamibuy.com/en/p/jayone-aloe-drink-mango-flavor-500ml/1020024191,JAYONE,11,$1.59,3 Options,,,11,Korea,Korea,4.8
Elderflower Rose Natural 750ml,https://www.yamibuy.com/en/p/elderflower-rose-natural-720g/1020059281,BELVOIR FRUIT FARMS,3,$7.29,,,,3,,United States,4.7
Afternoon Tea Straight Tea 500ml,https://www.yamibuy.com/en/p/kirin-afternoon-tea-straight-tea-500ml/1020004801,KIRIN,16,$2.99,5 Options,,,16,Japan,Japan,4.7
Starfrunit Drink 150ml,https://www.yamibuy.com/en/p/shangi-starfrunit-syrup-150ml/1020052601,XIANGJI,2,$10.99,,,,2,,China,5
ALOE Drink Pomegranate Flavor 500ml,https://www.yamibuy.com/en/p/jayone-aloe-drink-pomegranate-flavor-500ml/1020024171,JAYONE,4,$1.69,3 Options,,,4,Korea,Korea,4.2
Kyoryuchi Cider 11.83oz,https://www.yamibuy.com/en/p/kyoryuchi-cider-11-83oz/1020057101,KOBE,1,,,$1.29,$1.39,1,,Indonesia,5
Lemon Soda 350ml,https://www.yamibuy.com/en/p/beverage-yowanai-lemon-soda-350ml/1020049081,CHOYA,6,,,$2.19,$2.29,6,,Japan,4.5
Watermelon Sparkling Water 355g,https://www.yamibuy.com/en/p/watermelon-sparkling-water-340g/1020061051,WATERLOO,1,$0.99,6 Options,,,1,,United States,5
Yuzu Soda White Peach,https://www.yamibuy.com/en/p/yuzu-soda-white-peach/1020059761,MOSHI,13,$3.59,4 Options,,,Be the first!,White Peach Flavor,United States,4.9
Jasmine Tea 287g,https://www.yamibuy.com/en/p/jasmine-tea-287g/1020061761,UJ,1,$0.89,,,,1,,Indonesia,5
Juroku Cha Traditional Japanese All Natural 16 Grain And Botanical Tea (Unsweetened and Caffeine Free) 500ml,https://www.yamibuy.com/en/p/juroku-cha-traditional-japanese-all-natural-16-grain-and-botanical-tea-unsweetened-caffeine-free-500ml/1020049261,ASAHI,9,$2.29,,,,9,,Japan,4.9
Sparkling Water Berry Flavor 310ml,https://www.yamibuy.com/en/p/sparkling-water-berry-flavor-310ml/1020054531,ARCTIC OCEAN,10,$1.69,,,,10,,China,4.8
Unsweetened Dark Green Tea 500ml,https://www.yamibuy.com/en/p/ito-en-unsweetened-dark-green-tea-500ml/1020004731,ITO EN,41,$1.99,8 Options,,,41,Taiwan,Japan,4.9
VIVIT'S Peach Mix Soda Pop 450ml,https://www.yamibuy.com/en/p/itoen-vivit-s-momo-mix-soda/1020035801,ITO EN,7,$2.29,,,,7,,Japan,4.1
Jasmine Tea Less Sugar 287g,https://www.yamibuy.com/en/p/jasmine-tea-less-sugar-287g/1020061781,UJ,,$1.29,,,,Be the first!,,Indonesia,
The Meister's Fruits Tea 500ml,https://www.yamibuy.com/en/p/the-meister-s-fruits-tea-500ml/1020055121,KIRIN,8,$2.59,,,,8,,Japan,4.9
Sparkling Water Watermelon 340g,https://www.yamibuy.com/en/p/sparkling-water-watermelon-340g/1020058511,LACROIX,2,$0.89,,,,2,,United States,4.5
Lychee Soda 225ml,https://www.yamibuy.com/en/p/lychee-soda-225ml/1020062121,Bishancunjingniang,,$4.49,,,,Be the first!,,China,
POKKA PAPPORO Oolang Tea NO SUGAR 300ml,https://www.yamibuy.com/en/p/pokka-papporo-oolang-tea-no-sugar-300ml/1020007051,POKKA SAPPORO,13,$1.99,,,,13,,300ml,4.5
"No.18 Black Tea, 490ml",https://www.yamibuy.com/en/p/sunmoon-18-black-tea-sweet-490ml/1020046271,SUNMOON,2,$2.89,,,,2,,Taiwan,5
Golden Barley Tea Drink 500ml,https://www.yamibuy.com/en/p/golden-barley-drink-500ml/1020038981,LOTTE Korea,34,$1.99,6 Options,,,34,Golden Barley Tea,Korea,4.9
Soft Drink Mango Flavor 124g,https://www.yamibuy.com/en/p/yogo-vera-soft-drink-mango-5-124g/1020053531,Yogo Vera,6,$2.49,2 Options,,,6,,Korea,5
Organic Unsweetened Green Tea 500ml,https://www.yamibuy.com/en/p/ito-en-organic-unsweetened-green-tea-500ml/1020026981,ITO EN,2,,8 Options,$2.59,$2.79,2,Taiwan,Japan,5
Soda Orange Flavor 330ml,https://www.yamibuy.com/en/p/old-soda-orange-flavor-330ml/1020054111,Hong Bao Lai,10,$1.09,2 Options,,,10,,China,4.8
Dong Ding Oolong Tea Sugar Free 340ml,https://www.yamibuy.com/en/p/tait-dong-ding-oolong-tea-sugar-free-340ml/1020024611,TAIT,2,$1.09,2 Options,,,2,Taiwan,Taiwan,4.5
Orange Flavor Soda 358ml,https://www.yamibuy.com/en/p/orange-flavor-soda-358ml/1020060651,HUAYANG,,,3 Options,$2.48,$2.99,Be the first!,,China,
Khanh Hoa Bird's Nest Drink Can 190ml,https://www.yamibuy.com/en/p/khanh-hoa-bird-s-nest-drink-can-190ml/1020061611,SANEST,11,$1.59,,,,11,,Vietnam,4.5
Sparkling Water Passion Fruit 340g,https://www.yamibuy.com/en/p/sparkling-water-passion-fruit-340g/1020058531,LACROIX,4,$0.89,,,,4,,United States,3.8
Beverage Green Tea Genmal 2L,https://www.yamibuy.com/en/p/beverage-green-tea-genmal-2l/1020059171,ITO EN,7,$4.99,,,,7,,Japan,5
Melon  Flavored Drink With Nata De COCO 320ml,https://www.yamibuy.com/en/p/mogu-mogu-melon-flavored-drink-with-nata-de-coco-320ml/1020012141,MOGU MOGU,7,$1.69,14 Options,,,7,Thailand,Thailand,3.9
BOSS Unsweetened Black Canned Coffee 185ml,https://www.yamibuy.com/en/p/suntory-boss-unsweetened-black-canned-coffee-185ml/1020006591,SUNTORY,8,$2.49,,,,8,Japan,Japan,5
Soda White Rabbit Flavor 280ml,https://www.yamibuy.com/en/p/soda-lemon-soda-flavor-280ml/1020054371,Bing De Bao,,$1.99,6 Options,,,Be the first!,Lemon Sea Salt Flavor,China,
BOSS Coffee - Rainbow Mountain Blend 6oz,https://www.yamibuy.com/en/p/boss-coffee-rainbow-mountain-blend-6oz/1020056951,SUNTORY,3,$2.89,,,,3,,Japan,5
Coconut Flavored Drink With Nata De COCO 320ml,https://www.yamibuy.com/en/p/mogu-mogu-coconut-flavored-drink-with-nata-de-coco-320ml/1020006251,MOGU MOGU,11,$1.69,14 Options,,,11,Thailand,Thailand,3.7
"Calamansi Sparkling Water, 355ml",https://www.yamibuy.com/en/p/calamansi-sparkling-water-355ml/1020051111,Sanzo,29,$2.29,4 Options,,,29,Calamansi Flavor,United States,4.4
Herbal Tea 310ml,https://www.yamibuy.com/en/p/herbal-tea-310ml/1020053831,HEQIZHENG,4,$1.29,,,,4,,China,5
High Dietary Fiber Sparkling Tea Grape and Melon Flavor 330ml,https://www.yamibuy.com/en/p/high-dietary-fiber-sparkling-tea-grape-and-melon-flavor-330ml/1020056511,LETIKONG,8,,3 Options,$1.99,$2.49,Be the first!,Grape and Melon Flavor,China,4.9
Sparkling Water Peach Pear Sparkling 355ml,https://www.yamibuy.com/en/p/sparkling-water-peach-pear-sparkling-340g/1020059331,LACROIX,1,$0.89,,,,1,,United States,5
Mineral Water 555ml,https://www.yamibuy.com/en/p/irohasu-555ml/1020062751,COCA COLA,1,,3 Options,$2.29,$2.49,1,,United States,5
Daruma Cider10.14oz,https://www.yamibuy.com/en/p/daruma-cider10-14oz/1020057021,KIMURA,3,$2.19,,,,3,,Japan,4.7
Sparkling Ringo Water 250ml,https://www.yamibuy.com/en/p/kimino-sparkling-ringo-water/1020044091,KIMINO,12,$2.99,4 Options,,,12,Ringo,Japan,3.8
White Cream Soda 11.83oz,https://www.yamibuy.com/en/p/white-cream-soda-11-83oz/1020057121,FELICE,2,,,$1.29,$1.39,2,,Japan,4
Herbal Tea 310ml,https://www.yamibuy.com/en/p/jdb-herbal-tea-310ml/1020004761,JDB,67,,2 Options,$1.09,$1.19,67,China,China,4.8
Straight Black Tea Low Sugar,https://www.yamibuy.com/en/p/ucc-kocha-no-jikan-straight-teito/1020042061,UCC,2,$3.99,,,,2,,Japan,5
Black Tea With Raspberry  At least 95% Organic 355ml,https://www.yamibuy.com/en/p/black-tea-with-raspberry-at-least-95-organic-340g/1020061031,ZEVIA,1,$2.29,,,,1,,United States,5
Sparkling Water Razz-Cranberry 355ml,https://www.yamibuy.com/en/p/sparkling-water-razz-cranberry-340g/1020058541,LACROIX,3,$0.89,,,,3,,United States,4
High Dietary Fiber Water Peach Flavor 410ml,https://www.yamibuy.com/en/p/high-dietary-fiber-water-peach-flavor-410ml/1020056521,LETIKONG,4,,2 Options,$1.49,$2.49,4,Peach Flavor,China,4.8
Roasted Green Tea Unsweetened 500ml,https://www.yamibuy.com/en/p/ito-en-roasted-green-tea-unsweetened-500ml/1020005861,ITO EN,21,$1.99,8 Options,,,21,Taiwan,Japan,4.9
Vietnamese Herbal Tea 330ml,https://www.yamibuy.com/en/p/dr-thanh-herbal-tea-pet-330ml/1020058611,DR THANH,3,$1.29,,,,3,,Vietnam,5
Lychee Flavor Soda 358ml,https://www.yamibuy.com/en/p/lychee-flavor-soda-358ml/1020060631,HUAYANG,1,$2.99,3 Options,,,1,,China,5
Peach Sparkling Drink 230ml,https://www.yamibuy.com/en/p/peach-sparkling-drink-230ml/1020058731,Zha Sir,3,$2.49,4 Options,,,3,,China,4
Demitasse Coffee 4.9oz,https://www.yamibuy.com/en/p/demitasse-coffee-5-29oz/1020057141,DYDO,1,$1.89,,,,1,,Japan,5
Juzuo Sparkling Drink 230ml,https://www.yamibuy.com/en/p/juzuo-sparkling-drink-230ml/1020058711,Zha Sir,4,$2.49,4 Options,,,4,,China,5
Uji Matcha Green Tea Drink 500ml,https://www.yamibuy.com/en/p/ito-en-uji-matcha-green-tea-drink-500ml/1020012091,ITO EN,4,$2.29,,,,4,Japan,Japan,4.5
Apple Snap Pop  At least 95% Organic 355ml,https://www.yamibuy.com/en/p/apple-snap-pop-at-least-95-organic-340g/1020059721,HEALTH-ADE,,$3.19,,,,Be the first!,,United States,
Tea O-I Ocha Houjicha 2L,https://www.yamibuy.com/en/p/tea-o-i-ocha-houjicha-2l/1020059181,ITO EN,5,$4.89,,,,5,,Japan,5
Prebiotic Soda Classic Cola 340g,https://www.yamibuy.com/en/p/prebiotic-soda-classic-cola-340g/1020059731,POPPI,,$2.89,,,,Be the first!,,United States,
Sparkling Water Red Wine Flavor 310ml,https://www.yamibuy.com/en/p/sparkling-water-red-wine-flavor-310ml/1020054541,ARCTIC OCEAN,19,$1.69,,,,19,,China,4.8
Soft Drink CC Lemon 500ml,https://www.yamibuy.com/en/p/suntory-soft-drink-cc-lemon-s-500ml/1020038451,SUNTORY,2,$3.29,,,,2,,Japan,4.5
Cassia Tora Tea 500ml,https://www.yamibuy.com/en/p/woongjin-cassia-tora-tea-500ml/1020015351,WOONGJIN,26,$1.79,3 Options,,,26,Korea,Korea,4.5
Honey Green Tea 310ml,https://www.yamibuy.com/en/p/tao-ti-honey-green-tea-310ml/1020013021,TAO TI,10,$0.99,,,,10,Taiwan,Taiwan,4.6
Collagen-Infused Water Pomegranate 500ml,https://www.yamibuy.com/en/p/collagen-infused-water-pomegranate-500ml/1020058501,FLOW WATER,2,$3.49,,,,2,,United States,4
Collagen-Infused Water Grapefruit 500ml,https://www.yamibuy.com/en/p/collagen-infused-water-grapefruit-500ml/1020057561,FLOW WATER,1,$3.99,,,,1,,United States,5
Green Plum Tea 500ml,https://www.yamibuy.com/en/p/dali-green-plum-tea-500ml/1020010801,DALI,4,$1.99,,,,4,,China,4.8
Pear Drink 396ml,https://www.yamibuy.com/en/p/pokka-sapporo-sharishari-kakugiri-zeitaku-nashi-396ml/1020044641,POKKA SAPPORO,6,$2.89,,,,6,,Japan,4.8
XPP Meco Cherry & Strawberry Fruit Tea 400ml,https://www.yamibuy.com/en/p/xpp-meco-cherry-strawberry-fruit-tea-400ml/1020037391,XIANGPIAOPIAO,53,$2.29,5 Options,,,53,Cherry & Strawberry,China,4.8
Sakusaku Kakugiri Ringo Drink 400g,https://www.yamibuy.com/en/p/pokka-sapporo-sakusaku-kakugiri-ringo-400g/1020044611,POKKA SAPPORO,4,$2.99,,,,4,,Japan,4.5
Japanese Matcha Unsweetened Green Tea 470ml USDA Organic,https://www.yamibuy.com/en/p/ito-en-japanese-matcha-unsweetened-green-tea-470ml-usda-organic/1020022581,ITO EN,3,,2 Options,$2.59,$2.79,3,Thailand,Japan,4.7
MATCHA LOVE Sweetened Green Tea 155ml,https://www.yamibuy.com/en/p/matcha-love-sweetened-green-tea-155ml/1020005271,ITO EN,37,$1.69,4 Options,,,37,Japan,Japan,3.9
Jyurokucha Mugicha 660ml,https://www.yamibuy.com/en/p/jyurokucha-mugicha-660ml/1020054731,ASAHI,1,$3.29,,,,1,,Japan,5
Honey Pomelo Soda 225ml,https://www.yamibuy.com/en/p/honey-pomelo-soda-225ml/1020062071,Bishancunjingniang,1,$4.49,,,,1,,China,5
Soft Drink Melon Flavor 124g,https://www.yamibuy.com/en/p/soft-drink-melon-5-124g/1020053541,Yogo Vera,3,$2.49,2 Options,,,3,,Korea,5
Black Tea With Lemon 355ml,https://www.yamibuy.com/en/p/black-tea-with-lemon-355ml/1020061041,ZEVIA,1,$2.29,,,,1,,United States,5
Grape Soda 355ml,https://www.yamibuy.com/en/p/grape-soda-340g/1020058561,WATERLOO,4,$0.99,6 Options,,,4,Grape Flavor,United States,4.2
CICI Fruit Flavored Drink Pear 258ml,https://www.yamibuy.com/en/p/cici-fruit-flavored-drink-pear-258ml/1020005051,STRONGFOOD,27,$1.09,4 Options,,,27,China,China,4.6
Green Tea No Sugar No Artificial Coloring 330ml,https://www.yamibuy.com/en/p/ucc-green-tea-no-sugar-no-artificial-coloring-330ml/1020011311,UCC,7,$1.49,,,,7,Japan,Japan,4.6
Juices Pure Cranberry At least 95% Organic 946ml,https://www.yamibuy.com/en/p/juices-pure-cranberry-at-least-95-organic-907g/1020058551,LAKEWOOD,1,,,$13.49,$13.99,1,,United States,5
Soda Peach Flavor 280ml,https://www.yamibuy.com/en/p/soda-peach-flavor-280ml/1020054341,Bing De Bao,,$1.99,6 Options,,,Be the first!,Peach Flavor,China,
Yellow Peach Soda 225ml,https://www.yamibuy.com/en/p/yellow-peach-soda-225ml/1020062091,Bishancunjingniang,2,$4.49,,,,2,,China,5
POKKA Furano Lavender Tea 500ml,https://www.yamibuy.com/en/p/pokka-furano-lavender-tea-500ml/1020013351,POKKA SAPPORO,7,$2.49,,,,7,Japan,Japan,4.1
POKKA Tea Hojicha 300ml,https://www.yamibuy.com/en/p/tea-hojicha-300ml/1020044131,POKKA SAPPORO,6,$1.79,,,,6,,Japan,4.5
Black Tea with Lemon Low Sugar,https://www.yamibuy.com/en/p/ucc-kocha-no-jikan-tea-w-lemon/1020042071,UCC,11,$3.49,,,,11,,Japan,4.6
Hong San Won Plus 3 boxes per case,https://www.yamibuy.com/en/p/hong-san-won-plus-3-boxes-per-case/1020059011,CHEONG KWAN JANG,1,$48.99,,,,1,,Korea,5
Sparkling Water Blueberry Sparkling Water 340g,https://www.yamibuy.com/en/p/sparkling-water-blueberry-sparkling-water-340g/1020059301,WATERLOO,2,$0.99,6 Options,,,2,,United States,5
Fruit Collagen Drink 300ml,https://www.yamibuy.com/en/p/youth-lock-fruit-collagen-drink-300g/1020056121,Youth Lock,3,$2.99,4 Options,,,3,,China,4.3
Prebiotic Soda Watermelon 340g,https://www.yamibuy.com/en/p/prebiotic-soda-watermelon-340g/1020057591,POPPI,2,$2.89,,,,2,,United States,4.5
Prebiotic Soda Orange 340g,https://www.yamibuy.com/en/p/prebiotic-soda-orange-340g/1020057611,POPPI,1,$3.29,,,,1,,United States,4
Malz Beverage 330ml (Limited to 5 cans),https://www.yamibuy.com/en/p/malz-beverage-330ml/3020063751,TTL TTL,,,,$3.79,$3.99,Be the first!,Taiwan,Taiwan,
Brown Sugar & Ginger 200g,https://www.yamibuy.com/en/p/top-dry-brown-sugar-ginger-200g/3020016031,Top Dry,3,,,$9.49,$9.99,3,Taiwan,Taiwan,4.7
JAPAN TAISHO Energy Drink 100ml,https://www.yamibuy.com/en/p/japan-taisho-energy-drink-100ml/3020046591,TAISHO PHARMACEUTICAL CO,1,,,$6.80,$9.90,1,Japan,Japan,5
JAPAN Turmeric Hangover Drink 100ml,https://www.yamibuy.com/en/p/japan-house-turmeric-hangover-drink-100ml/3020042221,HOUSE,1,,,$5.15,$9.50,1,Japan,Japan,5
Asparagus Drink 235ml (Limited to 5 cans),https://www.yamibuy.com/en/p/asparagus-drink-235ml/3020062111,VE WONG,,,,$2.84,$2.99,Be the first!,Taiwan,Taiwan,
