Title,Title_link,brand-title,comment-star__count,Price,brand-variants,DetailPrice,OriginalPrice,Field1,Field2,Field3,Field4
Green Dakara Lemon Nyusankin 430ml,https://www.yamibuy.com/en/p/green-dakara-lemon-nyusankin-430ml/1020055431,SUNTORY,2,$2.59,,,,Be the first!,,Japan,4.5
Volcanic Rock Mineral Water 500ml,https://www.yamibuy.com/en/p/volcanic-rock-mineral-water-500ml/1020049921,JZSDS,1,$0.89,,,,1,,China,5
Grape Flavored Drink with Nata de COCO 320ml,https://www.yamibuy.com/en/p/mogu-mogu-grape-flavored-drink-with-nata-de-coco-320ml/1020017871,MOGU MOGU,1,$1.19,14 Options,,,1,Thailand,Thailand,5
Original Yogurt 310ml,https://www.yamibuy.com/en/p/original-yogurt-310ml/1020056791,DYDO,5,$2.89,,,,Be the first!,,Japan,4.2
Marouma Milk Tea 500ml,https://www.yamibuy.com/en/p/marouma-milk-tea-500ml/1020055241,SANGARIA,3,$2.09,,,,3,,Japan,4
100% USDA Nature Pu-erh Tea 500ml,https://www.yamibuy.com/en/p/kaito-100-usda-nature-pu-erh-tea-500ml/1020005751,KAITO,3,$2.99,,,,3,,Japan,4.3
Otona No Calolimit Hatomugi Blend 500ml,https://www.yamibuy.com/en/p/otona-no-calolimit-hatomugi-blend-500ml/1020054981,DYDO,3,$2.69,,,,3,,Japan,5
Demi Soda Peach Flavor 250ml,https://www.yamibuy.com/en/p/dong-a-demi-soda-peach-250ml/1020040631,DONG-A,36,,,$1.09,$1.29,36,,Korea,4.8
Gogo No Kocha Milk Tea 280ml,https://www.yamibuy.com/en/p/gogo-no-kocha-milk-tea-280ml/1020055101,KIRIN,,$2.29,,,,Be the first!,,Japan,
Craft Boss Ice Vanilla Latte 500ml,https://www.yamibuy.com/en/p/craft-boss-ice-vanilla-latte-500ml/1020057861,SUNTORY,1,$2.99,,,,1,,Japan,5
Soft Drink Zeitaku Yogurina 540ml,https://www.yamibuy.com/en/p/suntory-soft-drink-zeitaku-yogurina-540ml/1020021181,SUNTORY,5,$2.09,,,,5,Japan,Japan,4.2
TEA TIME Barley Milk Tea 500ml,https://www.yamibuy.com/en/p/tea-time-barley-milk-tea-500ml/1020011811,KUANG QUAN,2,$2.29,,,,2,Taiwan,Taiwan,4
Utopia Performance Energy Drink Apple Peach Flavor 500ml,https://www.yamibuy.com/en/p/zone-utopia-ver-1-0-0-500ml-fou/1020050381,ZONE,3,$3.99,,,,3,,Japan,4.3
Nippon Yell Miyazaki Hyuganatsu 500ml,https://www.yamibuy.com/en/p/nippon-yell-miyazaki-hyuganatsu-500ml/1020057731,ITO EN,1,,,$2.29,$2.39,1,,Japan,5
Soda Drink Grape Flavor,https://www.yamibuy.com/en/p/soda-drink-grape-flavor/1020056761,SANGARIA,1,,,$2.09,$2.29,1,,Japan,5
Yogurt Drink Mango flavor 350ml,https://www.yamibuy.com/en/p/naipis-yogurt-drink-mango-flavor-350ml/1020017731,NAIPIS,3,$1.09,3 Options,,,3,Taiwan,Taiwan,4
Roasted Tea 195g,https://www.yamibuy.com/en/p/soft-scented-roasted-green-tea-195g/1020052591,POKKA SAPPORO,3,$2.09,,,,3,,Japan,5
Orange and Honey Soda 330ml,https://www.yamibuy.com/en/p/kenlib-orange-and-honey-soda-330ml/1020008231,KENLIB,58,$1.49,,,,58,China,China,4.7
Prebiotic Soda Strawberry Lemon 340g,https://www.yamibuy.com/en/p/prebiotic-soda-strawberry-lemon-340g/1020057601,POPPI,1,$3.09,,,,1,,United States,5
【Value Set】 Meco Fruit Tea Pack of 6 Peach Red Pomelo Tea*2 Thai Lime Tea*2 Tangerine Lemon Tea*2,https://www.yamibuy.com/en/p/value-set-xiangpiaopiao-meco-fruit-tea-pack-of-6-peach-red-pomelo-tea-2-thai-lime-tea-2-tangerine-lemon-tea-2/1020031951,XIANGPIAOPIAO,42,,5 Options,$9.99,$11.94,42,China,China,4.6
Soft Drink-Barley Tea (Gteen Dakara) 650ml,https://www.yamibuy.com/en/p/suntory-soft-drink-barley-tea-gteen-dakara-650ml/1020034021,SUNTORY,35,$2.49,,,,35,,Japan,5
Tangerine Flavored Soda 248ml*6 pcs,https://www.yamibuy.com/en/p/tangerine-flavored-soda-248ml-6-pcs/1020047471,ARCTIC OCEAN,27,,,$11.49,$14.94,27,China,China,5
MILKIS Milk Soda 500ml,https://www.yamibuy.com/en/p/lotte-milkis-milk-soda-500ml/1020006621,LOTTE Korea,47,$1.89,,,,47,Korea,Korea,4.8
Lemon Black Tea 500 ml,https://www.yamibuy.com/en/p/nongfuspring-lemon-black-tea-500-ml/1020007341,NONGFUSPRING,50,$1.99,5 Options,,,50,China,China,4.7
"Elderflower Presse, Lemonade At least 95% Organic 250ml",https://www.yamibuy.com/en/p/elderflower-presse-lemonade-at-least-95-organic-240g/1020059271,BELVOIR FRUIT FARMS,2,$3.89,,,,2,,United States,5
Mineral Water Orange Flavor 555ml,https://www.yamibuy.com/en/p/irohasu-mikan-555ml/1020062761,COCA COLA,2,$2.29,3 Options,,,2,,United States,5
Honey Citron Drink 770g,https://www.yamibuy.com/en/p/damtuh-honey-citron-drink-770g/1020025991,DAMTUH,51,$7.99,5 Options,,,51,Korea,Korea,4.8
Pine Cider 10.14oz,https://www.yamibuy.com/en/p/pine-cider-10-14oz/1020057001,TOMOMASU,1,$2.19,,,,1,,Japan,5
Sakura Flavor Cola 240ml Limited Edition,https://www.yamibuy.com/en/p/kimura-sakura-flavor-cola-240ml-limited-edition/1020048401,KIMURA元祖,29,$2.99,,,,29,,Japan,4.7
Peach Drink 240ml,https://www.yamibuy.com/en/p/nonghyup-peach-drink-240ml/1020004981,NONGHYUP,59,$0.99,3 Options,,,59,Korea,Korea,4.3
Light Drink Peach 500ml,https://www.yamibuy.com/en/p/yili-group-light-drink-peach-500ml/1020037021,Yili Group,59,$2.09,3 Options,,,59,Peach,China,4.6
Sparkling Water Lemon Flavor 500ml,https://www.yamibuy.com/en/p/sparkling-water-lemon-flavor-500ml/1020046601,NAYUKI,49,$2.49,2 Options,,,49,Lemon Flavor,China,4.4
Xiao Ming Orange Green Tea Drink 480ml,https://www.yamibuy.com/en/p/unif-xiao-ming-orange-green-tea-drink-480ml/1020012011,Unif,38,,5 Options,$1.59,$1.69,38,China,Taiwan,4.5
Gogo No Kocha Milk Tea 1.5l,https://www.yamibuy.com/en/p/gogo-no-kocha-milk-tea-1-5l/1020055061,KIRIN,4,$5.89,,,,4,,Japan,5
Ramune Soda Original 200ml,https://www.yamibuy.com/en/p/shirakiku-ramune-soda-original-200ml/1020010771,SHIRAKIKU,27,$1.79,9 Options,,,27,Japan,Japan,4.9
VITA Chrysanthemum Tea 250ml*6pcs,https://www.yamibuy.com/en/p/vita-chrysanthemum-tea-250ml-6pcs/1020060481,VITASOY,2,,,$4.49,$4.79,Be the first!,,Hong Kong,5
Black Milk Tea 320ml,https://www.yamibuy.com/en/p/nongfuspring-black-milk-tea-320ml/1020006431,NONGFUSPRING,29,$2.69,2 Options,,,29,China,China,4.8
HUT GAE CHA Oriental Raisin Tea 500ml,https://www.yamibuy.com/en/p/kwangdong-hut-gae-cha-oriental-raisin-tea-500ml/1020024301,kwangdong,19,,,$1.79,$1.99,19,Korea,Korea,4.6
HOT 6 Energy Drink 250ml,https://www.yamibuy.com/en/p/lotte-hot-6-energy-drink-250ml/1020009631,LOTTE Korea,21,,,$0.79,$0.99,21,Korea,Korea,4.6
Salted Soda Water 369ml,https://www.yamibuy.com/en/p/salted-soda-water-369ml/1020047221,GUANGZHENGHE,12,$1.29,,,,12,,China,4.8
Pineapple Flavored Drink With Nata De COCO 320ml,https://www.yamibuy.com/en/p/mogu-mogu-pineapple-flavored-drink-with-nata-de-coco-320ml/1020006031,MOGU MOGU,23,$1.19,14 Options,,,Be the first!,Thailand,Thailand,4.4
"Sparkling Water Curate, Kiwi Sandia, Slim Can 340g",https://www.yamibuy.com/en/p/sparkling-water-curate-kiwi-sandia-slim-can-340g/1020059321,LACROIX,1,$0.89,,,,1,,United States,5
Iced Green Tea 500ml,https://www.yamibuy.com/en/p/master-kong-iced-green-tea-500ml/1020042531,MASTER KONG,18,,,$1.39,$1.49,18,,China,5
Honey Citron Tea 580g,https://www.yamibuy.com/en/p/sura-honey-citron-tea-580g/1020041291,SURASANG,7,$4.59,,,,7,,Korea,4.9
Ramune Super Blueberry Flavor 200ml,https://www.yamibuy.com/en/p/fuji-soda-super-blue-ramune-200ml/1020038401,FUJIYA,5,,5 Options,$1.69,$1.79,5,,Japan,4.6
Eastern Leaves Black Tea 500ml,https://www.yamibuy.com/en/p/nongfuspring-eastern-leaves-black-tea-500ml/1020015081,NONGFUSPRING,8,$1.89,,,,8,China,China,4.6
Strawberry Milk 500ml,https://www.yamibuy.com/en/p/sangaria-maroyaka-ichigo-miruku/1020039941,SANGARIA,14,$1.99,,,,14,500ml,Japan,4.2
Hawthorn Berry Sparkling Drink 230ml,https://www.yamibuy.com/en/p/hawthorn-berry-sparkling-drink-230ml/1020058721,Zha Sir,6,$2.49,4 Options,,,6,,China,4.3
Bird's Nest Pandan Drink 180ml,https://www.yamibuy.com/en/p/bwell-bird-s-nest-pandan-drink-180ml/1020026801,BWELL,13,$4.99,4 Options,,,13,Thailand,Thailand,4.8
Pepsi Refresh Shot 200ml,https://www.yamibuy.com/en/p/suntory-pepsi-refresh-shot-200ml/1020038471,SUNTORY,4,$1.89,,,,4,,Japan,3.8
Ramune Soda Blueberry 200ml,https://www.yamibuy.com/en/p/shirakiku-ramune-soda-blueberry-200ml/1020010721,SHIRAKIKU,9,$1.79,9 Options,,,9,Japan,Japan,4.8
White Peach Yogurina Water 550ml,https://www.yamibuy.com/en/p/hakuto-yogurina-water/1020037201,SUNTORY,16,$2.49,,,,16,,Japan,4.3
Apricot Peel Tea Classic,https://www.yamibuy.com/en/p/apricot-peel-tea-classic/1020052901,ZUIXI,12,$2.99,,,,12,,China,4.7
Gogo No Kocha Lemon Tea 383g,https://www.yamibuy.com/en/p/kirin-gogo-no-kocha-lemon-tea-383g/1020045651,KIRIN,2,$2.69,,,,2,,Japan,5
Apricot Peel Tea Diet,https://www.yamibuy.com/en/p/apricot-peel-tea-diet/1020052911,ZUIXI,4,$2.99,,,,4,,China,5
Pineapple Soda 275ml,https://www.yamibuy.com/en/p/erchang-pineapple-soda-275ml/1020039351,ERCHANG,5,$3.99,,,,5,,China,5
Apple Flavor Soft Drink 185g,https://www.yamibuy.com/en/p/sukkirito-apple-185g/1020055191,SANGARIA,4,$1.19,3 Options,,,4,,Japan,4
BIZ TIME Black Coffee Drink No Sugar 400ml,https://www.yamibuy.com/en/p/pokka-sapporo-biz-time-black-coffee-drink-no-sugar-400ml/1020001281,POKKA SAPPORO,3,$2.49,,,,3,Japan,Japan,4
Apple Juicy,https://www.yamibuy.com/en/p/pokka-sapporo-sakusaku-kakugiri-ringo/1020042011,POKKA SAPPORO,7,$2.79,,,,7,,Japan,4.7
Kenko Mineral Mugicha Iimugi Blend 650ml,https://www.yamibuy.com/en/p/kenko-mineral-mugicha-iimugi-blend-650ml/1020057801,ITO EN,3,$2.39,,,,3,,Japan,5
Melon Ramu Bottle 16.2oz,https://www.yamibuy.com/en/p/melon-ramu-bottle-can-16-2oz/1020056971,SANGARIA,,$2.29,,,,Be the first!,,Japan,
Yellow beverage smoothie 250ml,https://www.yamibuy.com/en/p/yellow-beverage-smoothie-8-45-oz/1020051241,SHIRAKIKU,1,,3 Options,$2.29,$2.69,1,,Japan,4
"Fruit Soda Grape Flavor, 431g",https://www.yamibuy.com/en/p/asahi-calpis-soda-zeitaku-kyoho-431g/1020045611,ASAHI,5,$2.59,,,,5,,Japan,5
Japanese Green Tea Oi Ocha 525ml,https://www.yamibuy.com/en/p/itoen-oi-ocha-shincha/1020038251,ITO EN,4,$2.19,,,,4,,Japan,5
Lychee Collagen Drink 300ml,https://www.yamibuy.com/en/p/lychee-collagen-drink-300g/1020056141,Youth Lock,2,$2.49,4 Options,,,2,,China,5
ITOEN Shio Lemon Squash,https://www.yamibuy.com/en/p/itoen-fujiya-shio-lemon-squash/1020038261,FUJIYA,6,$2.29,,,,6,,Japan,4.7
Soda Mix Fruits Flavor 259ml,https://www.yamibuy.com/en/p/soda-mix-fruits-flavor-259ml-glass-bottle/1020049691,BAWANGSI,5,$1.59,,,,5,,China,4.4
Agar Grass Jelly Drink 410g,https://www.yamibuy.com/en/p/agv-agar-grass-jelly-drink-410g/1020024721,AGV,,$1.79,,,,Be the first!,Taiwan,Taiwan,
Grape Peach Sparkling water 500ml,https://www.yamibuy.com/en/p/grape-peach-sparkling-water-500ml/1020051151,TAO TI,3,$1.99,6 Options,,,3,,Taiwan,4.7
Ramune Soda Melon 200ml,https://www.yamibuy.com/en/p/ramune-soda-melon-200ml/1020049301,MIYAKO,1,$1.69,7 Options,,,1,Melon Flavor,Japan,5
100% USDA Nature Jasmine Tea 500ml,https://www.yamibuy.com/en/p/kaito-100-usda-nature-jasmine-tea-500ml/1020005741,KAITO,4,$2.99,,,,4,,Japan,5
High Dietary Fiber Sparkling Tea Watermelon Jasmine Tea Flavor 550ml,https://www.yamibuy.com/en/p/high-dietary-fiber-sparkling-tea-watermelon-jasmine-tea-flavor-550ml/1020056541,LETIKONG,2,$2.49,2 Options,,,2,Watermelon Jasmine Tea Flavor,China,4
Thai Tea 700ml,https://www.yamibuy.com/en/p/thai-tea-drink-large-bottle-700ml/1020047001,PANTAI,1,$2.99,,,,1,,Thailand,5
Calpis Light Blue 500ml,https://www.yamibuy.com/en/p/calpis-light-blue-500ml/1020054891,ASAHI,2,,,$2.29,$2.49,2,,Japan,5
Aloe Vera Drink 500ml,https://www.yamibuy.com/en/p/life-aloe-vera-drink-500ml/1020041301,LIFE,,$1.69,,,,Be the first!,,Japan,
Calpis Soda Shifuku No Jikan Aoringo 500ml,https://www.yamibuy.com/en/p/calpis-soda-shifuku-no-jikan-aoringo-500ml/1020056821,ASAHI,3,$2.39,,,,3,,Japan,3.7
Wilkinson Tansan Peach Soda Drink 470ml,https://www.yamibuy.com/en/p/asahi-wilkinson-tansan-peach/1020041921,ASAHI,4,$2.29,,,,4,,Japan,3.5
Mets Plus Lemon Squash 480ml,https://www.yamibuy.com/en/p/mets-plus-lemon-squash-480ml/1020055131,KIRIN,,$2.59,,,,Be the first!,,Japan,
Sea Crystal Lemon Drink 500ml,https://www.yamibuy.com/en/p/master-kong-sea-crystal-lemon-drink-500ml/1020008631,MASTER KONG,5,$1.49,,,,5,China,China,4
Original Ramu Bottle 16.2oz,https://www.yamibuy.com/en/p/original-ramu-bottle-16-2oz/1020056981,SANGARIA,,,,$2.09,$2.29,Be the first!,,Japan,
Zone Mad Hacker Sports Drink 500ml,https://www.yamibuy.com/en/p/zone-mad-hacker-500ml/1020055351,SUNTORY,1,$3.89,,,,1,,Japan,5
Soda Water 325ml,https://www.yamibuy.com/en/p/singha-soda-water-325ml/1020025221,SINGHA,,$1.09,,,,Be the first!,Thailand,Thailand,
TEA TIME Darjeeling Milk Tea 500ml,https://www.yamibuy.com/en/p/tea-time-darjeeling-milk-tea-500ml/1020011801,KUANG QUAN,3,$2.29,,,,3,Taiwan,Taiwan,3.7
Grass Jelly Drink Pandan Leaf Flavor 320g,https://www.yamibuy.com/en/p/chinchin-grass-jelly-drink-pandan-leaf-flavor-320g/1020007861,CHINCHIN,2,$0.99,5 Options,,,2,Taiwan,Taiwan,3
"MATCHA LOVE Energy Focus Green Tea Blend with Real Matcha, 8.28oz",https://www.yamibuy.com/en/p/matcha-love-energy-focus-green-tea-blend-with-real-matcha-8-28oz/1020055961,ITO EN,3,$2.89,,,,3,,Japan,4.7
Gogo No Kocha Straight Tea 383g,https://www.yamibuy.com/en/p/kirin-gogo-no-kocha-straight-tea-383g/1020045641,KIRIN,2,$2.69,,,,2,,Japan,5
Irohasu Ohgon Pineapple Drink 555ml,https://www.yamibuy.com/en/p/irohasu-ohgon-pine-555ml/1020056851,COCA COLA,2,$2.49,,,,2,,United States,3
Life+ Grilled Coconut Water 350ml,https://www.yamibuy.com/en/p/foco-life-grilled-coconut-water-350ml/1020039271,FOCO,3,$2.49,,,,3,,Thailand,4.3
Shio Lemon Squash Drink 500ml,https://www.yamibuy.com/en/p/shio-lemon-squash-500ml/1020056891,FUJIYA,1,$2.49,,,,1,,Japan,4
Orange Flavor Soft Drink 185g,https://www.yamibuy.com/en/p/sukkirito-orange-185g/1020055181,SANGARIA,,$1.19,3 Options,,,Be the first!,,Japan,
Soda Orange Flavor 259ml,https://www.yamibuy.com/en/p/soda-orange-flavor-259ml-glass-bottle/1020049671,BAWANGSI,3,$1.59,,,,3,,China,4.7
Green Plum Flavor Soda 335ml,https://www.yamibuy.com/en/p/kelly-one-angry-bobo-green-plum-flavor-335ml/1020055661,WAHAHA,29,$1.99,,,,29,,China,4.8
CALPIS Drink 300g,https://www.yamibuy.com/en/p/kasi61ya/1020054681,ASAHI,,$2.09,,,,Be the first!,,Japan,
Aloe Vera Drink Original 500ml,https://www.yamibuy.com/en/p/bywell-aloe-vera-drink-original-500ml/1020038871,BYWELL,2,$1.09,,,,2,,Korea,5
ICE BREWED GREEN TEA 340ml,https://www.yamibuy.com/en/p/rico-ice-brewed-green-tea-340ml/1020014541,RICO,3,$0.99,,,,3,Taiwan,Taiwan,5
Oolong Cha 600ml,https://www.yamibuy.com/en/p/oolong-cha-600ml/1020057781,ITO EN,2,,,$2.39,$2.49,Be the first!,,Japan,3.5
Calpis Kanjyuku Pine 470ml,https://www.yamibuy.com/en/p/calpis-kanjyuku-pine-470ml/1020057621,ASAHI,,$5.99,,,,Be the first!,,Japan,
Ramune Soda Original Flavor 200ml,https://www.yamibuy.com/en/p/ramune-soda-original-200ml/1020049321,MIYAKO,,$1.69,7 Options,,,Be the first!,Original Flavor,Japan,
Wilkinson Tansan Lemon 500ml,https://www.yamibuy.com/en/p/wilkinson-tansan-lemon-500ml/1020057681,ASAHI,2,$2.19,,,,2,,Japan,5
Ramune Soda Blue Hawaii Flavor 200ml,https://www.yamibuy.com/en/p/ramune-soda-blue-hawaii-200ml/1020049311,MIYAKO,7,$1.69,7 Options,,,7,Hawaii Flavor,Japan,4.6
Honey Quince Tea 770g,https://www.yamibuy.com/en/p/damtuh-honey-quince-tea-770g/1020027991,DAMTUH,5,$7.99,5 Options,,,5,Korea,Korea,3.4
Honey Ginger Tea 770g,https://www.yamibuy.com/en/p/damtuh-honey-ginger-tea-770g/1020027981,DAMTUH,12,,5 Options,$7.99,$8.49,12,Korea,Korea,4.8
WEI CHUAN Kiwifruit Drink With Pulp 500ml,https://www.yamibuy.com/en/p/wei-chuan-kiwifruit-drink-with-pulp-500ml/1020013381,WEIQUAN,3,$1.69,,,,3,Bottle,United States,4.3
Mitsuya Crystal C 500ml,https://www.yamibuy.com/en/p/mitsuya-crystal-c-500ml/1020057661,ASAHI,,,,$2.49,$3.69,Be the first!,,Japan,
Gran Tea Lemon Tea 185g,https://www.yamibuy.com/en/p/gran-tea-lemon-tea-185g/1020055281,SANGARIA,2,,,$1.39,$1.59,2,,Japan,5
Ramune Soda Peach Flavor 200ml,https://www.yamibuy.com/en/p/ramune-soda-peach-200ml/1020049361,FUJIYA,3,$1.69,7 Options,,,3,Peach Flavor,Japan,4.3
【Value Set】Yowanai Soda Ume Flavor 350ml * 12 Pack of 12,https://www.yamibuy.com/en/p/choya-yowanai-soda-ume-flavor-350ml-12-pack-of-12/1020031361,CHOYA,4,,3 Options,$25.99,$27.48,4,Japan,Japan,5
Aloe Vera King Natural Orange Taste Aloe Drink 500ml World Sales NO.1 Brand,https://www.yamibuy.com/en/p/okf-aloe-vera-king-natural-orange-taste-aloe-drink-500ml-world-sales-no-1-brand/1020005301,OKF,2,$1.39,,,,,,,
Coconut Water 490ml,https://www.yamibuy.com/en/p/coconut-water-490ml/1020049931,Family Food,3,$1.29,,,,3,,China,4.7
Soda Tangerine Flavor 280ml,https://www.yamibuy.com/en/p/soda-orange-flavor-280ml/1020054321,Bing De Bao,1,$1.99,6 Options,,,1,Tangerine Flavor,China,5
Sparkling WaterOriginal Flavor 500g,https://www.yamibuy.com/en/p/soda-original-flavor-500g/1020051311,HATASODA,,$2.49,,,,Be the first!,,Japan,
SOPHORA JAPONICA FLAVOR GRAPE DRINK,https://www.yamibuy.com/en/p/minute-maid-sophora-japonica-flavor-grape-drink/1020016351,MINUTE MAID,2,$1.69,4 Options,,,2,China,United States,5
Sugar  Cane Drink 300ml,https://www.yamibuy.com/en/p/yeo-s-sugar-cane-drink-300ml/1020007191,YEO'S,6,,15 Options,$1.00,$1.29,6,Can Package,Singapore,4.3
Calpis Drink 350ml,https://www.yamibuy.com/en/p/calpis-water-350ml/1020054691,ASAHI,,$1.99,,,,Be the first!,,Japan,
Grapefruit Green Tea 500ml,https://www.yamibuy.com/en/p/master-kong-grapefruit-green-tea-500ml/1020008221,MASTER KONG,14,$1.49,,,,14,China,China,4.5
GoGo No Koucha Oishii Mutou 500ml,https://www.yamibuy.com/en/p/kirin-gogo-no-koucha-oishii-mutou-500ml/1020005401,KIRIN,3,,5 Options,$2.49,$2.79,3,Japan,Japan,4.7
Sparkling Shibori Grapefruit Sparkling Water 500ml,https://www.yamibuy.com/en/p/sparkling-shibori-grapefruit-500ml/1020055421,SUNTORY,2,$2.49,,,,2,,Japan,4.5
Jurokucha Tea 630ml,https://www.yamibuy.com/en/p/jyurokucha-plus-mittsu-no-hatara-630ml/1020054661,ASAHI,1,$3.29,,,,1,,Japan,5
Honey Lemon Ginger Sparkling Water 500ml,https://www.yamibuy.com/en/p/honey-lemon-ginger-sparkling-juice-500ml/1020051141,TAO TI,,$1.99,6 Options,,,Be the first!,,Taiwan,
Korean Raisin Hovenia Tea Drink 500ml,https://www.yamibuy.com/en/p/golden-barley-drink-500ml/1020038991,LOTTE Korea,10,$1.79,6 Options,,,10,Korean Raisin Tea,Korea,5
Pear Drink 310ml,https://www.yamibuy.com/en/p/master-kong-pear-drink-310ml/1020009931,MASTER KONG,11,$1.09,,,,11,China,China,4.3
Black Tea Flower Craft(Orange tea)  410ml,https://www.yamibuy.com/en/p/coca-cola-black-tea-flower-craft-orange-tea-410ml/1020041591,COCA COLA,10,,,$2.09,$2.49,10,,United States,4.9
Soda Lemon Soda Flavor 280ml,https://www.yamibuy.com/en/p/soda-white-rabbit-flavor-280ml/1020054361,Bing De Bao,1,$1.29,6 Options,,,1,Milk Flavor,China,4
Black Tea Non-sugar 450ml,https://www.yamibuy.com/en/p/kraft-boss-tea-non-sugar-450ml-pet/1020050421,SUNTORY,1,$2.69,,,,1,,Japan,5
Soft Drink Salty Honey Lemon 490ml,https://www.yamibuy.com/en/p/suntory-soft-drink-salty-honey-lemon-490ml/1020019591,SUNTORY,1,$2.59,,,,1,,Japan,3
C&C Yogurt Flavored (Sparkling Drink)  500ml,https://www.yamibuy.com/en/p/hey-song-c-c-yogurt-flavored-sparkling-drink-500ml/1020036121,HEY-SONG,10,$1.79,2 Options,,,10,,Taiwan,4.4
Coca-Cola Energy Tea 350ml,https://www.yamibuy.com/en/p/coca-cola-body-gentle-tea-w-350ml/1020050881,COCA COLA,,$2.89,,,,Be the first!,,United States,
Mitsuya Cider Classic Carbonated Drink,https://www.yamibuy.com/en/p/asahi-mitsuya-cider-classic/1020041911,ASAHI,5,,,$1.99,$2.49,5,,Japan,4.6
Hyosho Postonic Amino 500g,https://www.yamibuy.com/en/p/hyosho-postonic-amino-500g/1020055341,SANGARIA,1,$2.69,2 Options,,,1,,Japan,5
Lemon Drink 280ml,https://www.yamibuy.com/en/p/okinawa-citrus-depressa-280ml-pet/1020050761,POKKA SAPPORO,,$2.19,,,,Be the first!,,Japan,
Lemon Honey Sports Drink 560ml,https://www.yamibuy.com/en/p/kenlib-lemon-honey-sports-drink-560ml/1020043051,KENLIB,7,$1.99,,,,7,,China,4.6
Natchan Strawberry Papper Pack 250g,https://www.yamibuy.com/en/p/suntory-natchan-strawberry-papper-pack-250g/1020020361,SUNTORY,,$2.19,,,,Be the first!,Japan,Japan,
Sports Drink Honey Orange Flavor 560ml,https://www.yamibuy.com/en/p/kenlib-orange-honey-sports-drink-560ml/1020041531,KENLIB,6,$1.99,,,,Be the first!,,China,4.5
Oi Ocha Shincha 525ml,https://www.yamibuy.com/en/p/oi-ocha-shincha-525ml/1020056861,ITO EN,,$2.29,,,,Be the first!,,Japan,
Guava Nectar 250ml,https://www.yamibuy.com/en/p/mounsier-papa-guava-nectar-250ml/1020033371,MOUNSIER PAPA,,$1.49,,,,Be the first!,,United States,
LemonJuice 500ml,https://www.yamibuy.com/en/p/lemon-squash-500ml-cans/1020050531,FUJIYA,,$2.29,,,,Be the first!,,Japan,
Surpreme Meta Tea No Sugar 310ml,https://www.yamibuy.com/en/p/tao-ti-surpreme-meta-tea-no-sugar-310ml/1020013001,TAO TI,9,$1.09,2 Options,,,9,Taiwan,Taiwan,4.8
Rice Milk Drink No Sugar Added 500ml,https://www.yamibuy.com/en/p/okf-rice-milk-drink-no-sugar-added-500ml/1020041651,OKF,2,,,$1.79,$1.89,2,,Korea,5
DONG SUH Barley Tea 500ml,https://www.yamibuy.com/en/p/ds-barley-tea-500ml/1020035281,Dong Suh Foods Corporation,10,$1.39,,,,10,,Korea,4.8
Green Plum Green Tea 500ml,https://www.yamibuy.com/en/p/green-plum-green-tea-green-plum-flavor-500ml/1020053841,DALIGROUP,6,$1.39,,,,6,,China,5
Nectar Mix Fruit Drink 195ml,https://www.yamibuy.com/en/p/itoen-nectar-kodawari-mix/1020039911,ITO EN,8,$1.99,,,,8,,Japan,4.8
Marushibori CC Salty Lemon Drink,https://www.yamibuy.com/en/p/suntory-marushibori-cc-lemon-salty/1020042041,SUNTORY,6,$2.59,,,,6,,Japan,4.5
Blackcurrant Flavored Drink With Nata De COCO 320ml,https://www.yamibuy.com/en/p/dp029-7-black-currant-juice-drink-w-nata-de-coco/1020033571,MOGU MOGU,,$1.19,14 Options,,,Be the first!,Blackcurrant Flavor,Thailand,
Soda Grape Flavor 259ml,https://www.yamibuy.com/en/p/soda-grape-flavor-259ml-glass-bottle/1020049681,BAWANGSI,7,$1.59,,,,7,,China,4.7
Aloe- Peach Soft Drink 500ml,https://www.yamibuy.com/en/p/yogo-vera-aloe-peach-soft-drink-500ml/1020013081,Yogo Vera,4,$1.69,6 Options,,,4,Korea,Korea,4
Calpis Kanjyuku Mango 470ml,https://www.yamibuy.com/en/p/calpis-kanjyuku-mango-470ml/1020054901,ASAHI,4,$5.99,,,,4,,Japan,5
Lemon Green Tea 600ml,https://www.yamibuy.com/en/p/green-tea-lemon-dark-taste-600ml-pet/1020050391,SUNTORY,5,$2.69,,,,Be the first!,,Japan,5
Melon Milk Drink 190g,https://www.yamibuy.com/en/p/luxury-meron-ore-190g-cans/1020050771,POKKA SAPPORO,4,$1.99,,,,4,,Japan,4.2
100% USDA Nature Jasmine Tea 500ml,https://www.yamibuy.com/en/p/kaito-100-usda-nature-jasmine-tea-500ml/1020005741,KAITO,4,$2.99,,,,Be the first!,,Japan,5
Oolong Cha 600ml,https://www.yamibuy.com/en/p/oolong-cha-600ml/1020057781,ITO EN,2,,,$2.39,$2.49,2,,Japan,3.5
Oi Ocha Ryokucha 280ml,https://www.yamibuy.com/en/p/oi-ocha-ryokucha-280ml/1020056881,ITO EN,1,$2.29,,,,1,,Japan,5
Lemon Flavor Soft Drink 185ml,https://www.yamibuy.com/en/p/sukkirto-hachimitsu-lemon-185ml/1020055201,SANGARIA,1,$1.19,3 Options,,,1,,Japan,4
Soda Pineapple Flavor 259ml,https://www.yamibuy.com/en/p/soda-pineapple-flavor-259ml-glass-bottle/1020049661,BAWANGSI,5,$1.59,,,,5,,China,4.2
