Title,Title_link,Thumbnail,brand-title,comment-star__count,Price,price-valid,price-invalid,price-discount,Headline,Field1,Field2,Field3,Field4
Sweet Potatoes Purple Chips Ube 2.5oz,https://www.yamibuy.com/en/p/sweet-potatoes-purple-chips-ube-2-5oz/1017043551,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTHER BRANDS,,$2.69,,,,Sweet Potatoes Purple Chips Ube 2.5oz,Be the first!,,N/A,
Sweet Corn Chips South American BBQ Style 90g,https://www.yamibuy.com/en/p/oishi-sweet-corn-chips-south-american-bbq-style-90g/1017008591,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OISHI,62,$2.79,,,,Sweet Corn Chips South American BBQ Style 90g,62,China,China,4.7
Sweet Potato Crispy Crunch-Original Flavor 150g,https://www.yamibuy.com/en/p/sweet-potato-crispy-crunch-original-flavor-150g/1017039731,https://cdn.yamibuy.net/item/683a79c4e41653a272dd7b676444699e_684x684.webp,YINGBO,,$7.69,,,,Sweet Potato Crispy Crunch-Original Flavor 150g,Be the first!,,Taiwan,
Konjac Silk Knot Low Calorie 0 Fat 220g,https://www.yamibuy.com/en/p/konjac-silk-knot-low-calorie-0-fat-220g/1149014251,https://cdn.yamibuy.net/item/49ef4adb3d184d9e5ab201dd4f88f487_684x684.webp,MR FANG'S STORE,,$3.79,,,,Konjac Silk Knot Low Calorie 0 Fat 220g,Be the first!,,China,
Sweet Potato Crispy Crunch-Pepper Flavor 150g,https://www.yamibuy.com/en/p/sweet-potato-crispy-crunch-pepper-flavor-150g/1017039751,https://cdn.yamibuy.net/item/84996aea692f895dead84df4decc9d97_684x684.webp,YINGBO,,$7.69,,,,Sweet Potato Crispy Crunch-Pepper Flavor 150g,Be the first!,,Taiwan,
Baked Taro Chips Original Flavor 62g,https://www.yamibuy.com/en/p/cadina-baked-taro-chips-original-flavor-62g/1017004471,https://cdn.yamibuy.net/item/fe8b3d773b257bc24e2eccdbcae5116b_684x684.webp,CADINA,35,$3.69,,,,Baked Taro Chips Original Flavor 62g,35,Taiwan,Taiwan,4.7
Exotic Vegetable Chips Original 141g,https://www.yamibuy.com/en/p/exotic-vegetable-chips-original-142g/1017042231,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TERRA CHIPS,1,$6.49,,,,Exotic Vegetable Chips Original 141g,1,,United States,4
Popcorn Chips White Cheddar 198g,https://www.yamibuy.com/en/p/popcorn-chips-white-cheddar-198g/1017041371,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,POPCORNERS,1,$4.29,,,,Popcorn Chips White Cheddar 198g,1,,United States,5
Baked Shrimp Flavored Chips 113g,https://www.yamibuy.com/en/p/calbee-baked-shrimp-flavored-chips-113-4g/1017000311,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,68,$1.79,,,,Baked Shrimp Flavored Chips 113g,Be the first!,Japan,Japan,4.7
Crunchy Rice Rollers Original Brown Rice  At least 95% Organic 74g,https://www.yamibuy.com/en/p/crunchy-rice-rollers-original-brown-rice-at-least-95-organic-74g/1017043831,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CRUNCHY RICE ROLLERS,,,$5.49,$5.99,9% OFF,Crunchy Rice Rollers Original Brown Rice  At least 95% Organic 74g,Be the first!,,United States,
H.Y. JENYOWE CUTTLEFISH CRACKER-SP,https://www.yamibuy.com/en/p/h-y-jenyowe-cuttlefish-cracker-sp/1017044981,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HUAYUAN,,,$1.69,$1.99,16% OFF,H.Y. JENYOWE CUTTLEFISH CRACKER-SP,Be the first!,,Taiwan,
KARAMUCHO HOT CHILI PARTY BAG 175g,https://www.yamibuy.com/en/p/karamucho-hot-chili-party-bag-175g/1017042941,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOIKEYA,2,$5.49,,,,KARAMUCHO HOT CHILI PARTY BAG 175g,2,,Japan,5
Mixed Roots Chips Coriander Sea Salt 80g,https://www.yamibuy.com/en/p/jans-mixed-roots-chips-coriander-sea-salt-80g/1017002131,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JANS,20,$2.99,,,,Mixed Roots Chips Coriander Sea Salt 80g,20,United States,United States,4.3
BBQ Potato Chips Salted Egg Yolk 120g,https://www.yamibuy.com/en/p/bbq-potato-chips-fish-salted-egg-yolk-120g/1017043281,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KAKASHA,,$6.99,,,,BBQ Potato Chips Salted Egg Yolk 120g,Be the first!,,Japan,
Crab Chips 50g,https://www.yamibuy.com/en/p/paldo-crab-chips-50g/1017012411,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,PALDO,50,$1.29,,,,Crab Chips 50g,50,Korea,Korea,4.6
Rice Cracker 100g,https://www.yamibuy.com/en/p/mizuho-rice-cracker-handmade-100g/1017002091,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MIZUHO,3,$1.99,,,,Rice Cracker 100g,5,Japan,Japan,4.6
Corn Roll-Japanese Style Grilled Seaweed  100g,https://www.yamibuy.com/en/p/pei-tien-pei-tien-corn-roll-japanese-style-grilled-seaweed-100g/1017014591,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Pei Tien,6,$2.39,,,,Corn Roll-Japanese Style Grilled Seaweed  100g,6,Taiwan,Taiwan,4.7
Puffed Rice Sour Cream & Onion Flavor100g,https://www.yamibuy.com/en/p/puffed-rice-sour-cream-onion-100g/1017039791,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CAPTAIN DANNY,,$5.49,,,,Puffed Rice Sour Cream & Onion Flavor100g,Be the first!,,Taiwan,
Imo Karinto 140g,https://www.yamibuy.com/en/p/imo-karinto-140g/1017043291,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SAKAKIN,1,$3.49,,,,Imo Karinto 140g,1,,Japan,3
Cassava Blackpepper 200g,https://www.yamibuy.com/en/p/kusuka-cassava-blackpepper-200g/1017003131,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KUSUKA,1,$2.39,,,,Cassava Blackpepper 200g,1,,Indonesia,4
Chips Soy Sauce Flavor 115G,https://www.yamibuy.com/en/p/chip-star-edo-soy-sauce-flavor-115g/1017040581,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YBC,2,,$2.15,$4.29,50% OFF,Chips Soy Sauce Flavor 115G,2,,Japan,4
Mixed Roots Chips Salt & Vinegar 80g,https://www.yamibuy.com/en/p/jans-mixed-roots-chips-salt-vinegar-80g/1017002111,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JANS,15,$2.29,,,,Mixed Roots Chips Salt & Vinegar 80g,15,,United States,4.3
Salted Egg Salmon Skin 105g,https://www.yamibuy.com/en/p/salted-egg-salmon-skin-chips-105g/1017038581,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,IRVINS,6,$9.99,,,,Salted Egg Salmon Skin 105g,6,,Singapore,4.7
【Frozen】Spicy Cuttlefish Paste 300g,https://www.yamibuy.com/en/p/spicy-cuttlefish-paste-300g/1146143031,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHUANGXIANJIA,1,,$6.99,$7.99,13% OFF,【Frozen】Spicy Cuttlefish Paste 300g,1,,China,3
Leisure Sweet Purple Yam Chips 100g  (New Packaging 100g),https://www.yamibuy.com/en/p/shibuya-leisure-sweet-purple-yam-chips-120g/1017001061,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SHIBUYA,51,$3.89,,,,Leisure Sweet Purple Yam Chips 100g  (New Packaging 100g),51,Japan,Japan,3.8
Shrimp Chips Fresh Wasabi Flavor 56.6g,https://www.yamibuy.com/en/p/fresh-wasabi-shrimp-chips-56-6g/1017037981,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTHER BRANDS,8,$2.29,,,,Shrimp Chips Fresh Wasabi Flavor 56.6g,8,,N/A,4.5
【Frozen】Black Cuttlefish Ball 300g,https://www.yamibuy.com/en/p/black-cuttlefish-ball-300g/1146143041,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHUANGXIANJIA,11,,$6.99,$7.99,13% OFF,【Frozen】Black Cuttlefish Ball 300g,11,,China,4.7
Koikeya Polinky Corn Soup Flavor 45g,https://www.yamibuy.com/en/p/koikeya-polinky-corn-soup-flavor-45g/1017041641,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOIKEYA,9,$1.99,,,,Koikeya Polinky Corn Soup Flavor 45g,9,China,Japan,4.8
LAYS NPC MP(ORI+CC+LIME 2021Q3)70G*3,https://www.yamibuy.com/en/p/sharing-gift-package-original-flavor-cucumber-lime/1017038121,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Lay's,5,$10.99,,,,LAYS NPC MP(ORI+CC+LIME 2021Q3)70G*3,5,,China,5
Corn Chip Snack 148g,https://www.yamibuy.com/en/p/corn-chip-snack-148g/1017038321,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CROWN,2,$2.69,,,,Corn Chip Snack 148g,2,,Korea,5
Kettle Chips Light Salt Flavor 150g,https://www.yamibuy.com/en/p/kettle-chips-black-pepper-light-salt-150g/1017041131,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,4,$4.69,,,,Kettle Chips Light Salt Flavor 150g,4,,Japan,4.2
Taro Chips Original 170g,https://www.yamibuy.com/en/p/taro-chips-original-170g/1017042261,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TERRA CHIPS,1,$6.89,,,,Taro Chips Original 170g,1,,United States,5
Shrimp Crackers Original 85g,https://www.yamibuy.com/en/p/shrimp-crackers-original/1017039431,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,papatonk,7,$3.99,,,,Shrimp Crackers Original 85g,7,,Indonesia,5
Csssava Chips Seaweed Flavor 200g,https://www.yamibuy.com/en/p/kusuka-csssava-chips-seaweed-flavor-200g/1017003071,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KUSUKA,5,$2.69,,,,Csssava Chips Seaweed Flavor 200g,5,,Indonesia,4.6
【Frozen】Imitation Crab Meat 31g,https://www.yamibuy.com/en/p/imtn-crab-meat-kanikama-31g/1146140791,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WEL.PAC,7,,$3.79,$4.39,14% OFF,【Frozen】Imitation Crab Meat 31g,7,,China,5
"CORN CHO Hazelnut Choco Flavor, 2.33 Oz",https://www.yamibuy.com/en/p/crown-corn-cho-corn-puff-chocolate-flavor-66g/1017006481,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CROWN,63,$2.39,,,,"CORN CHO Hazelnut Choco Flavor, 2.33 Oz",63,Korea,Korea,4.6
【Frozen】Steamed Rice Cake 453g,https://www.yamibuy.com/en/p/steamed-rice-cake-453g/1146139721,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,FORTUNE AVE,,,$7.99,$8.99,12% OFF,【Frozen】Steamed Rice Cake 453g,Be the first!,,China,
Spicy Salted Egg Potato Chips 105g,https://www.yamibuy.com/en/p/irvins-spicy-salted-egg-potato-chips-105g/1017035531,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,IRVINS,,,$8.99,$9.99,11% OFF,Spicy Salted Egg Potato Chips 105g,4,,Singapore,4.8
JAGABEE Potato Cut French Fries Crisp Lightly Salted 113.4g,https://www.yamibuy.com/en/p/calbee-jagabee-potato-cut-french-fries-crisp-lightly-salted-113-4g/1017034911,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,,$3.39,$3.49,3% OFF,JAGABEE Potato Cut French Fries Crisp Lightly Salted 113.4g,32,,Japan,4.6
Sweet Potato Chips Plum Flavor 240g,https://www.yamibuy.com/en/p/sweet-potato-chips-240g-plum-flavor/1017032471,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Mama Wu,,$9.89,,,,Sweet Potato Chips Plum Flavor 240g,7,Plum Flavor,Taiwan,4.9
Yopokki Shaped Snack Cheese Flavor 50g,https://www.yamibuy.com/en/p/yopokki-shaped-snack-cheese/1017030261,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Youngpoong,,$1.69,,,,Yopokki Shaped Snack Cheese Flavor 50g,12,Cheese Flavor,Korea,4.8
Potato Chips Kyushu Seaweed Flavor 43g,https://www.yamibuy.com/en/p/lay-s-potato-chipskyushu-seaweed/1017030191,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Lay's,,$1.99,,,,Potato Chips Kyushu Seaweed Flavor 43g,8,Kyushu Seaweed Flavor,China,4.8
JagaRico Potato Stick Umami Seaweed Flavor 52g,https://www.yamibuy.com/en/p/calbee-jagarico-umami-seaweed-12-1-83-oz/1017029631,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,$2.09,,,,JagaRico Potato Stick Umami Seaweed Flavor 52g,140,Seaweed Flavor,Japan,4.7
Shrimp Sticks 20g * 40 Bags,https://www.yamibuy.com/en/p/mimi-shrimp-sticks-shared-20g-40-bags/1017029021,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MIMI,,$6.99,,,,Shrimp Sticks 20g * 40 Bags,210,Shrimp Sticks 40pcs 800g,China,4.8
Koloko Pea Crackers Spicy Flavor 140g,https://www.yamibuy.com/en/p/koloko-pea-crackers-spicy/1017028791,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIANHWA,,$3.39,,,,Koloko Pea Crackers Spicy Flavor 140g,18,Spicy,Taiwan,4.4
Koloko Pea Crackers Original 140g,https://www.yamibuy.com/en/p/koloko-pea-crackers-original/1017028781,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIANHWA,,$3.39,,,,Koloko Pea Crackers Original 140g,Be the first!,Original,Taiwan,5
Yam Chips Tomato Flavor 80g,https://www.yamibuy.com/en/p/lay-s-yam-chips-tomato-flavor-80g/1017026681,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Lay's,,$2.39,,,,Yam Chips Tomato Flavor 80g,189,China,China,4.9
Hello Kitty Grains Rice Roll (Package Color Sent Randomly) 160g,https://www.yamibuy.com/en/p/pei-tien-hello-kitty-grains-rice-roll-pink-160g/1017025521,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Pei Tien,,$2.99,,,,Hello Kitty Grains Rice Roll (Package Color Sent Randomly) 160g,81,Taiwan,Taiwan,4.9
Potato French Fries BBQ Steak Flavor 70g,https://www.yamibuy.com/en/p/orion-potato-french-fries-bbq-steak-flavor-70g/1017013601,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ORION,5,$2.59,,,,Potato French Fries BBQ Steak Flavor 70g,5,China,Korea,5
Sweet Potatoes Orange Chips Yam 2.5oz,https://www.yamibuy.com/en/p/sweet-potatoes-orange-chips-yam-2-5oz/1017043561,https://cdn.yamibuy.net/item/ffca4828db886f4968c51d04d5658752_684x684.webp,OTHER BRANDS,1,$2.49,,,,Sweet Potatoes Orange Chips Yam 2.5oz,1,,N/A,5
Stevia Sweetened Chocolate Covered Poprorn Dark Chocolate Caramel Popcorn,https://www.yamibuy.com/en/p/stevia-sweetened-chocolate-covered-poprorn-dark-chocolate-caramel-popcorn/1017041211,https://cdn.yamibuy.net/item/fc83053700a65369888732f9ab069d3f_684x684.webp,LILYS,,$7.99,,,,Stevia Sweetened Chocolate Covered Poprorn Dark Chocolate Caramel Popcorn,Be the first!,,United States,
Rice Cracker Nori Flavor 454g,https://www.yamibuy.com/en/p/rice-cracker-norimaki-mate-arare-454g/1017042011,https://cdn.yamibuy.net/item/3c64d1535588c17ddbea18bf3cd74f1e_684x684.webp,SHIRAKIKU,,$11.49,,,,Rice Cracker Nori Flavor 454g,Be the first!,,Japan,
Salt Seaweed Potato Sticks 40g,https://www.yamibuy.com/en/p/koikeya-salt-seaweed-potato-sticks-40g/1017002311,https://cdn.yamibuy.net/item/6adceb2d70c92b4c9ae5a51cab7f7347_684x684.webp,KOIKEYA,8,$1.69,,,,Salt Seaweed Potato Sticks 40g,8,,Japan,4.4
Pita Chips Fire Roasted Jalapeno 207g,https://www.yamibuy.com/en/p/pita-chips-fire-roasted-jalapeno-207g/1017041231,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,STACY`S,3,$3.59,,,,Pita Chips Fire Roasted Jalapeno 207g,3,,United States,5
Ramen Snack Tonkatsu Flavor 70g,https://www.yamibuy.com/en/p/baby-star-ramen-snack-wide-tonkusu-flavor-2-47oz/1017039641,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BABYSTAR,4,$2.09,,,,Ramen Snack Tonkatsu Flavor 70g,4,,Japan,4.5
Potato Chips Tomato Ketchup Flavor 90g,https://www.yamibuy.com/en/p/oishi-potato-chips-tomato-ketchup-flavor-90g/1017007571,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OISHI,52,$2.49,,,,Potato Chips Tomato Ketchup Flavor 90g,52,China,China,4.6
Red Lentil Snack Crisps Tomato Basil Flavor 85g,https://www.yamibuy.com/en/p/red-lentil-snack-crisps-tomato-basil-85g/1017042491,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HARVEST SNAPS,1,$2.49,,,,Red Lentil Snack Crisps Tomato Basil Flavor 85g,1,,United States,3
Potato French Fries BBQ Chicken Flavor 70g,https://www.yamibuy.com/en/p/orion-potato-french-fries-bbq-chicken-flavor-70g/1017013621,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ORION,3,$2.59,,,,Potato French Fries BBQ Chicken Flavor 70g,3,China,Korea,5
Energy 99 Egg Roll 180g -Pumpkin Flavor,https://www.yamibuy.com/en/p/pei-tien-energy-99-egg-roll-180g-pumpkin-flavor/1017001301,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Pei Tien,32,$2.29,,,,Energy 99 Egg Roll 180g -Pumpkin Flavor,32,Taiwan,Taiwan,4.3
Csssava Chips Spicy Flavor 200g,https://www.yamibuy.com/en/p/kusuka-csssava-chips-spicy-flavor-200g/1017003081,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KUSUKA,6,$2.69,,,,Csssava Chips Spicy Flavor 200g,Be the first!,Indonesia,Indonesia,4.3
BBQ Flavor 108g,https://www.yamibuy.com/en/p/angel-potato-chips-bbq-flavor-108g/1017015441,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Angel Potato Chips,1,$2.99,,,,BBQ Flavor 108g,1,China,China,3
Japanese Shoyo Rice Cracker 60g,https://www.yamibuy.com/en/p/amanoya-japanese-shoyo-rice-cracker-60g/1017008021,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,AMANOYA,30,$1.99,,,,Japanese Shoyo Rice Cracker 60g,30,60g,Japan,4.9
Pita Crackers Mediterranean Herb 120g,https://www.yamibuy.com/en/p/pita-crackers-mediterranean-herb-120g/1017041101,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SIMPLE MILLS,,$6.49,,,,Pita Crackers Mediterranean Herb 120g,Be the first!,,United States,
Salted Egg Salmon Skin 230g,https://www.yamibuy.com/en/p/salted-egg-salmon-skin-chips-230g/1017038591,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,IRVINS,4,$17.99,,,,Salted Egg Salmon Skin 230g,4,,Singapore,5
Salted Egg Yolk Potato Ridges 105g,https://www.yamibuy.com/en/p/salted-egg-yolk-potato-ridges-105g/1017043761,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Golden Duck,1,,$7.99,$9.99,21% OFF,Salted Egg Yolk Potato Ridges 105g,Be the first!,,Singapore,5
Pita Crisps Garlic & Herb 191g,https://www.yamibuy.com/en/p/pita-crisps-garlic-herb-191g/1017041221,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,STACY`S,3,$3.59,,,,Pita Crisps Garlic & Herb 191g,3,Garlic,United States,5
Red Lentil Snack Crisps Sour Cream Onion 71g,https://www.yamibuy.com/en/p/red-lentil-snack-crisps-sour-cream-onion-70-8g/1017042501,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HARVEST SNAPS,,$2.99,,,,Red Lentil Snack Crisps Sour Cream Onion 71g,Be the first!,,United States,
Potato Chips Spicy Hot Chili 54g,https://www.yamibuy.com/en/p/koikeya-potato-chips-spicy-hot-chili-54g/1017000121,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOIKEYA,60,$2.49,,,,Potato Chips Spicy Hot Chili 54g,60,Japan,Japan,4.5
Popcorn Chips Kettle 198g,https://www.yamibuy.com/en/p/popcorn-chips-kettle-198g/1017041381,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,POPCORNERS,2,$4.69,,,,Popcorn Chips Kettle 198g,2,,United States,5
Pita Chips Multigrain 207g,https://www.yamibuy.com/en/p/pita-chips-multigrain-207g/1017041251,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,STACY`S,2,$3.59,,,,Pita Chips Multigrain 207g,2,,United States,5
Potato Strips BBQ Flavor 75g,https://www.yamibuy.com/en/p/potato-strips-bbq-flavor-75g/1017036781,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOIKEYA,,$2.29,,,,Potato Strips BBQ Flavor 75g,3,BBQ Flavor,Japan,4.7
Shrimp Crackers Spicy 80g,https://www.yamibuy.com/en/p/chinchin-shrimp-crackers-spicy-80g/1017035921,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHINCHIN,,$1.99,,,,Shrimp Crackers Spicy 80g,3,Spicy Flavor,Taiwan,5
Spicy Salted Egg Cassava Chips 105g,https://www.yamibuy.com/en/p/irvins-spicy-salted-egg-cassava-chips-105g/1017035561,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,IRVINS,,,$8.99,$9.99,11% OFF,Spicy Salted Egg Cassava Chips 105g,1,,Singapore,5
Chips Black Oyster Mushroom,https://www.yamibuy.com/en/p/shirakiku-chips-black-oyster-mushroom/1017029721,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SHIRAKIKU,,$4.29,,,,Chips Black Oyster Mushroom,27,,Japan,4.5
Wide Ramen Chicken Big Pack 185g,https://www.yamibuy.com/en/p/babystar-wide-ramen-chicken-big-pack-185g/1017029431,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BABYSTAR,,$4.79,,,,Wide Ramen Chicken Big Pack 185g,4,,Japan,4.8
Puffed Rice Cake 125g,https://www.yamibuy.com/en/p/puffed-rice-cake-snack/1017029001,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NONGHYUP,,$2.99,,,,Puffed Rice Cake 125g,9,Orginal Flavor 125g,Korea,5
MIX Biscuit Sticks Original Flavor 60g,https://www.yamibuy.com/en/p/vfoods-mix-biscuit-sticks-original-flavor-75g/1017024871,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,VFOODS,,$1.29,,,,MIX Biscuit Sticks Original Flavor 60g,45,Thailand,Thailand,4.9
Potato Chips Roasted Chicken Wing Flavor 70g,https://www.yamibuy.com/en/p/lay-s-potato-chips-roasted-chicken-wing-flavor-70g/1017022691,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Lay's,,$2.29,,,,Potato Chips Roasted Chicken Wing Flavor 70g,Be the first!,China,China,4.8
Snack Sesame&Honey 294g,https://www.yamibuy.com/en/p/crown-shin-zzang-snack-sesame-honey-294g/1017009741,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CROWN,16,,$2.69,$2.89,7% OFF,Snack Sesame&Honey 294g,16,Korea,Korea,4.2
Plantain Tortilla Chips Himalayan Pink Salt 113g,https://www.yamibuy.com/en/p/plantain-tortilla-chips-himalayan-pink-salt-113g/1017041321,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BARNANA,,$4.59,,,,Plantain Tortilla Chips Himalayan Pink Salt 113g,Be the first!,,United States,
Japanese Pride Potato USU Shio Sea Salt Flavor 63g,https://www.yamibuy.com/en/p/japanese-pride-potato-usu-shio-sea-sault-flavor-63g/1017013711,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOIKEYA,,$3.29,,,,Japanese Pride Potato USU Shio Sea Salt Flavor 63g,Be the first!,Japan,Japan,
GUAI GUAI Corn Cracker Creamy Coconut Flavor 52g,https://www.yamibuy.com/en/p/guai-guai-corn-cracker-creamy-coconut-flavor-52g/1017000371,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KWAN,37,$1.49,,,,GUAI GUAI Corn Cracker Creamy Coconut Flavor 52g,37,Taiwan,Taiwan,4.7
Glazed Cassava Chips Singkong SAOS Balado 160g,https://www.yamibuy.com/en/p/kusuka-glazed-cassava-chips-singkong-saos-balado-160g/1017002321,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KUSUKA,21,$2.99,,,,Glazed Cassava Chips Singkong SAOS Balado 160g,21,Indonesia,Indonesia,3.9
