Title,Title_link,Thumbnail,brand-title,comment-star__count,Price,price-valid,price-invalid,price-discount,Headline,Field1,Field2,Field3,Field4
AKAGIAN SERIES Noodle Gift box 5pc 2.97lb,https://www.yamibuy.com/en/p/akagian-series-ja-f-u3sb2/1016093361,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,AKAGI SHOKUHIN,,$14.99,,,,AKAGIAN SERIES Noodle Gift box 5pc 2.97lb,Be the first!,,Japan,
Konjac Noodle 230g,https://www.yamibuy.com/en/p/konjac-noodle-230g/1149013861,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ONETANG,5,$0.99,,,,Konjac Noodle 230g,5,,China,5
Wheat Noodle Extra Thin Round 900g,https://www.yamibuy.com/en/p/wheat-noodle-extra-thin-round-900g/1149010401,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTTOGI,1,$4.29,,,,Wheat Noodle Extra Thin Round 900g,1,,Korea,5
Cold Noodle Sesame Spicy Flavor 100g*4 Packs,https://www.yamibuy.com/en/p/chencunfen-cold-noodle-sesame-spicy-flavor-100g-4-packs/1021026221,https://cdn.yamibuy.net/item/08b1ce175ebea30a3328edf451bb6a0a_684x684.webp,CHENCUNFEN,51,$4.69,,,,Cold Noodle Sesame Spicy Flavor 100g*4 Packs,51,China,China,4.2
Spicy Instant Rice Noodle 5Packs,https://www.yamibuy.com/en/p/chencunfen-spicy-instant-rice-noodle-5packs/1021002511,https://cdn.yamibuy.net/item/8d6ea3f27ccc26d1ae85369bff500dac_684x684.webp,CHENCUNFEN,32,$5.69,,,,Spicy Instant Rice Noodle 5Packs,32,,China,4
Sichuan Broad Noodle Pickled Vegetable& Beef Flavor 115g,https://www.yamibuy.com/en/p/baijia-sichuan-broad-noodle-pickled-vegetable-beef-flavor-115g/1021003761,https://cdn.yamibuy.net/item/2a3b474ee2ae2fb5837a394483bd4c1c_684x684.webp,BAIJIA,40,$1.69,,,,Sichuan Broad Noodle Pickled Vegetable& Beef Flavor 115g,40,China,China,4.2
Konjak Cold Noodle Sesame Flavor 385g,https://www.yamibuy.com/en/p/zhouyoulieguo-konjak-cold-noodle-sesame-flavor-385g/1021033611,https://cdn.yamibuy.net/item/2cdd291835d0cb062b1ac8e1c6a03b9c_684x684.webp,ZHOUYOULIEGUO,24,$3.09,,,,Konjak Cold Noodle Sesame Flavor 385g,24,China,China,3.7
JINGMAILANG Beef Flavor Instant Noodle Bowl 116g,https://www.yamibuy.com/en/p/jingmailang-beef-flavor-instant-noodle-bowl-116g/1021000051,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JINMAILANG,26,$1.99,,,,JINGMAILANG Beef Flavor Instant Noodle Bowl 116g,26,China,China,4.4
Instant Noodle Soup Sweet&Sour Flavor 4packs 400g,https://www.yamibuy.com/en/p/chencunfen-instant-noodle-soup-sweet-sour-flavor-4packs-400g/1021004931,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHENCUNFEN,19,$5.99,,,,Instant Noodle Soup Sweet&Sour Flavor 4packs 400g,19,,China,4.3
Slow Roast Beef Flavor Noodle 114g,https://www.yamibuy.com/en/p/slow-roast-beef-flavor-noodle-114g/1021081621,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LAO FANJIA,6,,$1.99,$2.99,34% OFF,Slow Roast Beef Flavor Noodle 114g,6,,China,4.7
Soup Daren Pork Bone Noodle 510g,https://www.yamibuy.com/en/p/master-kong-soup-daren-pork-bone-noodle-510g/1021041871,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MASTER KONG,20,$6.99,,,,Soup Daren Pork Bone Noodle 510g,20,China,China,4.7
Pickle Flavor Instant Hot and Sour Rice Noodle 4Packs 400g,https://www.yamibuy.com/en/p/chencunfen-pickle-flavor-instant-hot-and-sour-rice-noodle-4packs-400g/1021002551,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHENCUNFEN,15,$4.69,,,,Pickle Flavor Instant Hot and Sour Rice Noodle 4Packs 400g,15,China,China,3.9
TSENG Sichuan Noodle Hu Sesame Flavor 4 pack 508g,https://www.yamibuy.com/en/p/tseng-sichuan-noodle-hu-sesame-flavor-4-pack-508g/1021025161,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ZENG,127,,$9.99,$10.99,10% OFF,TSENG Sichuan Noodle Hu Sesame Flavor 4 pack 508g,127,Taiwan,Taiwan,4.5
Neoguri Noodle Soup Spicy Seafood Flavor 120g,https://www.yamibuy.com/en/p/nongshim-neoguri-noodle-soup-spicy-seafood-flavor-120g/1021024991,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NONGSHIM,11,$1.69,,,,Neoguri Noodle Soup Spicy Seafood Flavor 120g,11,United States,Korea,4.4
Noodle Stew with Pork Bone and Potato Flavor 4packs 532g,https://www.yamibuy.com/en/p/nongshim-noodle-stew-with-pork-bone-and-potato-flavor-4packs-532g/1021041331,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NONGSHIM,3,$7.99,,,,Noodle Stew with Pork Bone and Potato Flavor 4packs 532g,3,Korea,Korea,5
Sesame Chili Sauce Flavor Noodle 122g,https://www.yamibuy.com/en/p/sesame-chili-sauce-flavor-noodle-122g/1021081631,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LAO FANJIA,4,,$1.99,$2.99,34% OFF,Sesame Chili Sauce Flavor Noodle 122g,4,,China,4.2
Non-Fried Instant Noodle Soup Thick Soupo of Pig Chop Flavor 4Packs,https://www.yamibuy.com/en/p/chencunfen-non-fried-instant-noodle-soup-thick-soupo-of-pig-chop-flavor-4packs/1021006051,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CHENCUNFEN,7,$5.99,,,,Non-Fried Instant Noodle Soup Thick Soupo of Pig Chop Flavor 4Packs,7,,China,4.9
Sweet Potato Instant Noodle Sour  Hot 105g,https://www.yamibuy.com/en/p/guangyou-sweet-potato-instant-noodle-sour-hot-105g/1021023641,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GUANGYOU,15,$1.69,,,,Sweet Potato Instant Noodle Sour  Hot 105g,15,Not Organic,China,4.1
Non-fried Ramyun Noodle Mild Flavor - Pack of 4,https://www.yamibuy.com/en/p/pulmuone-non-fried-ramyun-noodle-mild-flavor-pack-of-4-8-17-2017/1021022791,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,PULMUONE,4,$6.99,,,,Non-fried Ramyun Noodle Mild Flavor - Pack of 4,4,Korea,Korea,4.5
Sour Noodle Soup-Seaweed and Shrimp 110g,https://www.yamibuy.com/en/p/sour-noodle-soup-seaweed-and-shrimp-110g/1021082931,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HESAI,4,$2.39,,,,Sour Noodle Soup-Seaweed and Shrimp 110g,4,,China,5
Rice Noodle (Tomato Flavor) 191g,https://www.yamibuy.com/en/p/rice-noodle-tomato-flavor-191g/1021084291,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JIAXIAOPANG,7,$2.79,,,,Rice Noodle (Tomato Flavor) 191g,7,,China,4.1
Bamboo Shoot Laoya Thick Soup Wide Noodle 219g,https://www.yamibuy.com/en/p/bamboo-shoot-laoya-thick-soup-wide-noodle-219g/1021082471,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,QMSC,5,$4.99,,,,Bamboo Shoot Laoya Thick Soup Wide Noodle 219g,5,Bamboo Shoot Laoya Thick Soup,China,4
Oolongmen Noodle Soup - Chicken Flavor 75g,https://www.yamibuy.com/en/p/nongshim-oolongmen-noodle-soup-chicken-flavor-75g/1021001361,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NONGSHIM,6,$1.49,,,,Oolongmen Noodle Soup - Chicken Flavor 75g,6,,Korea,4.7
【Frozen】Golden Bullfrog Noodle Soup 465g,https://www.yamibuy.com/en/p/golden-bullfrog-noodle-soup-465g/1021084541,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Gourmet Master,,,$9.49,$9.99,6% OFF,【Frozen】Golden Bullfrog Noodle Soup 465g,Be the first!,,China,
Black Pepper Crab Flavor Noodle 425g,https://www.yamibuy.com/en/p/black-pepper-crab-flavor-noodle-425g/1021081711,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOKA,1,$2.99,,,,Black Pepper Crab Flavor Noodle 425g,1,,Singapore,5
Cup Noodle Soup -Seafood Flavor 75g,https://www.yamibuy.com/en/p/nongshim-cup-noodle-soup-seafood-flavor-75g/1021001381,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NONGSHIM,4,$1.49,,,,Cup Noodle Soup -Seafood Flavor 75g,4,,Korea,4.8
Konjac Noodle 230g,https://www.yamibuy.com/en/p/konjac-noodle-230g/1149013841,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ONETANG,5,$0.99,,,,Konjac Noodle 230g,5,,China,4.8
Stewed Ribs Noodle (Bowl),https://www.yamibuy.com/en/p/stewed-ribs-noodle-bowl/1021082951,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,TTL TTL,,$2.99,,,,Stewed Ribs Noodle (Bowl),Be the first!,,Taiwan,
Spicy Sin Chew Fried Noodle 425g,https://www.yamibuy.com/en/p/spicy-sin-chew-fried-noodle-425g/1021081691,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KOKA,1,$2.99,,,,Spicy Sin Chew Fried Noodle 425g,1,,Singapore,4
WANG Asian Style Rice Noodle Seafood Flavor 98g,https://www.yamibuy.com/en/p/wang-asian-style-rice-noodle-seafood-flavor-100g/1021029811,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WANG FOOD,1,$2.99,,,,WANG Asian Style Rice Noodle Seafood Flavor 98g,1,Korea,Korea,5
Sour Spicy Instant Noodle 425g,https://www.yamibuy.com/en/p/baijia-sour-spicy-instant-noodle-425g/1021033981,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BAIJIA,3,$4.95,,,,Sour Spicy Instant Noodle 425g,3,China,China,2.7
Bowl Instant Noodle Artificial Chicken Soup Flavor 107g,https://www.yamibuy.com/en/p/bowl-instant-noodle-artificial-chicken-soup-flavor-107g/1021081401,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BAIXIANG,,$2.39,,,,Bowl Instant Noodle Artificial Chicken Soup Flavor 107g,6,Chicken Broth,China,4.7
Sesame & Tofu Curd Noodle,https://www.yamibuy.com/en/p/sesame-tofu-curd-noodle/1021081191,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WEIDAN,,$5.29,,,,Sesame & Tofu Curd Noodle,2,,Taiwan,5
"【Value Pack】Sichuan Style Rice Noodle, 270g * 5 pack",https://www.yamibuy.com/en/p/value-pack-sichuan-style-rice-noodle-310g-5-pack/1021080991,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BAIJIA,,,$17.99,,,"【Value Pack】Sichuan Style Rice Noodle, 270g * 5 pack",29,,China,4.9
"Xinjiang Stir Fried Rice Noodle Vermicelli Mild Spicy, 300g",https://www.yamibuy.com/en/p/xey-instant-fried-rice-noodle-mild/1021080391,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Xiu Er Ye,,,$4.59,$4.99,9% OFF,"Xinjiang Stir Fried Rice Noodle Vermicelli Mild Spicy, 300g",9,,China,4.8
"Xinjiang Stir Fried Rice Noodle Vermicelli, 335g",https://www.yamibuy.com/en/p/akuan-xinjaing-fried-rice-vermicelli-335g/1021080381,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,AKUAN,,,$3.99,$4.59,14% OFF,"Xinjiang Stir Fried Rice Noodle Vermicelli, 335g",25,,China,4.4
Instant Rice Noodle (Spicy Flavor) 143g,https://www.yamibuy.com/en/p/jiaxiaopang-instant-rice-noodle-spicy-flavor-143g/1021079921,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JIAXIAOPANG,,$3.29,,,,Instant Rice Noodle (Spicy Flavor) 143g,12,,China,4.8
Sad Spicy Noodle Soup 149g,https://www.yamibuy.com/en/p/super-hot-noodles-sad-spicy-noodle-soup-149g/1021077611,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SUPER HOT NOODLES,,$4.99,,,,Sad Spicy Noodle Soup 149g,2,,Taiwan,5
Instant Noodle Soup Pork Based Flavor 5Pack,https://www.yamibuy.com/en/p/5-113g-6/1021076951,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BAIXIANG,,$5.99,,,,Instant Noodle Soup Pork Based Flavor 5Pack,52,Pork Bone Soup Flavor,China,4.6
Genki Forest Soda Water 4 pack X  Instant Spicy Rice Noodle  3 pack,https://www.yamibuy.com/en/p/genki-forest-soda-water-4-pack-x-liuquan-instant-spicy-rice-noodle-3-pack/1021076931,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIUQUAN,,,$16.99,$21.33,21% OFF,Genki Forest Soda Water 4 pack X  Instant Spicy Rice Noodle  3 pack,11,,China,4.5
Hot and Sour Vermicelli Noodle 278g,https://www.yamibuy.com/en/p/yumei-hot-and-sour-vermicelli-noodle-278g/1021074521,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YUMEI,,,$2.49,$2.99,17% OFF,Hot and Sour Vermicelli Noodle 278g,28,,China,4.3
KSF Instant Noodle Tomato Flavor Pack 525g,https://www.yamibuy.com/en/p/ksf-instant-noodle-tomato-flavor-pack-525g/1021074491,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MASTER KONG,,$5.99,,,,KSF Instant Noodle Tomato Flavor Pack 525g,24,,China,4.9
Xian Cold Noodle Spicy Flavor 140g,https://www.yamibuy.com/en/p/xian-cold-noodle-spicy-flavor/1021069991,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,FHS,,$2.49,,,,Xian Cold Noodle Spicy Flavor 140g,104,,China,4.6
Xian Cold Noodle Sesame Flavor 160g,https://www.yamibuy.com/en/p/xian-cold-noodle-sesame-flavor/1021069981,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,FHS,,$2.49,,,,Xian Cold Noodle Sesame Flavor 160g,118,,China,4.3
Sichuan Spicy Noodle-Beef 160g,https://www.yamibuy.com/en/p/sichuan-spicy-noodle-beef-160g/1021068221,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SAUTAO,,$1.99,,,,Sichuan Spicy Noodle-Beef 160g,5,,Hong Kong,4
Shrimp egg noodle 454g,https://www.yamibuy.com/en/p/sautao-shrimp-egg-noodle-454g/1021068201,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SAUTAO,,$5.99,,,,Shrimp egg noodle 454g,4,,Hong Kong,5
Seafood Flavored Instant Noodle 5Packs 98g*5,https://www.yamibuy.com/en/p/master-kong-seafood-flavored-instant-noodle-5packs-98g-5/1021067631,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MASTER KONG,,$5.99,,,,Seafood Flavored Instant Noodle 5Packs 98g*5,61,5 packs,China,4.8
Korea Jayone Rice Noodle Soup Base-Bowl,https://www.yamibuy.com/en/p/korea-jayone-rice-noodle-soup-base-bowl/1021067161,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GS,,$2.49,,,,Korea Jayone Rice Noodle Soup Base-Bowl,2,,Korea,4
Champong Noodle  124g,https://www.yamibuy.com/en/p/nongshim-champong-noodle-124g/1021067101,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NONGSHIM,,$1.99,,,,Champong Noodle  124g,7,,Korea,4.7
Snail Noodle 270g,https://www.yamibuy.com/en/p/yumei-snail-noodle-270g/1021066981,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YUMEI,,$2.99,,,,Snail Noodle 270g,59,,China,4.3
Sweet Potato Instant Noodle 100g,https://www.yamibuy.com/en/p/guangyou-sweet-potato-instant-noodle/1021066691,https://cdn.yamibuy.net/item/5d94c50381d05c3d6df3b2d295488c51_684x684.webp,GUANGYOU,,,$1.99,$2.49,21% OFF,Sweet Potato Instant Noodle 100g,96,,China,4.2
The Lazy Noodle Sichuan Spicy Flavor 240g*3Pcs The Lazy Noodle Sichuan SiChuan Green Peeper Flavor 300g*2,https://www.yamibuy.com/en/p/yumei-the-lazy-noodle-sichuan-spicy-flavor-240g-3pcs-yumei-the-lazy-noodle-sichuan-sichuan-green-peeper-flavor-300g-2/1021066351,https://cdn.yamibuy.net/item/3f1b3466d284fe537e18a1eaa02864b6_684x684.webp,YUMEI,,,$12.99,$14.45,11% OFF,The Lazy Noodle Sichuan Spicy Flavor 240g*3Pcs The Lazy Noodle Sichuan SiChuan Green Peeper Flavor 300g*2,11,China,China,4.8
Rice Noodle 240g,https://www.yamibuy.com/en/p/sanyangyishi-rice-noodle-200g/1021066331,https://cdn.yamibuy.net/item/7f657a388f5a5c4e6a958e896c8b7f2f_684x684.webp,SANYANGYISHI,,$1.89,,,,Rice Noodle 240g,216,,China,4.7
Matsutake Broth Rice Noodle 212g *5 Packs,https://www.yamibuy.com/en/p/matsutake-broth-rice-noodle-212g-5-packs/1021066051,https://cdn.yamibuy.net/item/69e15cba9613a2cb18bc3b1655ea5dda_684x684.webp,Gaoyuancai,,,$11.85,,,Matsutake Broth Rice Noodle 212g *5 Packs,4,Non-organic,China,5
A Kuan Broad Noodle Chili Oil Sesame Paste Flavor 4bags 460g,https://www.yamibuy.com/en/p/baijia-a-kuan-broad-noodle-chili-oil-sesame-paste-flavor-4bags-480g/1021065951,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BAIJIA,,,$5.99,$6.29,5% OFF,A Kuan Broad Noodle Chili Oil Sesame Paste Flavor 4bags 460g,47,"Wheat flour, water, palm oil, tahini, chili, etc.",China,4.8
Instant Sour Spicy Noodle 360g,https://www.yamibuy.com/en/p/liuquan-instant-sour-spicy-noodle-360g/1021065631,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LIUQUAN,,,$4.89,$5.39,10% OFF,Instant Sour Spicy Noodle 360g,167,"Rice noodles, soybean oil, soy sauce, chili, peanuts, etc.",China,4.7
Demae Ramen Noodle with Soup Base Beef Flavor 100g,https://www.yamibuy.com/en/p/nissin-demae-ramen-noodle-with-soup-base-beef-flavor-100g/1021064451,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NISSIN,,$1.29,,,,Demae Ramen Noodle with Soup Base Beef Flavor 100g,8,Hong Kong,Japan,4.8
Dandan Noodle 260g,https://www.yamibuy.com/en/p/shun-savory-dandan-noodle-260g/1021064431,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Shun Savory,,$3.99,,,,Dandan Noodle 260g,1,China,China,4
Spicy Glass Noodle 125g,https://www.yamibuy.com/en/p/mantongxiang-spicy-glass-noodle-125g/1021063791,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Mantongxiang,,,$3.49,$3.99,13% OFF,Spicy Glass Noodle 125g,32,China,China,4.2
Hot Pot Flavor Instant Noodle 126g,https://www.yamibuy.com/en/p/jiujiuai-hot-pot-flavor-instant-noodle-126g/1021053911,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Jiujiuai,,$2.49,,,,Hot Pot Flavor Instant Noodle 126g,7,China,China,3.7
Instant Ramyon Noodle 120g*5,https://www.yamibuy.com/en/p/paldo-instant-ramyon-noodle-120g-5/1021050961,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,PALDO,,$6.29,,,,Instant Ramyon Noodle 120g*5,Be the first!,Korea,Korea,
Sour Fish Rice Noodle 245g,https://www.yamibuy.com/en/p/sanyangyishi-sour-fish-rice-noodle-245g/1021046261,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SANYANGYISHI,,$4.39,,,,Sour Fish Rice Noodle 245g,26,China,China,4.4
Dry Noodle Guanmiao Noodle Hakka Sesame Oil Scallion 384g,https://www.yamibuy.com/en/p/a-sha-dry-noodle-guanmiao-noodle-hakka-sesame-oil-scallion-384g/1021045881,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,A-SHA,,,$6.99,$7.99,13% OFF,Dry Noodle Guanmiao Noodle Hakka Sesame Oil Scallion 384g,15,Taiwan,Taiwan,4.5
Beef & Seafood Noodle Soup with Vegetable  115g,https://www.yamibuy.com/en/p/paldo-beef-amp-seafood-noodle-soup-with-vegetable-115g/1021044611,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,PALDO,,$2.29,,,,Beef & Seafood Noodle Soup with Vegetable  115g,3,Korea,Korea,4
Rice Noodle with Vietnamese Flavored Soup 100g,https://www.yamibuy.com/en/p/assi-brand-rice-noodle-with-vietnamese-flavored-soup-100g/1021041991,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ASSI BRAND,,$1.89,,,,Rice Noodle with Vietnamese Flavored Soup 100g,9,,Korea,4.4
Seafood Flavored Instant Noodle 5Packs 490g,https://www.yamibuy.com/en/p/master-kong-seafood-flavored-instant-noodle-5packs-475g/1021002501,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MASTER KONG,245,$5.99,,,,Seafood Flavored Instant Noodle 5Packs 490g,245,China,China,4.73
Dry Noodle -Ramen 500g,https://www.yamibuy.com/en/p/dry-noodle-ramen-500g/1149009341,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JINMAILANG,9,$1.39,,,,Dry Noodle -Ramen 500g,9,Ramen,China,5
Cup Noodle Bowl Noodle Beef Flavor 72g,https://www.yamibuy.com/en/p/nissin-cup-noodle-bowl-noodle-beef-flavor-72g/1021006321,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NISSIN,95,$1.89,,,,Cup Noodle Bowl Noodle Beef Flavor 72g,95,Japan,Japan,4.6
Seafood Stir Noodle with XO Sauce 245g,https://www.yamibuy.com/en/p/seafood-stir-noodle-with-xo-sauce-245g/1021082341,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YITIANMIANGUAN,2,,$3.69,$3.99,8% OFF,Seafood Stir Noodle with XO Sauce 245g,2,,China,5
Lanzhou Beef Noodle 186g,https://www.yamibuy.com/en/p/lanzhou-beef-noodle-186g/1021084441,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,XIACHUFANG,29,,$4.99,$5.29,6% OFF,Lanzhou Beef Noodle 186g,29,,China,4.7
MXC Udon Noodle 300g,https://www.yamibuy.com/en/p/mxc-udon-noodle-300g/1149005651,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MAIXIANGCUN,,$1.99,,,,MXC Udon Noodle 300g,2,,China,5
Sliced Noodle(Scallion With Pepper And Chil) 145g,https://www.yamibuy.com/en/p/sliced-noodle-scallion-with-pepper-and-chil-145g/1149003891,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SHYE CHEMG,,$3.49,,,,Sliced Noodle(Scallion With Pepper And Chil) 145g,1,,Taiwan,5
De Xing Mushroom Egg Noodle 780g,https://www.yamibuy.com/en/p/de-xing-mushroom-egg-noodle-780g/1149002971,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DEXIMICH,,$4.99,,,,De Xing Mushroom Egg Noodle 780g,5,,China,4.8
De Xing Abalone Noodle 780g,https://www.yamibuy.com/en/p/de-xing-abalone-noodle-780g/1149002961,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DEXIMICH,,$4.99,,,,De Xing Abalone Noodle 780g,5,,China,5
Dried Glass Noodle-Sweet Potato 680g,https://www.yamibuy.com/en/p/jayone-dried-glass-noodle-sweet-potato-680g/1149002161,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JAYONE,,$4.99,,,,Dried Glass Noodle-Sweet Potato 680g,21,,Korea,5
Long Kow Rice Noodle Vermicelli 300g,https://www.yamibuy.com/en/p/hnsty-long-kow-rice-noodle-vermicelli-300g/1149001971,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HNSTY,,,$2.50,$2.59,4% OFF,Long Kow Rice Noodle Vermicelli 300g,12,,China,4.8
CANTON Chinese Style Shrimp Noodle Thin 450g,https://www.yamibuy.com/en/p/canton-chinese-style-shrimp-noodle-thin-440g/1149001931,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,OTHER BRANDS,,$2.99,,,,CANTON Chinese Style Shrimp Noodle Thin 450g,2,,N/A,5
Wing Hing All Natural Rice Noodle Vermicelli 1000g Gluten Free,https://www.yamibuy.com/en/p/wing-hing-all-natural-rice-noodle-vermicelli-1000g-gluten-free/1149001831,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YONGXING,,$4.99,,,,Wing Hing All Natural Rice Noodle Vermicelli 1000g Gluten Free,8,,China,4.6
Chinese Dried Yellow Egg Noodle 400g,https://www.yamibuy.com/en/p/chinese-dried-yellow-egg-noodle/1149001481,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Three Deer Brand,,$2.19,,,,Chinese Dried Yellow Egg Noodle 400g,19,,N/A,4.4
PURPLE RICE NOODLE 400g,https://www.yamibuy.com/en/p/purple-rice-noodle-400g/1149000481,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CLOUDS ALL OVER THE WORLD,,$2.59,,,,PURPLE RICE NOODLE 400g,31,,China,4.8
WUMU SHANDONG Noodle 1133g,https://www.yamibuy.com/en/p/wumu-shandong-noodle-1133g/1021046571,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SINGLIN,,,$4.79,$4.99,5% OFF,WUMU SHANDONG Noodle 1133g,3,Taiwan,Taiwan,4.3
Dried Glass Noodle Mung Bean 300g,https://www.yamibuy.com/en/p/jayone-dried-glass-noodle-mung-bean-300g/1021044921,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JAYONE,,$2.59,,,,Dried Glass Noodle Mung Bean 300g,24,China,Korea,4.5
INSTANT NOODLE RAMEN HOT FLAVOR 5P,https://www.yamibuy.com/en/p/gokuuma-instant-noodle-ramen-hot-flavor-5p/1021035061,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GOKUUMA,1,$4.99,,,,INSTANT NOODLE RAMEN HOT FLAVOR 5P,1,Japan,Japan,2
Sesame Paste Noodle Original Flavor 4packs,https://www.yamibuy.com/en/p/hankow-sesame-paste-noodle-original-flavor-4packs/1021002021,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HANKOW,225,$5.99,,,,Sesame Paste Noodle Original Flavor 4packs,225,China,China,4.5
Sticky Rice Noodle Hot Pot Flavor 240g,https://www.yamibuy.com/en/p/sticky-rice-noodle-hot-pot-flavor-240g/1021084131,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MALADUONA,15,,$1.99,$2.99,34% OFF,Sticky Rice Noodle Hot Pot Flavor 240g,15,,China,4.8
Dry Noodle -Wide Noodle 500g,https://www.yamibuy.com/en/p/dry-noodle-wide-noodle-500g/1149009351,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JINMAILANG,23,$1.39,,,,Dry Noodle -Wide Noodle 500g,23,Wide Noodle,China,4.9
