Title,Title_link,brand-title,Price,comment-star__count,Headline,Field1,Field2,Field3
Seaweed Crisps Cheese Flavor 30g,https://www.yamibuy.com/en/p/magic-pop-seaweed-crisps-cheese-30g/1019049301,MAGIE POP,$2.09,4,Seaweed Crisps Cheese Flavor 30g,4,Cheese Flavor,4.8
Seaweed Crisps Wasabi Flavor 30g,https://www.yamibuy.com/en/p/magic-pop-seaweed-crisps-wasabi-30g/1019049291,MAGIE POP,$2.09,2,Seaweed Crisps Wasabi Flavor 30g,2,Wasabi Flavor,5
Seaweed Hot & Spicy Flavor 2.8g,https://www.yamibuy.com/en/p/sizhou-seaweed-hot-spicy-flavor-2-8g/1019042861,Four Seas,$0.99,9,Seaweed Hot & Spicy Flavor 2.8g,9,China,4
Roadted Seaweed Yaki Nori 25g,https://www.yamibuy.com/en/p/yamatoku-roadted-seaweed-yaki-nori-25g/1019047321,YAMATOKU,$2.59,6,Roadted Seaweed Yaki Nori 25g,6,,3.5
Seaweed Crisps Hot&Spicy Flavor 30g,https://www.yamibuy.com/en/p/magic-pop-seaweed-crisps-hot-spicy-30g/1019049281,MAGIE POP,$2.09,3,Seaweed Crisps Hot&Spicy Flavor 30g,Be the first!,Spicy Flavor,4.7
Seaweed Tempura Snack Sriracha Flavor 29g,https://www.yamibuy.com/en/p/sea-s-gift-seaweed-tempura-snack-sriracha-flavor-29g/1019034181,SEA'S GIFT,$3.99,2,Seaweed Tempura Snack Sriracha Flavor 29g,2,Korea,4
Big Roll Grilled Seaweed Roll Original Flavor 9pc,https://www.yamibuy.com/en/p/tao-kae-noi-grilled-seaweed-roll-original-flavor-9packets/1019008311,TAO KAE NOI,$2.99,340,Big Roll Grilled Seaweed Roll Original Flavor 9pc,340,Thailand,4.7
Dried Seaweed Knot 30g,https://www.yamibuy.com/en/p/spring-farm-dried-seaweed-knot-30g/1021017241,SPRING FARM,$1.99,96,Dried Seaweed Knot 30g,96,China,4.8
Dried Seaweed Slice 30g,https://www.yamibuy.com/en/p/spring-farm-dried-seaweed-slice-30g/1021017231,SPRING FARM,$1.86,23,Dried Seaweed Slice 30g,23,China,4.9
Big Roll Grilled Seaweed Roll Spicy Flavor 9pc,https://www.yamibuy.com/en/p/tao-kae-noi-grilled-seaweed-roll-spicy-flavor-9packets/1019008321,TAO KAE NOI,$2.99,303,Big Roll Grilled Seaweed Roll Spicy Flavor 9pc,303,Thailand,4.7
Roasted Seaweed 5g*3bags,https://www.yamibuy.com/en/p/paldo-roasted-seaweed-5g-3bags/1019019951,PALDO,$1.39,54,Roasted Seaweed 5g*3bags,54,Korea,4.9
Salted Egg Crab Seaweed Tempura 105g,https://www.yamibuy.com/en/p/chili-crab-seaweed-tempura-105g/1017043781,Golden Duck,,,Salted Egg Crab Seaweed Tempura 105g,Be the first!,,
Crispy Seaweed Tom Yum Flavor,https://www.yamibuy.com/en/p/tao-kae-noi-crispy-seaweed-tom-yum-flavor/1019007371,TAO KAE NOI,,100,Crispy Seaweed Tom Yum Flavor,Be the first!,Thailand,4.4
"Seasoned Seaweed Dosirak Curry Flavor, 1 pack",https://www.yamibuy.com/en/p/seasoned-seaweed-dosirak-curry-flavor-1-pack/1019066881,KWANGCHEONKIM,$0.59,27,"Seasoned Seaweed Dosirak Curry Flavor, 1 pack",27,,4.7
Chili Crab Seaweed Tempura 105g,https://www.yamibuy.com/en/p/salted-egg-crab-seaweed-tempura-105g/1017043771,Golden Duck,,1,Chili Crab Seaweed Tempura 105g,1,,5
Salted Seaweed Slice 454g,https://www.yamibuy.com/en/p/watson-salted-seaweed-slice-454g/1149001661,WATSON,$4.99,10,Salted Seaweed Slice 454g,10,,5
USDA Organic Seaweed 10 Sheet,https://www.yamibuy.com/en/p/organic-seaweed-22g/1019070151,LITTLE JASMINE,$4.49,3,USDA Organic Seaweed 10 Sheet,3,,5
Stir Fried Tuna Fish Floss w. Seaweed & Sesame 200g,https://www.yamibuy.com/en/p/chien-jung-foods-stir-fried-tuna-fish-floss-w-seaweed-sesame-200g/1019057171,CHIEN JUNG FOODS,$9.29,2,Stir Fried Tuna Fish Floss w. Seaweed & Sesame 200g,2,,5
Dried Seaweed Knot,https://www.yamibuy.com/en/p/dried-seaweed-knot/1019062421,CHANZUIBA,$3.49,4,Dried Seaweed Knot,4,,4.5
Seaweed with Filling Almond 15g,https://www.yamibuy.com/en/p/four-seas-seaweed-with-filling-almond-15g/1019042921,Four Seas,,39,Seaweed with Filling Almond 15g,39,China,4.6
Grilled Seaweed Roll Coconut Flavor 9packets,https://www.yamibuy.com/en/p/tao-kae-noi-grilled-seaweed-roll-coconut-flavor-9packets/1019014861,TAO KAE NOI,,32,Grilled Seaweed Roll Coconut Flavor 9packets,32,,4.5
SEAWEED Seasoned Seaweed Original 50pc,https://www.yamibuy.com/en/p/four-seas-seaweed-seasoned-seaweed-original-50pc/1021018671,Four Seas,$7.49,13,SEAWEED Seasoned Seaweed Original 50pc,13,,5
Super Crispy Grilled Seaweed - Spicy Flavor 39g,https://www.yamibuy.com/en/p/tao-kae-noi-super-crispy-grilled-seaweed-spicy-flavor-39g/1019011731,TAO KAE NOI,,29,Super Crispy Grilled Seaweed - Spicy Flavor 39g,29,Thailand,4.6
Kimnori Crispy Seaweed - Spicy5g*12,https://www.yamibuy.com/en/p/kimnori-crispy-seaweed-spicy/1019047851,KWANGCHEONKIM,,16,Kimnori Crispy Seaweed - Spicy5g*12,16,,4.2
Roasted Seaweed Snack 60g,https://www.yamibuy.com/en/p/jayone-roasted-seaweed-snack-60g/1019017521,JAYONE,$6.29,21,Roasted Seaweed Snack 60g,21,Korea,4.6
Low Sodium Roasted Seaweed 10pc 50g,https://www.yamibuy.com/en/p/seaweed-5g-10/1019062861,BIOSTAR PORORO,$3.39,13,Low Sodium Roasted Seaweed 10pc 50g,13,,5
Big Roll Grilled Seaweed Roll Tom Yum Goong Flavor 9pc,https://www.yamibuy.com/en/p/tao-kae-noi-grilled-seaweed-roll-tom-yum-goong-flavor-9packets/1019008651,TAO KAE NOI,$2.99,71,Big Roll Grilled Seaweed Roll Tom Yum Goong Flavor 9pc,71,Thailand,4.4
Excellent Seaweed Sandwich Seaweed 36g,https://www.yamibuy.com/en/p/ajichibean-excellent-seaweed-sandwich-seaweed-36g/1019032981,AJICHIBEAN,$3.49,13,Excellent Seaweed Sandwich Seaweed 36g,13,China,4.6
Korean Seaweed Crunch Original Flavor 20g,https://www.yamibuy.com/en/p/koko-farm-korean-seaweed-crunch-original-flavor-20g/1019046051,KOKO FARM,$2.79,13,Korean Seaweed Crunch Original Flavor 20g,13,,4.5
True Shrimp Seaweed Rolls 50g,https://www.yamibuy.com/en/p/bestore/1019043001,BESTORE,$6.99,11,True Shrimp Seaweed Rolls 50g,11,,3.4
Super Crispy Grilled Seaweed -Chicken Larb Flavor 40g,https://www.yamibuy.com/en/p/tao-kae-noi-super-crispy-grilled-seaweed-chicken-larb-flavor-40g/1019045381,TAO KAE NOI,$1.99,2,Super Crispy Grilled Seaweed -Chicken Larb Flavor 40g,2,,4
Flavored Seaweed Sesame Flavor 2.3g,https://www.yamibuy.com/en/p/surasang-flavored-seaweed-sesame-flavor-2-3g/1019055171,SURASANG,$0.19,5,Flavored Seaweed Sesame Flavor 2.3g,5,,4.6
Avocado Oil Nori Seaweed 4g*16,https://www.yamibuy.com/en/p/avocado-oil-nori-seaweed-4g-16/1019071241,KC,$8.49,,Avocado Oil Nori Seaweed 4g*16,Be the first!,,
HANHENG Dried Seaweed 60g,https://www.yamibuy.com/en/p/hanheng-dried-seaweed-60g/1149000931,HANHENG TASTE,$4.39,143,HANHENG Dried Seaweed 60g,143,,4.9
Dried Seaweed Wakame 100g,https://www.yamibuy.com/en/p/bgreen-dried-seaweed-wakame-100g/1021017001,BGREEN,$3.99,148,Dried Seaweed Wakame 100g,148,China,4.9
Dried Seaweed Slice,https://www.yamibuy.com/en/p/dried-seaweed-slice/1019062401,CHANZUIBA,$2.99,,Dried Seaweed Slice,Be the first!,,
Super Crispy Grilled Seaweed Hot Tempura Flavor 40g,https://www.yamibuy.com/en/p/tao-kae-noi-super-crispy-grilled-seaweed-hot-tempura-flavor-40g/1019007411,TAO KAE NOI,,146,Super Crispy Grilled Seaweed Hot Tempura Flavor 40g,146,Thailand,4.6
HSIN TUNG YANG Seaweed Snack with Purple Rice 40g,https://www.yamibuy.com/en/p/hsin-tung-yang-seaweed-snack-with-purple-rice-40g/1019010031,HSINTUNGYANG,$3.49,56,HSIN TUNG YANG Seaweed Snack with Purple Rice 40g,56,Taiwan,4.5
WANG Dried Seaweed 142g,https://www.yamibuy.com/en/p/wang-dried-seaweed-141g/1149006891,WANG FOOD,$6.99,11,WANG Dried Seaweed 142g,11,,4.3
Undaria Pinnitafida Dried Seaweed Strips 100g,https://www.yamibuy.com/en/p/undaria-pinnitafida-dried-seaweed-strips-100g/1149002291,OTHER BRANDS,$2.99,4,Undaria Pinnitafida Dried Seaweed Strips 100g,4,,5
Sun Right Seaweed Soup (Vegetable Flavor) 80g 3 Minute Ready Soup,https://www.yamibuy.com/en/p/sun-right-seaweed-soup-vegetable-flavor-80g-3-minute-ready-soup/1149001441,SUNLIGHT,$4.99,14,Sun Right Seaweed Soup (Vegetable Flavor) 80g 3 Minute Ready Soup,14,,4.8
Roasted Salted Seaweed 70g,https://www.yamibuy.com/en/p/dae-ri-roasted-salted-seaweed-green-laver-70g/1019046071,Dae Ri,$3.29,27,Roasted Salted Seaweed 70g,27,,4.7
HSIN TUNG YANG Seaweed Snack With Red Wheat 40g,https://www.yamibuy.com/en/p/hsin-tung-yang-seaweed-snack-with-red-wheat-40g/1019010041,HSINTUNGYANG,$3.49,37,HSIN TUNG YANG Seaweed Snack With Red Wheat 40g,37,,4.5
SURA Natural Seasoned Seaweed 60g,https://www.yamibuy.com/en/p/sura-natural-seasoned-seaweed-60g/1019008111,SURASANG,$3.89,24,SURA Natural Seasoned Seaweed 60g,24,Korea,4.6
Crispy Seaweed Peking Duck Flavor 32g,https://www.yamibuy.com/en/p/tao-kae-noi-crispy-seaweed-peking-duck-flavor-32g/1019009651,TAO KAE NOI,$1.99,25,Crispy Seaweed Peking Duck Flavor 32g,25,Thailand,3.5
Seasoned & Rosted Seaweed Snack 60g 12pc,https://www.yamibuy.com/en/p/jayone-seasoned-rosted-seaweed-snack-12pc/1019047941,JAYONE,$5.99,12,Seasoned & Rosted Seaweed Snack 60g 12pc,12,Roasted Seaweed,4.8
Korean Seaweed Crunch Cranberry Flavor 20g,https://www.yamibuy.com/en/p/koko-farm-korean-seaweed-crunch-cranberry-flavor-20g/1019046061,KOKO FARM,$2.79,14,Korean Seaweed Crunch Cranberry Flavor 20g,14,,4.1
Furikake Seas Rst Seaweed Flakes Vegetable 30g,https://www.yamibuy.com/en/p/furikake-seas-rst-seaweed-flakes-vegetable-30g/1019070451,SHIRAKIKU,$2.19,2,Furikake Seas Rst Seaweed Flakes Vegetable 30g,2,,5
Crispy Seaweed Cheese Flavor 32g,https://www.yamibuy.com/en/p/tao-kae-noi-crispy-seaweed-cheese-flavor-32g/1019042291,TAO KAE NOI,$1.99,1,Crispy Seaweed Cheese Flavor 32g,1,Thailand,5
HSIN TUNG YANG Seaweed Snack with Purple Rice 40g * 5 Bags,https://www.yamibuy.com/en/p/hsin-tung-yang-seaweed-snack-with-purple-rice-40g-5-bags/1019043651,HSINTUNGYANG,,1,HSIN TUNG YANG Seaweed Snack with Purple Rice 40g * 5 Bags,1,Taiwan,5
Crispy Seaweed 3pcs 15g,https://www.yamibuy.com/en/p/han-asia-crispy-seaweed-3pcs/1019007791,HAN ASIA,$1.39,3,Crispy Seaweed 3pcs 15g,3,,4.3
"Seasoned Seaweed Dosirak with Olive Oil & Green Tea Powder, 12 pack",https://www.yamibuy.com/en/p/seasoned-seaweed-dosirak-with-olive-oil-green-tea-powder-12-pack/1019066871,KWANGCHEONKIM,$4.99,1,"Seasoned Seaweed Dosirak with Olive Oil & Green Tea Powder, 12 pack",1,,5
Super Crispy Grilled Seaweed Tempura Flavor 40g,https://www.yamibuy.com/en/p/tao-kae-noi-super-crispy-grilled-seaweed-tempura-flavor-40g/1019007421,TAO KAE NOI,,164,Super Crispy Grilled Seaweed Tempura Flavor 40g,164,Thailand,4.7
【Frozen】CJ Crispy Seaweed Rolls Hot&Spocy Flavor 500g,https://www.yamibuy.com/en/p/cj-crispy-seaweed-rolls-hot-spocy-500g/1149012011,CHE IL JEDANG,$8.99,,【Frozen】CJ Crispy Seaweed Rolls Hot&Spocy Flavor 500g,Be the first!,,
Big Roll Grilled Seaweed Roll BBQ Flavor 9pc,https://www.yamibuy.com/en/p/tao-kae-noi-grilled-seaweed-roll-bbq-flavor-9packets/1019008661,TAO KAE NOI,$2.99,141,Big Roll Grilled Seaweed Roll BBQ Flavor 9pc,141,Thailand,4.6
Crispy Seaweed Original 32g (Random Packaging),https://www.yamibuy.com/en/p/tao-kae-noi-crispy-seaweed-original-32g-random-packaging/1019007381,TAO KAE NOI,,121,Crispy Seaweed Original 32g (Random Packaging),121,Thailand,4.3
Seaweed Roll Fried Shrimp With Salad Cream 72g,https://www.yamibuy.com/en/p/tao-kae-noi-seaweed-roll-fried-shrimp-with-salad-cream-seasoning-artificially-flavored-72g/1019010451,TAO KAE NOI,$3.49,118,Seaweed Roll Fried Shrimp With Salad Cream 72g,118,Thailand,4.7
Roasted & Lightly Salted Seaweed 24packs  120g,https://www.yamibuy.com/en/p/jayone-roasted-lightly-salted-seaweed-24packs-120g/1019008141,JAYONE,$9.89,114,Roasted & Lightly Salted Seaweed 24packs  120g,114,Korea,4.8
WANG Korean Seasoned Seaweed 10+2packs,https://www.yamibuy.com/en/p/wang-korean-seasoned-seaweed-10-2packs/1019008081,WANG FOOD,$5.59,87,WANG Korean Seasoned Seaweed 10+2packs,87,Korea,4.7
Crispy Seaweed Seafood Flavor 32g,https://www.yamibuy.com/en/p/tao-kae-noi-crispy-seaweed-seafood-flavor-32g/1019008761,TAO KAE NOI,,60,Crispy Seaweed Seafood Flavor 32g,60,Thailand,4.3
Seaweed &Seasame Thins 35g,https://www.yamibuy.com/en/p/bestore-seaweed-seasame-thins-35g/1019062431,BESTORE,$2.69,14,Seaweed &Seasame Thins 35g,14,,4.8
Seaweed Snack Spicy Flavor 6 Bags,https://www.yamibuy.com/en/p/a-sha-seaweed-snack-spicy-flavor-6-bags/1019026891,A-SHA,$6.89,22,Seaweed Snack Spicy Flavor 6 Bags,22,Taiwan,4.7
Crispy Seaweed Thai Curry Crab Flavor 32g,https://www.yamibuy.com/en/p/tao-kae-noi-crispy-seaweed-thai-curry-crab-flavor-32g/1019009341,TAO KAE NOI,$1.99,18,Crispy Seaweed Thai Curry Crab Flavor 32g,18,Thailand,3.6
CJ BIBIGO Seaweed Crisps Honey & Corn 20g,https://www.yamibuy.com/en/p/cj-bibigo-seaweed-crisps-honey-amp-corn-20g/1019012711,CHE IL JEDANG,$2.29,15,CJ BIBIGO Seaweed Crisps Honey & Corn 20g,15,Korea,4
SEAWEED Seasoned Seaweed Hot & Spicy Flavour 50pc,https://www.yamibuy.com/en/p/four-seas-seaweed-seasoned-seaweed-hot-spicy-flavour-50pc/1019015171,Four Seas,,8,SEAWEED Seasoned Seaweed Hot & Spicy Flavour 50pc,8,China,4.9
Seaweed Wasabi Flavor 2.8g,https://www.yamibuy.com/en/p/sizhou-seaweed-wasabi-flavor-2-8g/1019042871,Four Seas,$0.99,7,Seaweed Wasabi Flavor 2.8g,7,China,3.3
Big Sheet Seaweed Seafood Flavor 12pc 38g,https://www.yamibuy.com/en/p/tkn-big-sheet-seaweed-seafood/1019050551,TAO KAE NOI,$3.89,4,Big Sheet Seaweed Seafood Flavor 12pc 38g,4,Seafood Flavor,5
Excellent Sandwich Seaweed 36g,https://www.yamibuy.com/en/p/ajichibean-excellent-sandwich-seaweed-36g/1019032971,AJICHIBEAN,$3.59,10,Excellent Sandwich Seaweed 36g,10,China,4.8
【Frozen】CJ Bibigo Crispy Seaweed Roll 500g,https://www.yamibuy.com/en/p/cj-bibigo-crispy-seaweed-roll-500g/1149012001,CHE IL JEDANG,$8.99,,【Frozen】CJ Bibigo Crispy Seaweed Roll 500g,Be the first!,,
Dried Seaweed,https://www.yamibuy.com/en/p/dried-seaweed/1019062411,YUFU FOOD,$2.99,3,Dried Seaweed,3,,5
Seasoned Seaweed with Olive Oil & Green Tea Powder 16 pack,https://www.yamibuy.com/en/p/seasoned-seaweed-dosirak-with-olive-oil-amp-green-tea-powder-16-pack/1019070051,KWANGCHEONKIM,,2,Seasoned Seaweed with Olive Oil & Green Tea Powder 16 pack,2,,4
Dried Cut Sea Tangle Konbu Seaweed 150g,https://www.yamibuy.com/en/p/dried-cut-sea-tangle-konbu-seaweed-150g/1149009811,OTTOGI,$7.99,,Dried Cut Sea Tangle Konbu Seaweed 150g,Be the first!,,
Super Crispy Grilled Seaweed Hot Chili Squid Flavor 24g,https://www.yamibuy.com/en/p/tao-kae-noi-super-crispy-grilled-seaweed-hot-chili-squid-flavor-24g/1019007571,TAO KAE NOI,,127,Super Crispy Grilled Seaweed Hot Chili Squid Flavor 24g,127,Thailand,4.3
Super Crispy Grilled Seaweed Kimchi Flavor 24g,https://www.yamibuy.com/en/p/tao-kae-noi-super-crispy-grilled-seaweed-kimchi-flavor-24g/1019007401,TAO KAE NOI,,89,Super Crispy Grilled Seaweed Kimchi Flavor 24g,89,Thailand,4.3
Dried Seaweed 50g,https://www.yamibuy.com/en/p/spring-farm-dried-seaweed-50g/1021017511,SPRING FARM,$4.99,93,Dried Seaweed 50g,93,China,4.9
Fried Shrimp Cheek Grilled Seaweed Flavor 25g,https://www.yamibuy.com/en/p/monori-fried-shrimp-cheek-grilled-seaweed-flavour-25g/1019047031,MONORI,,60,Fried Shrimp Cheek Grilled Seaweed Flavor 25g,60,Grilled Seaweed Flavor 25g,4.3
HanHeng Dry Seaweed Sliced 7oz,https://www.yamibuy.com/en/p/hanheng-dry-seaweed-sliced-7oz/1149003061,HANHENG TASTE,$2.99,48,HanHeng Dry Seaweed Sliced 7oz,48,,4.9
Crispy Seaweed Wasabi Flavor 32g,https://www.yamibuy.com/en/p/tao-kae-noi-crispy-seaweed-wasabi-flavor-32g/1019007391,TAO KAE NOI,,40,Crispy Seaweed Wasabi Flavor 32g,Be the first!,Thailand,4.3
Dried Seaweed 50g,https://www.yamibuy.com/en/p/city-aroma-dried-seaweed-50g/1021018131,CITY AROMA,$2.69,10,Dried Seaweed 50g,10,,5
BIG ROLL Grilled Seaweed Roll Kimchi Flavor 9 Packets,https://www.yamibuy.com/en/p/big-roll-kimchi/1019048291,TAO KAE NOI,$2.99,17,BIG ROLL Grilled Seaweed Roll Kimchi Flavor 9 Packets,17,Kimchi Flavor,4.8
CJ Crispy toasted seaweed  12pcs 60g,https://www.yamibuy.com/en/p/cj-crispy-toasted-seaweed-12pcs/1019016111,CHE IL JEDANG,$6.29,20,CJ Crispy toasted seaweed  12pcs 60g,20,Korea,4.5
Seaweed Original Flavor 2.8g,https://www.yamibuy.com/en/p/sizhou-seaweed-original-flavor-2-8g/1019042851,Four Seas,$0.99,7,Seaweed Original Flavor 2.8g,7,China,4.6
Spicy Seasoned Seaweed 100bags 90g,https://www.yamibuy.com/en/p/honshu-spicy-seasoned-seaweed-100bags-90g/1019007711,Honshu,$6.69,19,Spicy Seasoned Seaweed 100bags 90g,19,Japan,4.2
Big Sheet Seaweed Japanese Soy Sauce Flavor 12pc 38g,https://www.yamibuy.com/en/p/tkn-big-sheet-seaweed-japanese/1019050541,TAO KAE NOI,$3.39,15,Big Sheet Seaweed Japanese Soy Sauce Flavor 12pc 38g,15,,5
Crispy Seaweed Tomato Sauce Flavor 32g,https://www.yamibuy.com/en/p/tao-kae-noi-crispy-seaweed-tomato-sauce-flavor-32g/1019019731,TAO KAE NOI,$1.99,14,Crispy Seaweed Tomato Sauce Flavor 32g,14,Thailand,4.1
Baked Fish Crackers with Seaweed 220g,https://www.yamibuy.com/en/p/baked-fish-crackers-with-seaweed-220g/1019066471,DONGGANG,$10.99,2,Baked Fish Crackers with Seaweed 220g,2,,5
Roasted Seaweed Spicy 3pc,https://www.yamibuy.com/en/p/tao-kae-noi-roasted-seaweed-spicy-3pc-12oz/1019045841,TAO KAE NOI,$1.99,12,Roasted Seaweed Spicy 3pc,12,,2.6
Flavored Seaweed Mustard 2.3g,https://www.yamibuy.com/en/p/surasang-flavored-seaweed-mustard-2-3g/1019055181,SURASANG,,2,Flavored Seaweed Mustard 2.3g,2,,4
Roasted Seasoned Seaweed 5g*3pc,https://www.yamibuy.com/en/p/bb-roased-seasoned-seaweed-481g/1019048521,BEING BLUE,$1.59,,Roasted Seasoned Seaweed 5g*3pc,Be the first!,,
Dried Seaweed 60g,https://www.yamibuy.com/en/p/dried-seaweed-60g/1149009871,TCJP,$3.99,,Dried Seaweed 60g,Be the first!,,
Crispy Seaweed Hot & Spicy Flavor  32g (Random Packaging),https://www.yamibuy.com/en/p/tao-kae-noi-crispy-seaweed-hot-spicy-flavor-32g-random-packaging/1019007361,TAO KAE NOI,,83,Crispy Seaweed Hot & Spicy Flavor  32g (Random Packaging),83,Thailand,4.3
Seaweed Snack Original Flavor 6 Bags,https://www.yamibuy.com/en/p/a-sha-seaweed-snack-original-flavor-6-bags/1019026881,A-SHA,$6.89,67,Seaweed Snack Original Flavor 6 Bags,67,Taiwan,4.9
Olive Green Tea Seaweed 5g,https://www.yamibuy.com/en/p/olive-green-tea-seaweed/1019046841,KWANGCHEONKIM,,51,Olive Green Tea Seaweed 5g,51,,4.9
BIBIGO Savory Roasted Korean Seasoned Seaweed 8acks 40g,https://www.yamibuy.com/en/p/bibigo-savory-roasted-korean-seasoned-seaweed-8acks-40g/1019012761,CHE IL JEDANG,$3.29,25,BIBIGO Savory Roasted Korean Seasoned Seaweed 8acks 40g,25,Korea,4.3
Original Seasoned Seaweed 90g,https://www.yamibuy.com/en/p/honshu-original-seasoned-seaweed-90g/1019007721,Honshu,$6.69,18,Original Seasoned Seaweed 90g,18,China,4.2
Crispy Seaweed 1.9oz,https://www.yamibuy.com/en/p/crispy-seaweed-to-go-packs-1-9-oz/1019071171,PMO,$6.49,5,Crispy Seaweed 1.9oz,5,,4.6
Crispy Seaweed Seasoned with Perilla Seed Oil (Original) 40g,https://www.yamibuy.com/en/p/crispy-seaweed-seasoned-with-perilla-seed-oil-original-40g/1019071801,PULMUONE,$3.49,1,Crispy Seaweed Seasoned with Perilla Seed Oil (Original) 40g,1,,4
Bakauke AceCook Seaweed Flavor 4packs,https://www.yamibuy.com/en/p/bakauke-acecook-seaweed-ramen-flavor-4packs/1019070191,KURIYAMA AJIMURASAKI,$3.29,,Bakauke AceCook Seaweed Flavor 4packs,Be the first!,,
Seaweed-Pumpkin Chips 60g,https://www.yamibuy.com/en/p/bestore-seaweed-pumpkin-chips-60g/1019026671,BESTORE,$5.89,,Seaweed-Pumpkin Chips 60g,Be the first!,China,
Dried Seaweed Strips 100g,https://www.yamibuy.com/en/p/hanheng-taste-dried-seaweed-strips-100g/1021016631,HANHENG TASTE,$1.49,207,Dried Seaweed Strips 100g,207,,4.6
Dried Seaweed (Dashi Konbu) 100g,https://www.yamibuy.com/en/p/bgreen-dried-seaweed-dashi-konbu-100g/1021016991,BGREEN,$2.99,69,Dried Seaweed (Dashi Konbu) 100g,69,China,4.9
Dried Seaweed 90g,https://www.yamibuy.com/en/p/yuho-dried-seaweed-90g/1021017431,YUHO,$6.29,26,Dried Seaweed 90g,26,China,4.9
Sun Right Seaweed Soup (Egg Flavor) 80g 3 Minute Ready Soup,https://www.yamibuy.com/en/p/sun-right-seaweed-soup-egg-flavor-80g-3-minute-ready-soup/1149001421,SUNRIGHT,$4.99,2,Sun Right Seaweed Soup (Egg Flavor) 80g 3 Minute Ready Soup,2,,5
Sun Right Seaweed Soup (Seafood Flavor) 80g 3 Minute Ready Soup,https://www.yamibuy.com/en/p/sun-right-seaweed-soup-seafood-flavor-80g-3-minute-ready-soup/1149001431,SUNRIGHT,$4.99,5,Sun Right Seaweed Soup (Seafood Flavor) 80g 3 Minute Ready Soup,5,,5
Roasted  Layer Seaweed 20g,https://www.yamibuy.com/en/p/roasted-layer-seaweed-20g/1149012231,NH,$1.89,3,Roasted  Layer Seaweed 20g,3,,5
Dried Seaweed Knots 100g,https://www.yamibuy.com/en/p/hanheng-taste-dried-seaweed-knots-100g/1021016641,HANHENG TASTE,$1.99,32,Dried Seaweed Knots 100g,32,China,4.5
Dried Seaweed (Pressed) 105g,https://www.yamibuy.com/en/p/spring-farm-dried-seaseed-pressed-105g/1149005681,SPRING FARM,$8.99,3,Dried Seaweed (Pressed) 105g,3,,5
Deep Sea Seaweed 20g,https://www.yamibuy.com/en/p/deep-sea-seaweed-20g/1149010291,AYIBO,$1.99,,Deep Sea Seaweed 20g,Be the first!,,
Big Roll Spicy Squid Flavor 9pc,https://www.yamibuy.com/en/p/tao-kae-noi-big-roll-spicy-squid-flavor-9-packets/1019008301,TAO KAE NOI,$2.99,143,Big Roll Spicy Squid Flavor 9pc,143,Thailand,4.6
Crispy Japanese Sauce Flavor 32g,https://www.yamibuy.com/en/p/tao-kae-noi-crispy-japanese-sauce-flavor-32g/1019042301,TAO KAE NOI,$1.99,1,Crispy Japanese Sauce Flavor 32g,1,Thailand,2
Classic Seaweed Sugar Cake 120g,https://www.yamibuy.com/en/p/ranli-classic-seaweed-sugar-cake-120g/1016060081,Ranli,$3.59,357,Classic Seaweed Sugar Cake 120g,357,Japan,4.8
Rice Cracker Seaweed Flavor 150g,https://www.yamibuy.com/en/p/weilong-rice-cracker-seaweed-flavor-150g/1017017581,WEILONG,$3.99,1,Rice Cracker Seaweed Flavor 150g,1,China,5
Yam Chips Seaweed Flavor 90g,https://www.yamibuy.com/en/p/hongtu-yam-chips-seaweed-flavor-90g/1017025881,HONGTU,$2.49,79,Yam Chips Seaweed Flavor 90g,79,Seaweed Flavor,4.7
Chip Star Potato Chips Seaweed 115g,https://www.yamibuy.com/en/p/nabisco-chip-star-seaweed-115g/1017027991,NABISCO,$4.39,3,Chip Star Potato Chips Seaweed 115g,3,Seaweed Flavor 115g,5
Crispy Potato Chip Seaweed Flavor  266g,https://www.yamibuy.com/en/p/honlife-crispy-potato-chip-seaweed-flavor-266g/1016069121,HONLIFE,$3.99,48,Crispy Potato Chip Seaweed Flavor  266g,48,,5
ZHONHGWANG Seaweed Flavor a Crisp Dough Twist  235g,https://www.yamibuy.com/en/p/zhonhgwang-seaweed-flavor-a-crisp-dough-twist-235g/1017021271,ZHONGWANG,$4.09,3,ZHONHGWANG Seaweed Flavor a Crisp Dough Twist  235g,3,China,5
Potato Chips Seaweed Salt Flavor 55g,https://www.yamibuy.com/en/p/nissin-potato-chips-seaweed-salt-flavor-55g/1017014641,NISSIN,$2.49,6,Potato Chips Seaweed Salt Flavor 55g,6,Japan,4.3
Glutinous Rice Twist Seaweed Flavor 108g,https://www.yamibuy.com/en/p/aiyomi-glutinous-rice-twist-seaweed-flavor-108g/1017018781,AIYOMI,$1.99,5,Glutinous Rice Twist Seaweed Flavor 108g,5,China,3.4
NIORTH SEA Fish Chips Seaweed 22g,https://www.yamibuy.com/en/p/niorth-sea-fish-chips-seaweed-22g/1017017621,NORTH SEA,,20,NIORTH SEA Fish Chips Seaweed 22g,20,China,3.8
Seaweed Rice Cracker 308g,https://www.yamibuy.com/en/p/want-want-seaweed-rice-cracker-308g/1017017511,WANT WANT,$4.99,4,Seaweed Rice Cracker 308g,4,China,3.8
