Product_Name,Brand,Reviews,Price,Option,Rate,Origin,Platform,Category
HANZHENGXUAN Rice Cake (Original) 200g,HANZHENGZUAN,26,3.49,No,4.9,Taiwan,Yami,Cake
Glutinous rice cake 300g,YUMEI,32,2.79,No,4.6,Mainland China,Yami,Cake
Rice Cake (with 5 Grains) 200g,HANZHENGZUAN,13,3.49,No,4.8,Taiwan,Yami,Cake
Fish Tofu Cake-Crab Flavor 20pcs 400g,YANTING FISHERMAN,17,5.69,No,4.0,Mainland China,Yami,Cake
Spicy Shirmp Cake 92g,BESTORE,8,5.89,No,2.1,Mainland China,Yami,Cake
Glutinous rice cake 300g,YUMEI,31,2.99,No,4.5,Mainland China,Yami,Cake
Tteok-bokki Sauce Korean Rice Cake Sauce Spicy 150g,HAEPYO,4,1.79,No,4.2,Korea,Yami,Cake
WANG Fish Cake Cheese Flavor 10pc 340g,WANG FOOD,50,5.69,6 Options,4.0,Korea,Yami,Cake
Rice Cake 240g,JIAXIAN,19,1.99,No,4.5,Mainland China,Yami,Cake
Yam Cake Slice Noodle Konjac White 190g,SPRING FARM,3,1.69,No,5.0,Mainland China,Yami,Cake
Yam Cake Noodle Konjac 200g,SPRING FARM,12,1.69,No,4.9,Mainland China,Yami,Cake
Yam Cake Slice Black Konjac Slice 190g,SPRING FARM,15,1.69,No,4.9,Mainland China,Yami,Cake
HANZHENGXUAN Rice Cake (with Black Rice) 200g,HANZHENGZUAN,10,3.49,No,5.0,Taiwan,Yami,Cake
FUJIHORO Hollow Mini Pound Cake Type Square 57274 1 piece,FUJIHORO,0,6.33,No,0.0,Japan,Yami,Cake
Rice Cake w/Sweet Spicy Sauce 140g,YOPOKKI,6,3.49,No,3.8,Korea,Yami,Cake
Dukboki Rice Cake Sauce 840g,Maeil,3,4.29,No,5.0,Korea,Yami,Cake
Eight Treasures Rice Cake 480g,MEI HUA SIANG,7,3.59,No,4.6,Taiwan,Yami,Cake
Ice Cake  188g,YUANXIAN,108,1.59,No,4.1,Mainland China,Yami,Cake
Glutinous rice cake 300g,YUMEI,20,2.99,No,4.2,Mainland China,Yami,Cake
Yam Cake Konjac Black 250g,SPRING FARM,11,1.69,No,4.5,Mainland China,Yami,Cake
GOUMENQIAN Rice Cake 350g,Gou Men Qian,2,3.69,No,5.0,Mainland China,Yami,Cake
Cheese Fish Cake 115g,BESTORE,6,4.69,No,3.8,Mainland China,Yami,Cake
HANZHENGXUAN Rice Cake (Original) 200g,HANZHENGZUAN,26,3.49,No,4.9,Taiwan,Yami,Cake
Glutinous rice cake 300g,YUMEI,32,2.79,No,4.6,Mainland China,Yami,Cake
Rice Cake (with 5 Grains) 200g,HANZHENGZUAN,13,3.49,No,4.8,Taiwan,Yami,Cake
Fish Tofu Cake-Crab Flavor 20pcs 400g,YANTING FISHERMAN,17,5.69,No,4.0,Mainland China,Yami,Cake
Spicy Shirmp Cake 92g,BESTORE,8,5.89,No,2.1,Mainland China,Yami,Cake
Rice Cake 240g,JIAXIAN,19,1.99,No,4.5,Mainland China,Yami,Cake
Yam Cake Slice Noodle Konjac White 190g,SPRING FARM,3,1.69,No,5.0,Mainland China,Yami,Cake
Glutinous rice cake 300g,YUMEI,31,2.99,No,4.5,Mainland China,Yami,Cake
Tteok-bokki Sauce Korean Rice Cake Sauce Spicy 150g,HAEPYO,4,1.79,No,4.2,Korea,Yami,Cake
WANG Fish Cake Cheese Flavor 10pc 340g,WANG FOOD,50,5.69,6 Options,4.0,Korea,Yami,Cake
Yam Cake Noodle Konjac 200g,SPRING FARM,12,1.69,No,4.9,Mainland China,Yami,Cake
Yam Cake Slice Black Konjac Slice 190g,SPRING FARM,15,1.69,No,4.9,Mainland China,Yami,Cake
HANZHENGXUAN Rice Cake (with Black Rice) 200g,HANZHENGZUAN,10,3.49,No,5.0,Taiwan,Yami,Cake
FUJIHORO Hollow Mini Pound Cake Type Square 57274 1 piece,FUJIHORO,0,6.33,No,0.0,Japan,Yami,Cake
Margaret Josefin Breath Palette X Christmas Cake 25g,THE M,0,2.37,No,0.0,Japan,Yami,Cake
